id,name,quarter,avg_d,avg_u,avg_l,lau_name,country,nuts_2,nuts_3,population
NL_GM0202,Arnhem,2021-01-01,123.17,70.27,9.94,Arnhem,NL,NL22,NL226,161368
NL_GM0202,Arnhem,2021-04-01,140.21,66.61,10.9,Arnhem,NL,NL22,NL226,161368
NL_GM0202,Arnhem,2021-07-01,140.25,75.97,10.58,Arnhem,NL,NL22,NL226,161368
NL_GM0202,Arnhem,2021-10-01,149.84,90.51,10.49,Arnhem,NL,NL22,NL226,161368
NL_GM0202,Arnhem,2022-01-01,160.54,106.59,9.91,Arnhem,NL,NL22,NL226,161368
NL_GM0228,Ede,2019-01-01,85.4,41.1,12.15,Ede,NL,NL22,NL221,117166
NL_GM0228,Ede,2019-04-01,93.96,33.47,14.84,Ede,NL,NL22,NL221,117166
NL_GM0228,Ede,2019-07-01,88.62,44.14,11.93,Ede,NL,NL22,NL221,117166
NL_GM0228,Ede,2019-10-01,92.92,44.9,12.58,Ede,NL,NL22,NL221,117166
NL_GM0228,Ede,2020-01-01,100.04,47.59,11.45,Ede,NL,NL22,NL221,117166
NL_GM0228,Ede,2020-04-01,98.44,50.54,11.5,Ede,NL,NL22,NL221,117166
NL_GM0228,Ede,2020-07-01,95.92,47.14,11.92,Ede,NL,NL22,NL221,117166
NL_GM0228,Ede,2020-10-01,107.73,48.51,11.47,Ede,NL,NL22,NL221,117166
NL_GM0228,Ede,2021-01-01,118.33,57.27,11.72,Ede,NL,NL22,NL221,117166
NL_GM0228,Ede,2021-04-01,125.1,47.03,13.53,Ede,NL,NL22,NL221,117166
NL_GM0228,Ede,2021-07-01,124.56,62.06,12.24,Ede,NL,NL22,NL221,117166
NL_GM0228,Ede,2021-10-01,136.35,66.22,12.48,Ede,NL,NL22,NL221,117166
NL_GM0228,Ede,2022-01-01,140.25,76.91,11.38,Ede,NL,NL22,NL221,117166
NL_GM0268,Nijmegen,2019-01-01,85.03,50.89,10.46,Nijmegen,NL,NL22,NL226,177698
NL_GM0268,Nijmegen,2019-04-01,94.93,48.78,12.64,Nijmegen,NL,NL22,NL226,177698
NL_GM0268,Nijmegen,2019-07-01,95.75,51.38,11.67,Nijmegen,NL,NL22,NL226,177698
NL_GM0268,Nijmegen,2019-10-01,95.41,57.19,10.9,Nijmegen,NL,NL22,NL226,177698
NL_GM0268,Nijmegen,2020-01-01,102.82,65.99,10.1,Nijmegen,NL,NL22,NL226,177698
NL_GM0268,Nijmegen,2020-04-01,104.16,71.66,9.99,Nijmegen,NL,NL22,NL226,177698
NL_GM0268,Nijmegen,2020-07-01,107.12,75.83,10.59,Nijmegen,NL,NL22,NL226,177698
NL_GM0268,Nijmegen,2020-10-01,120.1,86.66,9.97,Nijmegen,NL,NL22,NL226,177698
NL_GM0268,Nijmegen,2021-01-01,124.03,86.68,9.61,Nijmegen,NL,NL22,NL226,177698
NL_GM0268,Nijmegen,2021-04-01,134.89,87.68,10.12,Nijmegen,NL,NL22,NL226,177698
NL_GM0268,Nijmegen,2021-07-01,143.23,100.7,9.57,Nijmegen,NL,NL22,NL226,177698
NL_GM0268,Nijmegen,2021-10-01,152.19,115.14,9.7,Nijmegen,NL,NL22,NL226,177698
NL_GM0268,Nijmegen,2022-01-01,162.25,132.52,9.42,Nijmegen,NL,NL22,NL226,177698
NL_GM0307,Amersfoort,2019-01-01,90.48,71.56,8.14,Amersfoort,NL,NL31,NL310,157279
NL_GM0307,Amersfoort,2019-04-01,94.38,67.25,9.33,Amersfoort,NL,NL31,NL310,157279
NL_GM0307,Amersfoort,2019-07-01,95.8,83.96,8.41,Amersfoort,NL,NL31,NL310,157279
NL_GM0307,Amersfoort,2019-10-01,106.26,92.61,8.6,Amersfoort,NL,NL31,NL310,157279
NL_GM0307,Amersfoort,2020-01-01,111.53,99.74,7.55,Amersfoort,NL,NL31,NL310,157279
NL_GM0307,Amersfoort,2020-04-01,112.1,105.57,7.69,Amersfoort,NL,NL31,NL310,157279
NL_GM0307,Amersfoort,2020-07-01,123.59,116.36,7.18,Amersfoort,NL,NL31,NL310,157279
NL_GM0307,Amersfoort,2020-10-01,129.94,121.58,7,Amersfoort,NL,NL31,NL310,157279
NL_GM0307,Amersfoort,2021-01-01,132.27,118.89,7.05,Amersfoort,NL,NL31,NL310,157279
NL_GM0307,Amersfoort,2021-04-01,146.85,121.58,7.84,Amersfoort,NL,NL31,NL310,157279
NL_GM0307,Amersfoort,2021-07-01,150.26,129.32,7.9,Amersfoort,NL,NL31,NL310,157279
NL_GM0307,Amersfoort,2021-10-01,162.53,146.46,7.24,Amersfoort,NL,NL31,NL310,157279
NL_GM0307,Amersfoort,2022-01-01,162.82,154.8,7.29,Amersfoort,NL,NL31,NL310,157279
NL_GM0344,Utrecht,2019-01-01,81.86,34.63,13.38,Utrecht,NL,NL31,NL310,357694
NL_GM0344,Utrecht,2019-04-01,92.96,35.56,11.57,Utrecht,NL,NL31,NL310,357694
NL_GM0344,Utrecht,2019-07-01,89.48,37.69,11.1,Utrecht,NL,NL31,NL310,357694
NL_GM0344,Utrecht,2019-10-01,96.24,42.95,10.22,Utrecht,NL,NL31,NL310,357694
NL_GM0344,Utrecht,2020-01-01,97.34,47.77,9.84,Utrecht,NL,NL31,NL310,357694
NL_GM0344,Utrecht,2020-04-01,102.68,49.65,10.31,Utrecht,NL,NL31,NL310,357694
NL_GM0344,Utrecht,2020-07-01,108.88,52.01,10.01,Utrecht,NL,NL31,NL310,357694
NL_GM0344,Utrecht,2020-10-01,114.52,55.33,9.8,Utrecht,NL,NL31,NL310,357694
NL_GM0344,Utrecht,2021-01-01,120.66,55.38,10.17,Utrecht,NL,NL31,NL310,357694
NL_GM0344,Utrecht,2021-04-01,140.58,60.7,10.03,Utrecht,NL,NL31,NL310,357694
NL_GM0344,Utrecht,2021-07-01,148.96,76.17,9.68,Utrecht,NL,NL31,NL310,357694
NL_GM0344,Utrecht,2021-10-01,152.48,77.18,10.15,Utrecht,NL,NL31,NL310,357694
NL_GM0344,Utrecht,2022-01-01,159.43,86.49,9.87,Utrecht,NL,NL31,NL310,357694
NL_GM0361,Alkmaar,2019-01-01,86.01,25.03,13.59,Alkmaar,NL,NL32,NL328,109444
NL_GM0361,Alkmaar,2019-04-01,106.89,25.73,12.98,Alkmaar,NL,NL32,NL328,109444
NL_GM0361,Alkmaar,2019-07-01,92.03,23.39,12.63,Alkmaar,NL,NL32,NL328,109444
NL_GM0361,Alkmaar,2019-10-01,99.86,26,11.07,Alkmaar,NL,NL32,NL328,109444
NL_GM0361,Alkmaar,2020-01-01,100.36,27.75,11.07,Alkmaar,NL,NL32,NL328,109444
NL_GM0361,Alkmaar,2020-04-01,100.18,30.45,11.66,Alkmaar,NL,NL32,NL328,109444
NL_GM0361,Alkmaar,2020-07-01,99.07,38.6,10.98,Alkmaar,NL,NL32,NL328,109444
NL_GM0361,Alkmaar,2020-10-01,121.97,57.78,9.58,Alkmaar,NL,NL32,NL328,109444
NL_GM0361,Alkmaar,2021-01-01,120.43,48.22,9.86,Alkmaar,NL,NL32,NL328,109444
NL_GM0361,Alkmaar,2021-04-01,145.87,42.7,10.72,Alkmaar,NL,NL32,NL328,109444
NL_GM0361,Alkmaar,2021-07-01,143.45,52.95,9.63,Alkmaar,NL,NL32,NL328,109444
NL_GM0361,Alkmaar,2021-10-01,156.46,74.2,9.27,Alkmaar,NL,NL32,NL328,109444
NL_GM0361,Alkmaar,2022-01-01,161.54,86.6,9.73,Alkmaar,NL,NL32,NL328,109444
NL_GM0363,Amsterdam,2019-01-01,81.83,33.53,12.22,Amsterdam,NL,NL32,NL329,872779
NL_GM0363,Amsterdam,2019-04-01,90.82,33.88,12.51,Amsterdam,NL,NL32,NL329,872779
NL_GM0363,Amsterdam,2019-07-01,90.66,35.31,11.32,Amsterdam,NL,NL32,NL329,872779
NL_GM0363,Amsterdam,2019-10-01,93.87,43.24,10.66,Amsterdam,NL,NL32,NL329,872779
NL_GM0363,Amsterdam,2020-01-01,97.71,46.49,9.65,Amsterdam,NL,NL32,NL329,872779
NL_GM0363,Amsterdam,2020-04-01,105.54,49.05,9.89,Amsterdam,NL,NL32,NL329,872779
NL_GM0363,Amsterdam,2020-07-01,107.95,51.83,9.86,Amsterdam,NL,NL32,NL329,872779
NL_GM0363,Amsterdam,2020-10-01,122.61,52.47,9.83,Amsterdam,NL,NL32,NL329,872779
NL_GM0363,Amsterdam,2021-01-01,124.06,55.02,9.49,Amsterdam,NL,NL32,NL329,872779
NL_GM0363,Amsterdam,2021-04-01,145.22,53.59,9.71,Amsterdam,NL,NL32,NL329,872779
NL_GM0363,Amsterdam,2021-07-01,142.3,57.97,10.05,Amsterdam,NL,NL32,NL329,872779
NL_GM0363,Amsterdam,2021-10-01,145.58,63.42,10.08,Amsterdam,NL,NL32,NL329,872779
NL_GM0363,Amsterdam,2022-01-01,152.02,69.43,9.73,Amsterdam,NL,NL32,NL329,872779
NL_GM0392,Haarlem,2019-01-01,84.35,25.81,15.89,Haarlem,NL,NL32,NL324,162961
NL_GM0392,Haarlem,2019-04-01,98.96,27.11,12,Haarlem,NL,NL32,NL324,162961
NL_GM0392,Haarlem,2019-07-01,98.54,28.54,10.67,Haarlem,NL,NL32,NL324,162961
NL_GM0392,Haarlem,2019-10-01,100.61,30.4,10.49,Haarlem,NL,NL32,NL324,162961
NL_GM0392,Haarlem,2020-01-01,100.84,31.25,12.08,Haarlem,NL,NL32,NL324,162961
NL_GM0392,Haarlem,2020-04-01,101.61,33.34,10.91,Haarlem,NL,NL32,NL324,162961
NL_GM0392,Haarlem,2020-07-01,103.99,32.07,10.99,Haarlem,NL,NL32,NL324,162961
NL_GM0392,Haarlem,2020-10-01,120.36,34.6,10.8,Haarlem,NL,NL32,NL324,162961
NL_GM0392,Haarlem,2021-01-01,119.22,35.25,11.2,Haarlem,NL,NL32,NL324,162961
NL_GM0392,Haarlem,2021-04-01,142.04,34.14,10.94,Haarlem,NL,NL32,NL324,162961
NL_GM0392,Haarlem,2021-07-01,141.71,42.4,10.6,Haarlem,NL,NL32,NL324,162961
NL_GM0392,Haarlem,2021-10-01,155.16,56.28,10.4,Haarlem,NL,NL32,NL324,162961
NL_GM0392,Haarlem,2022-01-01,157.72,74.21,9.56,Haarlem,NL,NL32,NL324,162961
NL_GM0394,Haarlemmermeer,2019-01-01,91.15,52,11.17,Haarlemmermeer,NL,NL32,NL329,156039
NL_GM0394,Haarlemmermeer,2019-04-01,101.69,50.2,10.49,Haarlemmermeer,NL,NL32,NL329,156039
NL_GM0394,Haarlemmermeer,2019-07-01,102.57,60.34,9.51,Haarlemmermeer,NL,NL32,NL329,156039
NL_GM0394,Haarlemmermeer,2019-10-01,108.88,73.23,8.24,Haarlemmermeer,NL,NL32,NL329,156039
NL_GM0394,Haarlemmermeer,2020-01-01,116.4,78.41,8.32,Haarlemmermeer,NL,NL32,NL329,156039
NL_GM0394,Haarlemmermeer,2020-04-01,116.58,83.36,8.76,Haarlemmermeer,NL,NL32,NL329,156039
NL_GM0394,Haarlemmermeer,2020-07-01,121.99,86.58,8.34,Haarlemmermeer,NL,NL32,NL329,156039
NL_GM0394,Haarlemmermeer,2020-10-01,130.43,92.93,8.17,Haarlemmermeer,NL,NL32,NL329,156039
NL_GM0394,Haarlemmermeer,2021-01-01,139.34,98.13,8.55,Haarlemmermeer,NL,NL32,NL329,156039
NL_GM0394,Haarlemmermeer,2021-04-01,158.2,89.51,9.19,Haarlemmermeer,NL,NL32,NL329,156039
NL_GM0394,Haarlemmermeer,2021-07-01,158.31,102.04,8.32,Haarlemmermeer,NL,NL32,NL329,156039
NL_GM0394,Haarlemmermeer,2021-10-01,171.59,108.73,8.48,Haarlemmermeer,NL,NL32,NL329,156039
NL_GM0394,Haarlemmermeer,2022-01-01,178.79,120.72,8.11,Haarlemmermeer,NL,NL32,NL329,156039
NL_GM0479,Zaanstad,2019-01-01,90.53,34.62,11.96,Zaanstad,NL,NL32,NL325,156711
NL_GM0479,Zaanstad,2019-04-01,105.81,32.57,12.15,Zaanstad,NL,NL32,NL325,156711
NL_GM0479,Zaanstad,2019-07-01,103.07,34.54,10.62,Zaanstad,NL,NL32,NL325,156711
NL_GM0479,Zaanstad,2019-10-01,103.08,37.63,10.05,Zaanstad,NL,NL32,NL325,156711
NL_GM0479,Zaanstad,2020-01-01,105.19,40.9,9.77,Zaanstad,NL,NL32,NL325,156711
NL_GM0479,Zaanstad,2020-04-01,105.65,39.7,9.5,Zaanstad,NL,NL32,NL325,156711
NL_GM0479,Zaanstad,2020-07-01,108.23,44.34,9.51,Zaanstad,NL,NL32,NL325,156711
NL_GM0479,Zaanstad,2020-10-01,125.7,42.64,10.09,Zaanstad,NL,NL32,NL325,156711
NL_GM0479,Zaanstad,2021-01-01,126.31,46.55,10.06,Zaanstad,NL,NL32,NL325,156711
NL_GM0479,Zaanstad,2021-04-01,156.8,42.83,9.93,Zaanstad,NL,NL32,NL325,156711
NL_GM0479,Zaanstad,2021-07-01,153.24,53.65,9.41,Zaanstad,NL,NL32,NL325,156711
NL_GM0479,Zaanstad,2021-10-01,161.88,62.97,9.42,Zaanstad,NL,NL32,NL325,156711
NL_GM0479,Zaanstad,2022-01-01,162.71,71.55,9.25,Zaanstad,NL,NL32,NL325,156711
NL_GM0484,Alphen aan den Rijn,2019-01-01,88,44.23,13.47,Alphen aan den Rijn,NL,NL33,NL33B,111889
NL_GM0484,Alphen aan den Rijn,2019-04-01,104.87,45.32,14.2,Alphen aan den Rijn,NL,NL33,NL33B,111889
NL_GM0484,Alphen aan den Rijn,2019-07-01,102.49,63.39,14.7,Alphen aan den Rijn,NL,NL33,NL33B,111889
NL_GM0484,Alphen aan den Rijn,2019-10-01,107.73,71.76,11.33,Alphen aan den Rijn,NL,NL33,NL33B,111889
NL_GM0484,Alphen aan den Rijn,2020-01-01,113.38,80.73,9.67,Alphen aan den Rijn,NL,NL33,NL33B,111889
NL_GM0484,Alphen aan den Rijn,2020-04-01,116.21,88.09,9.43,Alphen aan den Rijn,NL,NL33,NL33B,111889
NL_GM0484,Alphen aan den Rijn,2020-07-01,119.36,90.53,9.09,Alphen aan den Rijn,NL,NL33,NL33B,111889
NL_GM0484,Alphen aan den Rijn,2020-10-01,128.87,97.31,9.07,Alphen aan den Rijn,NL,NL33,NL33B,111889
NL_GM0484,Alphen aan den Rijn,2021-01-01,133.55,99.28,8.77,Alphen aan den Rijn,NL,NL33,NL33B,111889
NL_GM0484,Alphen aan den Rijn,2021-04-01,146.01,87.59,9.66,Alphen aan den Rijn,NL,NL33,NL33B,111889
NL_GM0484,Alphen aan den Rijn,2021-07-01,155.2,97.93,9.55,Alphen aan den Rijn,NL,NL33,NL33B,111889
NL_GM0484,Alphen aan den Rijn,2021-10-01,167.65,106.48,9.56,Alphen aan den Rijn,NL,NL33,NL33B,111889
NL_GM0484,Alphen aan den Rijn,2022-01-01,168.63,121.03,8.73,Alphen aan den Rijn,NL,NL33,NL33B,111889
NL_GM0503,Delft,2019-01-01,82.71,29.57,25.51,Delft,NL,NL33,NL333,103659
NL_GM0503,Delft,2019-04-01,101.75,30.05,13.18,Delft,NL,NL33,NL333,103659
NL_GM0503,Delft,2019-07-01,92.11,32.79,12.82,Delft,NL,NL33,NL333,103659
NL_GM0503,Delft,2019-10-01,91.88,35.26,11.28,Delft,NL,NL33,NL333,103659
NL_GM0503,Delft,2020-01-01,95.65,35.49,11.61,Delft,NL,NL33,NL333,103659
NL_GM0503,Delft,2020-04-01,98.88,39.37,12.21,Delft,NL,NL33,NL333,103659
NL_GM0503,Delft,2020-07-01,102.87,41.36,11.5,Delft,NL,NL33,NL333,103659
NL_GM0503,Delft,2020-10-01,103.61,39.91,12.07,Delft,NL,NL33,NL333,103659
NL_GM0503,Delft,2021-01-01,115.12,38.65,12.51,Delft,NL,NL33,NL333,103659
NL_GM0503,Delft,2021-04-01,132.27,40.65,13.72,Delft,NL,NL33,NL333,103659
NL_GM0503,Delft,2021-07-01,133.59,40.62,12.49,Delft,NL,NL33,NL333,103659
NL_GM0503,Delft,2021-10-01,135.64,46.92,11.15,Delft,NL,NL33,NL333,103659
NL_GM0503,Delft,2022-01-01,140.7,53.95,11.04,Delft,NL,NL33,NL333,103659
NL_GM0505,Dordrecht,2019-01-01,92.53,59.6,11.45,Dordrecht,NL,NL33,NL33A,119300
NL_GM0505,Dordrecht,2019-04-01,105.09,67.79,10.64,Dordrecht,NL,NL33,NL33A,119300
NL_GM0505,Dordrecht,2019-07-01,92.1,73.56,9.51,Dordrecht,NL,NL33,NL33A,119300
NL_GM0505,Dordrecht,2019-10-01,109.82,83.14,7.9,Dordrecht,NL,NL33,NL33A,119300
NL_GM0505,Dordrecht,2020-01-01,114.7,91.29,8.41,Dordrecht,NL,NL33,NL33A,119300
NL_GM0505,Dordrecht,2020-04-01,119.29,94.05,7.63,Dordrecht,NL,NL33,NL33A,119300
NL_GM0505,Dordrecht,2020-07-01,120.13,101,7.72,Dordrecht,NL,NL33,NL33A,119300
NL_GM0505,Dordrecht,2020-10-01,124.98,102.48,7.63,Dordrecht,NL,NL33,NL33A,119300
NL_GM0505,Dordrecht,2021-01-01,130.3,108.56,7.58,Dordrecht,NL,NL33,NL33A,119300
NL_GM0505,Dordrecht,2021-04-01,135.15,106.72,9.05,Dordrecht,NL,NL33,NL33A,119300
NL_GM0505,Dordrecht,2021-07-01,150.01,93,8.6,Dordrecht,NL,NL33,NL33A,119300
NL_GM0505,Dordrecht,2021-10-01,155.57,106.93,9.3,Dordrecht,NL,NL33,NL33A,119300
NL_GM0505,Dordrecht,2022-01-01,146.24,109.91,8.1,Dordrecht,NL,NL33,NL33A,119300
NL_GM0518,'s-Gravenhage,2019-01-01,82.72,29.26,14.12,'s-Gravenhage,NL,NL33,NL332,545163
NL_GM0518,'s-Gravenhage,2019-04-01,95.93,29.82,13.7,'s-Gravenhage,NL,NL33,NL332,545163
NL_GM0518,'s-Gravenhage,2019-07-01,95.16,31.94,12.15,'s-Gravenhage,NL,NL33,NL332,545163
NL_GM0518,'s-Gravenhage,2019-10-01,98.84,38.23,11.26,'s-Gravenhage,NL,NL33,NL332,545163
NL_GM0518,'s-Gravenhage,2020-01-01,104.05,42.56,11.68,'s-Gravenhage,NL,NL33,NL332,545163
NL_GM0518,'s-Gravenhage,2020-04-01,110.73,52.05,11.61,'s-Gravenhage,NL,NL33,NL332,545163
NL_GM0518,'s-Gravenhage,2020-07-01,112.88,55.7,10.95,'s-Gravenhage,NL,NL33,NL332,545163
NL_GM0518,'s-Gravenhage,2020-10-01,119.56,59.63,10.84,'s-Gravenhage,NL,NL33,NL332,545163
NL_GM0518,'s-Gravenhage,2021-01-01,129.29,67.24,11.02,'s-Gravenhage,NL,NL33,NL332,545163
NL_GM0518,'s-Gravenhage,2021-04-01,145.17,65.7,11.37,'s-Gravenhage,NL,NL33,NL332,545163
NL_GM0518,'s-Gravenhage,2021-07-01,146.27,69.59,11.17,'s-Gravenhage,NL,NL33,NL332,545163
NL_GM0518,'s-Gravenhage,2021-10-01,151.78,70.53,11.1,'s-Gravenhage,NL,NL33,NL332,545163
NL_GM0518,'s-Gravenhage,2022-01-01,158.9,76.31,10.53,'s-Gravenhage,NL,NL33,NL332,545163
NL_GM0546,Leiden,2019-01-01,83.34,27.53,12.49,Leiden,NL,NL33,NL337,125174
NL_GM0546,Leiden,2019-04-01,99.44,28.34,13.73,Leiden,NL,NL33,NL337,125174
NL_GM0546,Leiden,2019-07-01,93.44,29.32,12.88,Leiden,NL,NL33,NL337,125174
NL_GM0546,Leiden,2019-10-01,95.51,32.29,11.42,Leiden,NL,NL33,NL337,125174
NL_GM0546,Leiden,2020-01-01,97.81,32.02,11.9,Leiden,NL,NL33,NL337,125174
NL_GM0546,Leiden,2020-04-01,98.36,36.19,11.74,Leiden,NL,NL33,NL337,125174
NL_GM0546,Leiden,2020-07-01,98.35,35.34,11.69,Leiden,NL,NL33,NL337,125174
NL_GM0546,Leiden,2020-10-01,103.82,38.35,11.33,Leiden,NL,NL33,NL337,125174
NL_GM0546,Leiden,2021-01-01,110.57,38.25,12.22,Leiden,NL,NL33,NL337,125174
NL_GM0546,Leiden,2021-04-01,132.76,38.31,11.94,Leiden,NL,NL33,NL337,125174
NL_GM0546,Leiden,2021-07-01,142.33,40.59,12.05,Leiden,NL,NL33,NL337,125174
NL_GM0546,Leiden,2021-10-01,140.81,44.26,13.29,Leiden,NL,NL33,NL337,125174
NL_GM0546,Leiden,2022-01-01,151.2,44.63,11.86,Leiden,NL,NL33,NL337,125174
NL_GM0599,Rotterdam,2019-01-01,78.38,25.06,13.84,Rotterdam,NL,NL33,NL33C,651376
NL_GM0599,Rotterdam,2019-04-01,95.09,26.86,14.98,Rotterdam,NL,NL33,NL33C,651376
NL_GM0599,Rotterdam,2019-07-01,94.97,28.21,13.44,Rotterdam,NL,NL33,NL33C,651376
NL_GM0599,Rotterdam,2019-10-01,94.44,30.08,12.11,Rotterdam,NL,NL33,NL33C,651376
NL_GM0599,Rotterdam,2020-01-01,96.91,31.65,11.76,Rotterdam,NL,NL33,NL33C,651376
NL_GM0599,Rotterdam,2020-04-01,99.16,32.5,12.49,Rotterdam,NL,NL33,NL33C,651376
NL_GM0599,Rotterdam,2020-07-01,106.29,33.55,12.21,Rotterdam,NL,NL33,NL33C,651376
NL_GM0599,Rotterdam,2020-10-01,115.21,35.36,12.55,Rotterdam,NL,NL33,NL33C,651376
NL_GM0599,Rotterdam,2021-01-01,120.71,38.34,12.58,Rotterdam,NL,NL33,NL33C,651376
NL_GM0599,Rotterdam,2021-04-01,140.67,37.14,12.81,Rotterdam,NL,NL33,NL33C,651376
NL_GM0599,Rotterdam,2021-07-01,138,35.81,12.71,Rotterdam,NL,NL33,NL33C,651376
NL_GM0599,Rotterdam,2021-10-01,144.35,41.61,13.11,Rotterdam,NL,NL33,NL33C,651376
NL_GM0599,Rotterdam,2022-01-01,146.22,48.41,12.09,Rotterdam,NL,NL33,NL33C,651376
NL_GM0637,Zoetermeer,2019-01-01,91.56,29.83,13.62,Zoetermeer,NL,NL33,NL332,125283
NL_GM0637,Zoetermeer,2019-04-01,107.71,31.82,14.1,Zoetermeer,NL,NL33,NL332,125283
NL_GM0637,Zoetermeer,2019-07-01,106.04,34.07,11.85,Zoetermeer,NL,NL33,NL332,125283
NL_GM0637,Zoetermeer,2019-10-01,106.35,40.93,10.89,Zoetermeer,NL,NL33,NL332,125283
NL_GM0637,Zoetermeer,2020-01-01,107.88,45.98,10.59,Zoetermeer,NL,NL33,NL332,125283
NL_GM0637,Zoetermeer,2020-04-01,109.9,48.06,11.15,Zoetermeer,NL,NL33,NL332,125283
NL_GM0637,Zoetermeer,2020-07-01,114.57,52.61,12.5,Zoetermeer,NL,NL33,NL332,125283
NL_GM0637,Zoetermeer,2020-10-01,118.63,51.38,10.99,Zoetermeer,NL,NL33,NL332,125283
NL_GM0637,Zoetermeer,2021-01-01,134.11,56.27,11.15,Zoetermeer,NL,NL33,NL332,125283
NL_GM0637,Zoetermeer,2021-04-01,154.5,51.51,11.86,Zoetermeer,NL,NL33,NL332,125283
NL_GM0637,Zoetermeer,2021-07-01,153.98,54.09,11.33,Zoetermeer,NL,NL33,NL332,125283
NL_GM0637,Zoetermeer,2021-10-01,158.28,56.52,11.36,Zoetermeer,NL,NL33,NL332,125283
NL_GM0637,Zoetermeer,2022-01-01,160.26,66.81,10.89,Zoetermeer,NL,NL33,NL332,125283
NL_GM0758,Breda,2019-01-01,83.54,22.3,14.22,Breda,NL,NL41,NL411,184271
NL_GM0758,Breda,2019-04-01,100.41,24.36,14.23,Breda,NL,NL41,NL411,184271
NL_GM0758,Breda,2019-07-01,94.7,27.81,13.72,Breda,NL,NL41,NL411,184271
NL_GM0758,Breda,2019-10-01,97.17,29.53,11.96,Breda,NL,NL41,NL411,184271
NL_GM0758,Breda,2020-01-01,94.77,28.8,12.77,Breda,NL,NL41,NL411,184271
NL_GM0758,Breda,2020-04-01,94.3,34.89,12.92,Breda,NL,NL41,NL411,184271
NL_GM0758,Breda,2020-07-01,97.25,40.88,12.36,Breda,NL,NL41,NL411,184271
NL_GM0758,Breda,2020-10-01,108.03,52.11,13.82,Breda,NL,NL41,NL411,184271
NL_GM0758,Breda,2021-01-01,116.27,49.62,11.98,Breda,NL,NL41,NL411,184271
NL_GM0758,Breda,2021-04-01,139.39,48.24,12.77,Breda,NL,NL41,NL411,184271
NL_GM0758,Breda,2021-07-01,145.61,55.39,12.27,Breda,NL,NL41,NL411,184271
NL_GM0758,Breda,2021-10-01,158.8,62.43,12.77,Breda,NL,NL41,NL411,184271
NL_GM0758,Breda,2022-01-01,159.53,78.21,11.71,Breda,NL,NL41,NL411,184271
NL_GM0772,Eindhoven,2019-01-01,91.46,61.78,11.04,Eindhoven,NL,NL41,NL414,234456
NL_GM0772,Eindhoven,2019-04-01,97.33,62,11.1,Eindhoven,NL,NL41,NL414,234456
NL_GM0772,Eindhoven,2019-07-01,101.8,70.31,10.88,Eindhoven,NL,NL41,NL414,234456
NL_GM0772,Eindhoven,2019-10-01,105.18,80.76,9.88,Eindhoven,NL,NL41,NL414,234456
NL_GM0772,Eindhoven,2020-01-01,111.14,87.65,9.54,Eindhoven,NL,NL41,NL414,234456
NL_GM0772,Eindhoven,2020-04-01,113.16,94.96,10.04,Eindhoven,NL,NL41,NL414,234456
NL_GM0772,Eindhoven,2020-07-01,110.52,99.34,10.04,Eindhoven,NL,NL41,NL414,234456
NL_GM0772,Eindhoven,2020-10-01,122.71,104.11,9.2,Eindhoven,NL,NL41,NL414,234456
NL_GM0772,Eindhoven,2021-01-01,130.5,107.35,9.15,Eindhoven,NL,NL41,NL414,234456
NL_GM0772,Eindhoven,2021-04-01,147.22,102.92,9.62,Eindhoven,NL,NL41,NL414,234456
NL_GM0772,Eindhoven,2021-07-01,148.68,117.56,9.68,Eindhoven,NL,NL41,NL414,234456
NL_GM0772,Eindhoven,2021-10-01,161.92,134.21,9.42,Eindhoven,NL,NL41,NL414,234456
NL_GM0772,Eindhoven,2022-01-01,167.09,145.02,9.1,Eindhoven,NL,NL41,NL414,234456
NL_GM0796,'s-Hertogenbosch,2019-01-01,90.35,33.08,12.27,'s-Hertogenbosch,NL,NL41,NL413,155113
NL_GM0796,'s-Hertogenbosch,2019-04-01,97.37,29.76,13.12,'s-Hertogenbosch,NL,NL41,NL413,155113
NL_GM0796,'s-Hertogenbosch,2019-07-01,95.63,32.29,12.37,'s-Hertogenbosch,NL,NL41,NL413,155113
NL_GM0796,'s-Hertogenbosch,2019-10-01,99.79,37.8,11.7,'s-Hertogenbosch,NL,NL41,NL413,155113
NL_GM0796,'s-Hertogenbosch,2020-01-01,99.85,37.94,11.87,'s-Hertogenbosch,NL,NL41,NL413,155113
NL_GM0796,'s-Hertogenbosch,2020-04-01,106.16,40.52,12.98,'s-Hertogenbosch,NL,NL41,NL413,155113
NL_GM0796,'s-Hertogenbosch,2020-07-01,103.33,44.41,12.07,'s-Hertogenbosch,NL,NL41,NL413,155113
NL_GM0796,'s-Hertogenbosch,2020-10-01,112.17,53.97,11.76,'s-Hertogenbosch,NL,NL41,NL413,155113
NL_GM0796,'s-Hertogenbosch,2021-01-01,121.57,57.76,12.07,'s-Hertogenbosch,NL,NL41,NL413,155113
NL_GM0796,'s-Hertogenbosch,2021-04-01,138.34,57.23,12.52,'s-Hertogenbosch,NL,NL41,NL413,155113
NL_GM0796,'s-Hertogenbosch,2021-07-01,141.42,69.54,12.37,'s-Hertogenbosch,NL,NL41,NL413,155113
NL_GM0796,'s-Hertogenbosch,2021-10-01,156.73,86.65,11.56,'s-Hertogenbosch,NL,NL41,NL413,155113
