id,name,quarter,avg_d,avg_u,avg_l,lau_name,country,nuts_2,nuts_3,population
AL_AL121,Durrës,2019-01-01,11.48,6.76,18.22,Durrës,AL,AL01,AL012,175110
AL_AL121,Durrës,2019-04-01,12.88,6.86,23.03,Durrës,AL,AL01,AL012,175110
AL_AL121,Durrës,2019-07-01,13.52,6.8,22.71,Durrës,AL,AL01,AL012,175110
AL_AL121,Durrës,2019-10-01,14.85,6.6,18.45,Durrës,AL,AL01,AL012,175110
AL_AL121,Durrës,2020-01-01,15.86,9.89,18.31,Durrës,AL,AL01,AL012,175110
AL_AL121,Durrës,2020-04-01,16.8,14.16,17.79,Durrës,AL,AL01,AL012,175110
AL_AL121,Durrës,2020-07-01,18.75,14.06,14.86,Durrës,AL,AL01,AL012,175110
AL_AL121,Durrës,2020-10-01,19.92,12.51,15.79,Durrës,AL,AL01,AL012,175110
AL_AL121,Durrës,2021-01-01,24.69,14.51,11.68,Durrës,AL,AL01,AL012,175110
AL_AL121,Durrës,2021-04-01,29.58,17.14,10.77,Durrës,AL,AL01,AL012,175110
AL_AL121,Durrës,2021-07-01,31.2,16.47,11.13,Durrës,AL,AL01,AL012,175110
AL_AL121,Durrës,2021-10-01,31.77,14.65,11.37,Durrës,AL,AL01,AL012,175110
AL_AL121,Durrës,2022-01-01,33.57,15.02,10.91,Durrës,AL,AL01,AL012,175110
AL_AL154,Shkodër,2019-01-01,19.21,10.14,21.69,Shkodër,AL,AL01,AL015,135612
AL_AL154,Shkodër,2019-04-01,20.68,11.17,27.59,Shkodër,AL,AL01,AL015,135612
AL_AL154,Shkodër,2019-07-01,21.31,10.45,24.1,Shkodër,AL,AL01,AL015,135612
AL_AL154,Shkodër,2019-10-01,23.74,13.18,18.63,Shkodër,AL,AL01,AL015,135612
AL_AL154,Shkodër,2020-01-01,24.93,13.81,17.51,Shkodër,AL,AL01,AL015,135612
AL_AL154,Shkodër,2020-04-01,24.73,12.18,16.66,Shkodër,AL,AL01,AL015,135612
AL_AL154,Shkodër,2020-07-01,27.16,15.24,14.41,Shkodër,AL,AL01,AL015,135612
AL_AL154,Shkodër,2020-10-01,32.18,17.38,14.23,Shkodër,AL,AL01,AL015,135612
AL_AL154,Shkodër,2021-01-01,35.71,19.87,13.03,Shkodër,AL,AL01,AL015,135612
AL_AL154,Shkodër,2021-04-01,39.02,19.72,14.56,Shkodër,AL,AL01,AL015,135612
AL_AL154,Shkodër,2021-07-01,34.92,18.09,14.74,Shkodër,AL,AL01,AL015,135612
AL_AL154,Shkodër,2021-10-01,40.36,20.1,13.82,Shkodër,AL,AL01,AL015,135612
AL_AL154,Shkodër,2022-01-01,49.25,26.43,10.23,Shkodër,AL,AL01,AL015,135612
AL_AL213,Elbasan,2019-01-01,11.32,6.3,18.4,Elbasan,AL,AL02,AL021,141714
AL_AL213,Elbasan,2019-04-01,11.06,5.72,21.28,Elbasan,AL,AL02,AL021,141714
AL_AL213,Elbasan,2019-07-01,12.27,6.43,29.47,Elbasan,AL,AL02,AL021,141714
AL_AL213,Elbasan,2019-10-01,13.05,6.71,20.16,Elbasan,AL,AL02,AL021,141714
AL_AL213,Elbasan,2020-01-01,12.74,6.22,23.86,Elbasan,AL,AL02,AL021,141714
AL_AL213,Elbasan,2020-04-01,15.03,6.47,19.15,Elbasan,AL,AL02,AL021,141714
AL_AL213,Elbasan,2020-07-01,17.95,7.71,16.46,Elbasan,AL,AL02,AL021,141714
AL_AL213,Elbasan,2020-10-01,20.48,8.98,19.43,Elbasan,AL,AL02,AL021,141714
AL_AL213,Elbasan,2021-01-01,19.99,10.89,16.53,Elbasan,AL,AL02,AL021,141714
AL_AL213,Elbasan,2021-04-01,27.15,11.25,10.32,Elbasan,AL,AL02,AL021,141714
AL_AL213,Elbasan,2021-07-01,28.22,10.83,11.88,Elbasan,AL,AL02,AL021,141714
AL_AL213,Elbasan,2021-10-01,28.72,13.6,13.78,Elbasan,AL,AL02,AL021,141714
AL_AL213,Elbasan,2022-01-01,29.02,15.24,13.95,Elbasan,AL,AL02,AL021,141714
AL_AL221,Kamëz,2019-01-01,13.41,7.44,18.32,Kamëz,AL,AL02,AL022,104190
AL_AL221,Kamëz,2019-04-01,17.32,8.5,18.57,Kamëz,AL,AL02,AL022,104190
AL_AL221,Kamëz,2019-07-01,19.2,9.28,14.13,Kamëz,AL,AL02,AL022,104190
AL_AL221,Kamëz,2019-10-01,20.65,11.87,14.12,Kamëz,AL,AL02,AL022,104190
AL_AL221,Kamëz,2020-01-01,20.24,11.99,14.11,Kamëz,AL,AL02,AL022,104190
AL_AL221,Kamëz,2020-04-01,23.62,14.46,11.63,Kamëz,AL,AL02,AL022,104190
AL_AL221,Kamëz,2020-07-01,24.96,14.86,9.92,Kamëz,AL,AL02,AL022,104190
AL_AL221,Kamëz,2020-10-01,27.94,15.43,9.21,Kamëz,AL,AL02,AL022,104190
AL_AL221,Kamëz,2021-01-01,29.53,15.19,9.09,Kamëz,AL,AL02,AL022,104190
AL_AL221,Kamëz,2021-04-01,36.03,21.06,7.97,Kamëz,AL,AL02,AL022,104190
AL_AL221,Kamëz,2021-07-01,34.99,19.86,6.94,Kamëz,AL,AL02,AL022,104190
AL_AL221,Kamëz,2021-10-01,36.88,18.77,9.25,Kamëz,AL,AL02,AL022,104190
AL_AL221,Kamëz,2022-01-01,40.85,22.18,9.04,Kamëz,AL,AL02,AL022,104190
AL_AL224,Tiranë,2019-01-01,20.03,8.17,25.7,Tiranë,AL,AL02,AL022,557422
AL_AL224,Tiranë,2019-04-01,22.01,8.57,23.32,Tiranë,AL,AL02,AL022,557422
AL_AL224,Tiranë,2019-07-01,22.91,9.09,21.78,Tiranë,AL,AL02,AL022,557422
AL_AL224,Tiranë,2019-10-01,24.85,10.06,19.81,Tiranë,AL,AL02,AL022,557422
AL_AL224,Tiranë,2020-01-01,25.24,9.98,18.27,Tiranë,AL,AL02,AL022,557422
AL_AL224,Tiranë,2020-04-01,25.55,9.54,19.08,Tiranë,AL,AL02,AL022,557422
AL_AL224,Tiranë,2020-07-01,29.49,10.72,14.5,Tiranë,AL,AL02,AL022,557422
AL_AL224,Tiranë,2020-10-01,32.53,10.95,15.65,Tiranë,AL,AL02,AL022,557422
AL_AL224,Tiranë,2021-01-01,38.06,12.65,14.23,Tiranë,AL,AL02,AL022,557422
AL_AL224,Tiranë,2021-04-01,43.82,13.34,13.99,Tiranë,AL,AL02,AL022,557422
AL_AL224,Tiranë,2021-07-01,45.81,13.88,14.65,Tiranë,AL,AL02,AL022,557422
AL_AL224,Tiranë,2021-10-01,49.99,14.94,14.77,Tiranë,AL,AL02,AL022,557422
AL_AL224,Tiranë,2022-01-01,56.19,18.37,12.7,Tiranë,AL,AL02,AL022,557422
AL_AL322,Fier,2019-01-01,9.76,3.85,20.51,Fier,AL,AL03,AL032,120655
AL_AL322,Fier,2019-04-01,10.64,4.81,21.99,Fier,AL,AL03,AL032,120655
AL_AL322,Fier,2019-07-01,10.25,5.12,36.15,Fier,AL,AL03,AL032,120655
AL_AL322,Fier,2019-10-01,10.84,5.11,18.36,Fier,AL,AL03,AL032,120655
AL_AL322,Fier,2020-01-01,11.28,6.69,24.14,Fier,AL,AL03,AL032,120655
AL_AL322,Fier,2020-04-01,13.47,7.32,16.84,Fier,AL,AL03,AL032,120655
AL_AL322,Fier,2020-07-01,17.03,8.84,16.26,Fier,AL,AL03,AL032,120655
AL_AL322,Fier,2020-10-01,18.15,9.96,16.95,Fier,AL,AL03,AL032,120655
AL_AL322,Fier,2021-01-01,23.86,13.38,14.87,Fier,AL,AL03,AL032,120655
AL_AL322,Fier,2021-04-01,29.26,13.89,13.04,Fier,AL,AL03,AL032,120655
AL_AL322,Fier,2021-07-01,30.07,17.13,13.42,Fier,AL,AL03,AL032,120655
AL_AL322,Fier,2021-10-01,30.11,15.47,12.17,Fier,AL,AL03,AL032,120655
AL_AL322,Fier,2022-01-01,32.09,15.73,12.4,Fier,AL,AL03,AL032,120655
AL_AL357,Vlorë,2019-01-01,25.68,14.33,24.4,Vlorë,AL,AL03,AL035,104827
AL_AL357,Vlorë,2019-04-01,20.32,9.1,23.91,Vlorë,AL,AL03,AL035,104827
AL_AL357,Vlorë,2019-07-01,20.82,9.13,25.84,Vlorë,AL,AL03,AL035,104827
AL_AL357,Vlorë,2019-10-01,18.31,7.23,31.61,Vlorë,AL,AL03,AL035,104827
AL_AL357,Vlorë,2020-01-01,19.63,8,21.39,Vlorë,AL,AL03,AL035,104827
AL_AL357,Vlorë,2020-04-01,19.77,7.23,24.37,Vlorë,AL,AL03,AL035,104827
AL_AL357,Vlorë,2020-07-01,23.18,8.56,16.96,Vlorë,AL,AL03,AL035,104827
AL_AL357,Vlorë,2020-10-01,26.7,6.85,16.8,Vlorë,AL,AL03,AL035,104827
AL_AL357,Vlorë,2021-01-01,32.61,10.23,15.23,Vlorë,AL,AL03,AL035,104827
AL_AL357,Vlorë,2021-04-01,34.61,9.21,13.93,Vlorë,AL,AL03,AL035,104827
AL_AL357,Vlorë,2021-07-01,33.84,10.01,12.64,Vlorë,AL,AL03,AL035,104827
AL_AL357,Vlorë,2021-10-01,37.78,8.58,13.36,Vlorë,AL,AL03,AL035,104827
AL_AL357,Vlorë,2022-01-01,43.74,8.63,13.75,Vlorë,AL,AL03,AL035,104827
AT_20101,Klagenfurt am Wörthersee,2019-01-01,44.28,11.55,27.93,Klagenfurt am Wörthersee,AT,AT21,AT211,101300
AT_20101,Klagenfurt am Wörthersee,2019-04-01,45.99,13.13,28.81,Klagenfurt am Wörthersee,AT,AT21,AT211,101300
AT_20101,Klagenfurt am Wörthersee,2019-07-01,39.39,13.33,22.79,Klagenfurt am Wörthersee,AT,AT21,AT211,101300
AT_20101,Klagenfurt am Wörthersee,2019-10-01,55.4,14.86,23.17,Klagenfurt am Wörthersee,AT,AT21,AT211,101300
AT_20101,Klagenfurt am Wörthersee,2020-01-01,54.02,13.59,22.64,Klagenfurt am Wörthersee,AT,AT21,AT211,101300
AT_20101,Klagenfurt am Wörthersee,2020-04-01,59.13,14.74,22.47,Klagenfurt am Wörthersee,AT,AT21,AT211,101300
AT_20101,Klagenfurt am Wörthersee,2020-07-01,68.79,16.87,20.89,Klagenfurt am Wörthersee,AT,AT21,AT211,101300
AT_20101,Klagenfurt am Wörthersee,2020-10-01,72.99,18.28,19.44,Klagenfurt am Wörthersee,AT,AT21,AT211,101300
AT_20101,Klagenfurt am Wörthersee,2021-01-01,73.67,18.36,18.28,Klagenfurt am Wörthersee,AT,AT21,AT211,101300
AT_20101,Klagenfurt am Wörthersee,2021-04-01,90.24,21.47,19.48,Klagenfurt am Wörthersee,AT,AT21,AT211,101300
AT_20101,Klagenfurt am Wörthersee,2021-07-01,89.49,21.63,17.8,Klagenfurt am Wörthersee,AT,AT21,AT211,101300
AT_20101,Klagenfurt am Wörthersee,2021-10-01,93.02,22.36,17.25,Klagenfurt am Wörthersee,AT,AT21,AT211,101300
AT_20101,Klagenfurt am Wörthersee,2022-01-01,95.52,22.58,17.48,Klagenfurt am Wörthersee,AT,AT21,AT211,101300
AT_40101,Linz,2019-01-01,50.1,11.94,21.26,Linz,AT,AT31,AT312,206595
AT_40101,Linz,2019-04-01,49.87,12.13,20.61,Linz,AT,AT31,AT312,206595
AT_40101,Linz,2019-07-01,56.35,12.87,14.79,Linz,AT,AT31,AT312,206595
AT_40101,Linz,2019-10-01,56.61,12.92,13.5,Linz,AT,AT31,AT312,206595
AT_40101,Linz,2020-01-01,56.77,12.53,13.56,Linz,AT,AT31,AT312,206595
AT_40101,Linz,2020-04-01,64.87,12.51,12.99,Linz,AT,AT31,AT312,206595
AT_40101,Linz,2020-07-01,64.65,13.51,13.39,Linz,AT,AT31,AT312,206595
AT_40101,Linz,2020-10-01,67.82,13.02,13.15,Linz,AT,AT31,AT312,206595
AT_40101,Linz,2021-01-01,72.24,13.55,12.25,Linz,AT,AT31,AT312,206595
AT_40101,Linz,2021-04-01,74.06,13.94,13.03,Linz,AT,AT31,AT312,206595
AT_40101,Linz,2021-07-01,80.25,15.76,13.64,Linz,AT,AT31,AT312,206595
AT_40101,Linz,2021-10-01,81.63,15.45,13.74,Linz,AT,AT31,AT312,206595
AT_40101,Linz,2022-01-01,78.03,15.18,14.31,Linz,AT,AT31,AT312,206595
AT_50101,Salzburg,2019-01-01,26.01,11.35,29.05,Salzburg,AT,AT32,AT323,155021
AT_50101,Salzburg,2019-04-01,27.96,12.05,29,Salzburg,AT,AT32,AT323,155021
AT_50101,Salzburg,2019-07-01,30.51,11.78,25.16,Salzburg,AT,AT32,AT323,155021
AT_50101,Salzburg,2019-10-01,36.01,12.9,19.54,Salzburg,AT,AT32,AT323,155021
AT_50101,Salzburg,2020-01-01,40.24,13.17,17.81,Salzburg,AT,AT32,AT323,155021
AT_50101,Salzburg,2020-04-01,41.43,12.03,19.22,Salzburg,AT,AT32,AT323,155021
AT_50101,Salzburg,2020-07-01,42.32,13.49,17.31,Salzburg,AT,AT32,AT323,155021
AT_50101,Salzburg,2020-10-01,45.33,12.26,17.08,Salzburg,AT,AT32,AT323,155021
AT_50101,Salzburg,2021-01-01,50.5,13.18,16.48,Salzburg,AT,AT32,AT323,155021
AT_50101,Salzburg,2021-04-01,54.01,14.02,15.47,Salzburg,AT,AT32,AT323,155021
AT_50101,Salzburg,2021-07-01,57.09,18.28,14.29,Salzburg,AT,AT32,AT323,155021
AT_50101,Salzburg,2021-10-01,63.28,16.38,14.93,Salzburg,AT,AT32,AT323,155021
AT_50101,Salzburg,2022-01-01,66.45,17.1,13.75,Salzburg,AT,AT32,AT323,155021
AT_60101,Graz,2019-01-01,40.02,11.18,31.71,Graz,AT,AT22,AT221,291072
AT_60101,Graz,2019-04-01,44.58,12.19,27.59,Graz,AT,AT22,AT221,291072
AT_60101,Graz,2019-07-01,41.96,12.76,21.42,Graz,AT,AT22,AT221,291072
AT_60101,Graz,2019-10-01,53.35,13.63,21.55,Graz,AT,AT22,AT221,291072
AT_60101,Graz,2020-01-01,55.95,13.7,18.71,Graz,AT,AT22,AT221,291072
AT_60101,Graz,2020-04-01,56.2,14.87,17.56,Graz,AT,AT22,AT221,291072
AT_60101,Graz,2020-07-01,68,16.42,16.7,Graz,AT,AT22,AT221,291072
AT_60101,Graz,2020-10-01,72.53,18.25,15.97,Graz,AT,AT22,AT221,291072
AT_60101,Graz,2021-01-01,80.52,19.61,15.42,Graz,AT,AT22,AT221,291072
AT_60101,Graz,2021-04-01,88.46,20.78,15.66,Graz,AT,AT22,AT221,291072
AT_60101,Graz,2021-07-01,85.62,21.64,15.42,Graz,AT,AT22,AT221,291072
AT_60101,Graz,2021-10-01,90.13,21.38,15.5,Graz,AT,AT22,AT221,291072
AT_60101,Graz,2022-01-01,96.59,22.6,15.3,Graz,AT,AT22,AT221,291072
AT_70101,Innsbruck,2019-01-01,47.01,10.78,40.7,Innsbruck,AT,AT33,AT332,131961
AT_70101,Innsbruck,2019-04-01,57.83,12,31.99,Innsbruck,AT,AT33,AT332,131961
AT_70101,Innsbruck,2019-07-01,47.41,11.41,31.65,Innsbruck,AT,AT33,AT332,131961
AT_70101,Innsbruck,2019-10-01,62.61,14.13,24.36,Innsbruck,AT,AT33,AT332,131961
AT_70101,Innsbruck,2020-01-01,61.66,13.73,24.09,Innsbruck,AT,AT33,AT332,131961
AT_70101,Innsbruck,2020-04-01,57.23,14.62,23.72,Innsbruck,AT,AT33,AT332,131961
AT_70101,Innsbruck,2020-07-01,70.74,17.66,22.91,Innsbruck,AT,AT33,AT332,131961
AT_70101,Innsbruck,2020-10-01,84.27,19.87,22.61,Innsbruck,AT,AT33,AT332,131961
AT_70101,Innsbruck,2021-01-01,89.74,21.06,23.72,Innsbruck,AT,AT33,AT332,131961
AT_70101,Innsbruck,2021-04-01,107.87,23.15,22.1,Innsbruck,AT,AT33,AT332,131961
AT_70101,Innsbruck,2021-07-01,111.96,23.37,21.83,Innsbruck,AT,AT33,AT332,131961
AT_70101,Innsbruck,2021-10-01,118.4,24.01,23.73,Innsbruck,AT,AT33,AT332,131961
AT_70101,Innsbruck,2022-01-01,113.35,24.04,20.63,Innsbruck,AT,AT33,AT332,131961
AT_90001,Wien,2019-01-01,50.48,12.78,22.08,Wien,AT,AT13,AT130,1911191
AT_90001,Wien,2019-04-01,58.24,14.08,20.66,Wien,AT,AT13,AT130,1911191
AT_90001,Wien,2019-07-01,53.34,15.62,15.98,Wien,AT,AT13,AT130,1911191
AT_90001,Wien,2019-10-01,67.37,15.93,14.11,Wien,AT,AT13,AT130,1911191
AT_90001,Wien,2020-01-01,69.41,15.79,12.81,Wien,AT,AT13,AT130,1911191
AT_90001,Wien,2020-04-01,67.91,16.4,12.05,Wien,AT,AT13,AT130,1911191
AT_90001,Wien,2020-07-01,81.43,19.02,10.86,Wien,AT,AT13,AT130,1911191
AT_90001,Wien,2020-10-01,88.93,22.01,11.24,Wien,AT,AT13,AT130,1911191
AT_90001,Wien,2021-01-01,96.12,24.38,10.89,Wien,AT,AT13,AT130,1911191
AT_90001,Wien,2021-04-01,111.12,25.86,11.2,Wien,AT,AT13,AT130,1911191
AT_90001,Wien,2021-07-01,112.49,26.48,11.57,Wien,AT,AT13,AT130,1911191
AT_90001,Wien,2021-10-01,117.65,27.5,11.2,Wien,AT,AT13,AT130,1911191
AT_90001,Wien,2022-01-01,125.72,28.27,11.07,Wien,AT,AT13,AT130,1911191
BE_11002,Antwerpen / Anvers,2019-01-01,68.33,15.72,20.16,Antwerpen / Anvers,BE,BE21,BE211,530944
BE_11002,Antwerpen / Anvers,2019-04-01,68.33,14.78,14.86,Antwerpen / Anvers,BE,BE21,BE211,530944
BE_11002,Antwerpen / Anvers,2019-07-01,75.1,15.51,14.17,Antwerpen / Anvers,BE,BE21,BE211,530944
BE_11002,Antwerpen / Anvers,2019-10-01,91.37,16.75,12.89,Antwerpen / Anvers,BE,BE21,BE211,530944
BE_11002,Antwerpen / Anvers,2020-01-01,91.21,16,12.74,Antwerpen / Anvers,BE,BE21,BE211,530944
BE_11002,Antwerpen / Anvers,2020-04-01,97.85,17.88,12.54,Antwerpen / Anvers,BE,BE21,BE211,530944
BE_11002,Antwerpen / Anvers,2020-07-01,97.45,18.13,12.86,Antwerpen / Anvers,BE,BE21,BE211,530944
BE_11002,Antwerpen / Anvers,2020-10-01,107.66,18.76,12.22,Antwerpen / Anvers,BE,BE21,BE211,530944
BE_11002,Antwerpen / Anvers,2021-01-01,112.41,19.11,11.85,Antwerpen / Anvers,BE,BE21,BE211,530944
BE_11002,Antwerpen / Anvers,2021-04-01,129.08,21.02,12.34,Antwerpen / Anvers,BE,BE21,BE211,530944
BE_11002,Antwerpen / Anvers,2021-07-01,131.21,22.01,12.62,Antwerpen / Anvers,BE,BE21,BE211,530944
BE_11002,Antwerpen / Anvers,2021-10-01,135.68,23.32,12.57,Antwerpen / Anvers,BE,BE21,BE211,530944
BE_11002,Antwerpen / Anvers,2022-01-01,140.87,25.34,12.18,Antwerpen / Anvers,BE,BE21,BE211,530944
BE_21001,Anderlecht,2019-01-01,52.21,12.67,17.65,Anderlecht,BE,BE10,BE100,121546
BE_21001,Anderlecht,2019-04-01,58.4,12.61,22.15,Anderlecht,BE,BE10,BE100,121546
BE_21001,Anderlecht,2019-07-01,60.51,13.4,21.1,Anderlecht,BE,BE10,BE100,121546
BE_21001,Anderlecht,2019-10-01,69.96,14.16,18.49,Anderlecht,BE,BE10,BE100,121546
BE_21001,Anderlecht,2020-01-01,74.36,13.76,17.23,Anderlecht,BE,BE10,BE100,121546
BE_21001,Anderlecht,2020-04-01,78.45,15.5,12.52,Anderlecht,BE,BE10,BE100,121546
BE_21001,Anderlecht,2020-07-01,81.36,16.71,15.49,Anderlecht,BE,BE10,BE100,121546
BE_21001,Anderlecht,2020-10-01,87.52,16.67,13.4,Anderlecht,BE,BE10,BE100,121546
BE_21001,Anderlecht,2021-01-01,90.06,16.92,12.6,Anderlecht,BE,BE10,BE100,121546
BE_21001,Anderlecht,2021-04-01,107.37,18.09,12.5,Anderlecht,BE,BE10,BE100,121546
BE_21001,Anderlecht,2021-07-01,110.73,19.68,13.08,Anderlecht,BE,BE10,BE100,121546
BE_21001,Anderlecht,2021-10-01,122.19,21.49,14.17,Anderlecht,BE,BE10,BE100,121546
BE_21001,Anderlecht,2022-01-01,144.49,29.79,12.17,Anderlecht,BE,BE10,BE100,121546
BE_21004,Bruxelles / Brussel,2019-01-01,52.24,17.17,17.66,Bruxelles / Brussel,BE,BE10,BE100,204458
BE_21004,Bruxelles / Brussel,2019-04-01,52.42,16.03,18.59,Bruxelles / Brussel,BE,BE10,BE100,204458
BE_21004,Bruxelles / Brussel,2019-07-01,54.97,15.75,17.13,Bruxelles / Brussel,BE,BE10,BE100,204458
BE_21004,Bruxelles / Brussel,2019-10-01,64.9,16.8,13.71,Bruxelles / Brussel,BE,BE10,BE100,204458
BE_21004,Bruxelles / Brussel,2020-01-01,64.45,16.35,15.24,Bruxelles / Brussel,BE,BE10,BE100,204458
BE_21004,Bruxelles / Brussel,2020-04-01,76.63,17.25,13.72,Bruxelles / Brussel,BE,BE10,BE100,204458
BE_21004,Bruxelles / Brussel,2020-07-01,76.43,17.64,17.07,Bruxelles / Brussel,BE,BE10,BE100,204458
BE_21004,Bruxelles / Brussel,2020-10-01,87.38,17.53,13.66,Bruxelles / Brussel,BE,BE10,BE100,204458
BE_21004,Bruxelles / Brussel,2021-01-01,89.71,18.35,12.66,Bruxelles / Brussel,BE,BE10,BE100,204458
BE_21004,Bruxelles / Brussel,2021-04-01,100.08,19.7,12.68,Bruxelles / Brussel,BE,BE10,BE100,204458
BE_21004,Bruxelles / Brussel,2021-07-01,96.58,20.79,14.9,Bruxelles / Brussel,BE,BE10,BE100,204458
BE_21004,Bruxelles / Brussel,2021-10-01,100.1,21.73,14.32,Bruxelles / Brussel,BE,BE10,BE100,204458
BE_21004,Bruxelles / Brussel,2022-01-01,104.27,24.32,13.46,Bruxelles / Brussel,BE,BE10,BE100,204458
BE_21015,Schaerbeek / Schaarbeek,2019-01-01,55.25,13.46,14.56,Schaerbeek / Schaarbeek,BE,BE10,BE100,133315
BE_21015,Schaerbeek / Schaarbeek,2019-04-01,61.56,13.43,15.16,Schaerbeek / Schaarbeek,BE,BE10,BE100,133315
BE_21015,Schaerbeek / Schaarbeek,2019-07-01,58.78,14.51,15.92,Schaerbeek / Schaarbeek,BE,BE10,BE100,133315
BE_21015,Schaerbeek / Schaarbeek,2019-10-01,68.56,14.93,13.12,Schaerbeek / Schaarbeek,BE,BE10,BE100,133315
BE_21015,Schaerbeek / Schaarbeek,2020-01-01,70.21,14.25,13.88,Schaerbeek / Schaarbeek,BE,BE10,BE100,133315
BE_21015,Schaerbeek / Schaarbeek,2020-04-01,73.22,16.06,13.04,Schaerbeek / Schaarbeek,BE,BE10,BE100,133315
BE_21015,Schaerbeek / Schaarbeek,2020-07-01,81.61,16.81,12.44,Schaerbeek / Schaarbeek,BE,BE10,BE100,133315
BE_21015,Schaerbeek / Schaarbeek,2020-10-01,78.48,16.81,13.66,Schaerbeek / Schaarbeek,BE,BE10,BE100,133315
BE_21015,Schaerbeek / Schaarbeek,2021-01-01,83.89,16.63,12.07,Schaerbeek / Schaarbeek,BE,BE10,BE100,133315
BE_21015,Schaerbeek / Schaarbeek,2021-04-01,97.46,17.78,12.43,Schaerbeek / Schaarbeek,BE,BE10,BE100,133315
BE_21015,Schaerbeek / Schaarbeek,2021-07-01,101.78,18.11,13.65,Schaerbeek / Schaarbeek,BE,BE10,BE100,133315
BE_21015,Schaerbeek / Schaarbeek,2021-10-01,108.4,19.44,15.68,Schaerbeek / Schaarbeek,BE,BE10,BE100,133315
BE_21015,Schaerbeek / Schaarbeek,2022-01-01,111.5,21.72,12.13,Schaerbeek / Schaarbeek,BE,BE10,BE100,133315
BE_24062,Leuven / Louvain,2019-01-01,60.25,15.97,15.18,Leuven / Louvain,BE,BE24,BE242,102031
BE_24062,Leuven / Louvain,2019-04-01,65.13,14.89,15.68,Leuven / Louvain,BE,BE24,BE242,102031
BE_24062,Leuven / Louvain,2019-07-01,76.31,16.88,14,Leuven / Louvain,BE,BE24,BE242,102031
BE_24062,Leuven / Louvain,2019-10-01,85.9,17.61,12.94,Leuven / Louvain,BE,BE24,BE242,102031
BE_24062,Leuven / Louvain,2020-01-01,88.39,17.03,13.15,Leuven / Louvain,BE,BE24,BE242,102031
BE_24062,Leuven / Louvain,2020-04-01,89.73,17.89,14.22,Leuven / Louvain,BE,BE24,BE242,102031
BE_24062,Leuven / Louvain,2020-07-01,97.67,19.19,13.06,Leuven / Louvain,BE,BE24,BE242,102031
BE_24062,Leuven / Louvain,2020-10-01,120.03,20.06,12.8,Leuven / Louvain,BE,BE24,BE242,102031
BE_24062,Leuven / Louvain,2021-01-01,110.83,20.95,11.66,Leuven / Louvain,BE,BE24,BE242,102031
BE_24062,Leuven / Louvain,2021-04-01,127.8,22.14,12.84,Leuven / Louvain,BE,BE24,BE242,102031
BE_24062,Leuven / Louvain,2021-07-01,126.21,21.89,12.9,Leuven / Louvain,BE,BE24,BE242,102031
BE_24062,Leuven / Louvain,2021-10-01,131.18,22.57,12.43,Leuven / Louvain,BE,BE24,BE242,102031
BE_24062,Leuven / Louvain,2022-01-01,140.74,23.24,12.34,Leuven / Louvain,BE,BE24,BE242,102031
BE_31005,Brugge / Bruges,2019-01-01,63.06,14.61,18.11,Brugge / Bruges,BE,BE25,BE251,118961
BE_31005,Brugge / Bruges,2019-04-01,65.57,14.33,16.31,Brugge / Bruges,BE,BE25,BE251,118961
BE_31005,Brugge / Bruges,2019-07-01,62.8,15.05,16.18,Brugge / Bruges,BE,BE25,BE251,118961
BE_31005,Brugge / Bruges,2019-10-01,72.7,15.54,16.42,Brugge / Bruges,BE,BE25,BE251,118961
BE_31005,Brugge / Bruges,2020-01-01,77.81,16.11,16.59,Brugge / Bruges,BE,BE25,BE251,118961
BE_31005,Brugge / Bruges,2020-04-01,86.29,18.04,15.82,Brugge / Bruges,BE,BE25,BE251,118961
BE_31005,Brugge / Bruges,2020-07-01,87.82,17.05,15.85,Brugge / Bruges,BE,BE25,BE251,118961
BE_31005,Brugge / Bruges,2020-10-01,94.61,18.49,21.9,Brugge / Bruges,BE,BE25,BE251,118961
BE_31005,Brugge / Bruges,2021-01-01,99.76,18.69,13.75,Brugge / Bruges,BE,BE25,BE251,118961
BE_31005,Brugge / Bruges,2021-04-01,113.93,19.09,14.51,Brugge / Bruges,BE,BE25,BE251,118961
BE_31005,Brugge / Bruges,2021-07-01,111.53,20.3,14.12,Brugge / Bruges,BE,BE25,BE251,118961
BE_31005,Brugge / Bruges,2021-10-01,120.81,20.82,14.63,Brugge / Bruges,BE,BE25,BE251,118961
BE_31005,Brugge / Bruges,2022-01-01,122.65,22.62,14.86,Brugge / Bruges,BE,BE25,BE251,118961
BE_44021,Gent / Gand,2019-01-01,65.82,15.2,16.19,Gent / Gand,BE,BE23,BE234,264143
BE_44021,Gent / Gand,2019-04-01,76.04,16.2,15.55,Gent / Gand,BE,BE23,BE234,264143
BE_44021,Gent / Gand,2019-07-01,82.99,16.56,13.66,Gent / Gand,BE,BE23,BE234,264143
BE_44021,Gent / Gand,2019-10-01,91.54,17.16,13.79,Gent / Gand,BE,BE23,BE234,264143
BE_44021,Gent / Gand,2020-01-01,93.35,17.08,14.02,Gent / Gand,BE,BE23,BE234,264143
BE_44021,Gent / Gand,2020-04-01,95.46,18.61,13.28,Gent / Gand,BE,BE23,BE234,264143
BE_44021,Gent / Gand,2020-07-01,99.68,19.73,13.14,Gent / Gand,BE,BE23,BE234,264143
