id,quarter,avg_d,avg_u,avg_l,name
AT32,2019-07-01,28.34,10.3,25.89,Salzburg
AT32,2019-10-01,37.42,11.78,19.01,Salzburg
AT32,2020-01-01,35.48,11.53,18.75,Salzburg
AT32,2020-04-01,41.98,11.41,18.67,Salzburg
AT32,2020-07-01,38.79,12.4,17.63,Salzburg
AT32,2020-10-01,44.74,11.5,16.71,Salzburg
AT32,2021-01-01,50.5,12.27,15.84,Salzburg
AT32,2021-04-01,55.29,14.25,15.03,Salzburg
AT32,2021-07-01,51.01,16.68,14.85,Salzburg
AT32,2021-10-01,61.09,15.86,15.4,Salzburg
AT32,2022-01-01,57.33,16.96,15.98,Salzburg
AT32,2022-04-01,62.17,18.08,15.07,Salzburg
AT33,2019-01-01,32.07,9.94,33.71,Tirol
AT33,2019-04-01,41.64,11.54,24.01,Tirol
AT33,2019-07-01,37.98,11.12,26.29,Tirol
AT33,2019-10-01,41.41,11.57,24.85,Tirol
AT33,2020-01-01,38.93,11.3,25.31,Tirol
AT33,2020-04-01,49.43,12.26,21.71,Tirol
AT33,2020-07-01,53.48,13.3,22.23,Tirol
AT33,2020-10-01,56.98,15.14,22.31,Tirol
AT33,2021-01-01,60.86,15.51,20.49,Tirol
AT33,2021-04-01,NA,13.26,16.41,Tirol
AT33,2021-07-01,72.67,14.41,18.67,Tirol
AT33,2021-10-01,72.16,18.15,21.4,Tirol
AT33,2022-01-01,71.08,18.29,21.85,Tirol
AT33,2022-04-01,75.06,20.78,19.75,Tirol
AT34,2019-01-01,36.06,9.8,49.12,Vorarlberg
AT34,2019-04-01,42.12,11.47,40.67,Vorarlberg
AT34,2019-07-01,35.51,9.79,31.33,Vorarlberg
AT34,2019-10-01,44.26,11.33,30.69,Vorarlberg
AT34,2020-01-01,44.15,11.27,31.2,Vorarlberg
AT34,2020-04-01,51.33,12.21,30.63,Vorarlberg
AT34,2020-07-01,56.9,14.34,31.57,Vorarlberg
AT34,2020-10-01,62.24,14.56,29.89,Vorarlberg
AT34,2021-01-01,67.18,16.04,30.91,Vorarlberg
AT34,2021-04-01,72.09,17.9,27.97,Vorarlberg
AT34,2021-07-01,67.09,16.23,28.29,Vorarlberg
AT34,2021-10-01,72.36,17.44,28.12,Vorarlberg
AT34,2022-01-01,81.63,18.97,27.72,Vorarlberg
AT34,2022-04-01,82.21,20.55,25.59,Vorarlberg
BE10,2019-01-01,54.57,14.16,16.95,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest
BE10,2019-04-01,57.05,13.74,17.25,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest
BE10,2019-07-01,58.43,14.2,16.08,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest
BE10,2019-10-01,68.05,15.1,13.89,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest
BE10,2020-01-01,66.95,14.41,14.12,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest
BE10,2020-04-01,73.38,15.85,13.85,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest
BE10,2020-07-01,78.09,16.53,14.52,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest
BE10,2020-10-01,81.53,16.36,13.18,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest
BE10,2021-01-01,86.25,16.86,12.73,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest
BE10,2021-04-01,101.18,17.88,12.38,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest
BE10,2021-07-01,101.39,18.79,13.63,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest
BE10,2021-10-01,106.4,19.53,14,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest
BE10,2022-01-01,115.38,22.95,12.56,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest
BE10,2022-04-01,117.38,28.97,12.63,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest
BE21,2019-01-01,71.26,15.93,17.62,Prov. Antwerpen
BE21,2019-04-01,71.98,15.78,16.22,Prov. Antwerpen
BE21,2019-07-01,80.71,16.4,14.57,Prov. Antwerpen
BE21,2019-10-01,95.15,17.65,13.63,Prov. Antwerpen
BE21,2020-01-01,93.83,16.95,13.71,Prov. Antwerpen
BE21,2020-04-01,97.23,18.35,13.36,Prov. Antwerpen
BE21,2020-07-01,98.05,18.29,13.47,Prov. Antwerpen
BE21,2020-10-01,106.06,18.67,13.35,Prov. Antwerpen
BE21,2021-01-01,110.93,19.11,12.63,Prov. Antwerpen
BE21,2021-04-01,124.51,20.42,12.75,Prov. Antwerpen
BE21,2021-07-01,129.62,21.15,13.21,Prov. Antwerpen
BE21,2021-10-01,134.84,22.13,13.4,Prov. Antwerpen
BE21,2022-01-01,135.08,22.83,13.27,Prov. Antwerpen
BE21,2022-04-01,132.82,24.74,13.55,Prov. Antwerpen
BE22,2019-01-01,69.49,15.13,17.36,Prov. Limburg (BE)
BE22,2019-04-01,76.12,15.3,16.26,Prov. Limburg (BE)
BE22,2019-07-01,77.78,15.83,15.77,Prov. Limburg (BE)
BE22,2019-10-01,92.24,17.17,15.12,Prov. Limburg (BE)
BE22,2020-01-01,91.12,16.4,15.29,Prov. Limburg (BE)
BE22,2020-04-01,94.77,17.79,15.15,Prov. Limburg (BE)
BE22,2020-07-01,92.49,18.41,16.24,Prov. Limburg (BE)
BE22,2020-10-01,101.3,18.78,14.43,Prov. Limburg (BE)
BE22,2021-01-01,109.06,19.58,13.75,Prov. Limburg (BE)
BE22,2021-04-01,120.47,19.97,13.23,Prov. Limburg (BE)
BE22,2021-07-01,124.66,20.34,13.51,Prov. Limburg (BE)
BE22,2021-10-01,135.91,21.29,13.9,Prov. Limburg (BE)
BE22,2022-01-01,132.09,21.47,13.77,Prov. Limburg (BE)
BE22,2022-04-01,130.31,21.97,14.13,Prov. Limburg (BE)
BE23,2019-01-01,70.21,15.32,16.72,Prov. Oost-Vlaanderen
BE23,2019-04-01,76.54,15.52,16.68,Prov. Oost-Vlaanderen
BE23,2019-07-01,80.18,15.89,15.21,Prov. Oost-Vlaanderen
BE23,2019-10-01,92.6,16.93,14.77,Prov. Oost-Vlaanderen
BE23,2020-01-01,91.72,16.55,15.06,Prov. Oost-Vlaanderen
BE23,2020-04-01,95.17,17.98,14.92,Prov. Oost-Vlaanderen
BE23,2020-07-01,98.08,18.43,15.02,Prov. Oost-Vlaanderen
BE23,2020-10-01,104.83,18.97,14.08,Prov. Oost-Vlaanderen
BE23,2021-01-01,107.03,18.93,13.74,Prov. Oost-Vlaanderen
BE23,2021-04-01,121.87,19.97,13.4,Prov. Oost-Vlaanderen
BE23,2021-07-01,127.65,21.57,13.83,Prov. Oost-Vlaanderen
BE23,2021-10-01,131.86,21.75,14.05,Prov. Oost-Vlaanderen
BE23,2022-01-01,135.45,22.79,13.98,Prov. Oost-Vlaanderen
BE23,2022-04-01,131.99,25.01,13.96,Prov. Oost-Vlaanderen
BE24,2019-01-01,70.4,15.52,15.87,Prov. Vlaams-Brabant
BE24,2019-04-01,73.21,15.44,15.85,Prov. Vlaams-Brabant
BE24,2019-07-01,79.74,16.15,14.42,Prov. Vlaams-Brabant
BE24,2019-10-01,92.37,17.17,13.64,Prov. Vlaams-Brabant
BE24,2020-01-01,87.23,16.47,13.68,Prov. Vlaams-Brabant
BE24,2020-04-01,87.76,17.73,13.83,Prov. Vlaams-Brabant
BE24,2020-07-01,94.1,17.92,14.11,Prov. Vlaams-Brabant
BE24,2020-10-01,105.53,18.35,13.21,Prov. Vlaams-Brabant
BE24,2021-01-01,105.28,18.88,12.77,Prov. Vlaams-Brabant
BE24,2021-04-01,122.33,19.83,12.82,Prov. Vlaams-Brabant
BE24,2021-07-01,125.63,20.49,13.65,Prov. Vlaams-Brabant
BE24,2021-10-01,128,21.03,13.69,Prov. Vlaams-Brabant
BE24,2022-01-01,130.92,21.95,13.57,Prov. Vlaams-Brabant
BE24,2022-04-01,128.51,24.97,13.21,Prov. Vlaams-Brabant
BE25,2019-01-01,64.64,14.66,17.93,Prov. West-Vlaanderen
BE25,2019-04-01,67.6,14.77,17.19,Prov. West-Vlaanderen
BE25,2019-07-01,68.03,15.45,16.86,Prov. West-Vlaanderen
BE25,2019-10-01,80,16.99,16.08,Prov. West-Vlaanderen
BE25,2020-01-01,80.11,16.28,16.23,Prov. West-Vlaanderen
BE25,2020-04-01,83.66,18.03,16.71,Prov. West-Vlaanderen
BE25,2020-07-01,85.6,17.04,16.75,Prov. West-Vlaanderen
BE25,2020-10-01,93.79,18,15.61,Prov. West-Vlaanderen
BE25,2021-01-01,100.94,18.75,13.94,Prov. West-Vlaanderen
BE25,2021-04-01,114.92,19.55,14.57,Prov. West-Vlaanderen
BE25,2021-07-01,115.23,19.65,14.48,Prov. West-Vlaanderen
BE25,2021-10-01,122.29,20.6,15.13,Prov. West-Vlaanderen
BE25,2022-01-01,124.41,21.58,14.77,Prov. West-Vlaanderen
BE25,2022-04-01,121.2,22.88,14.89,Prov. West-Vlaanderen
BE31,2019-01-01,54.83,12.09,15.51,Prov. Brabant Wallon
BE31,2019-04-01,53.93,11.28,15.48,Prov. Brabant Wallon
BE31,2019-07-01,56.75,11.46,15.97,Prov. Brabant Wallon
BE31,2019-10-01,57.83,12.07,14.79,Prov. Brabant Wallon
BE31,2020-01-01,59.46,12.08,13.3,Prov. Brabant Wallon
BE31,2020-04-01,62.8,13.63,13.68,Prov. Brabant Wallon
BE31,2020-07-01,66.66,14.37,14.36,Prov. Brabant Wallon
BE31,2020-10-01,65.32,13.47,14.16,Prov. Brabant Wallon
BE31,2021-01-01,75.55,14.26,14.37,Prov. Brabant Wallon
BE31,2021-04-01,86.72,14.37,14.5,Prov. Brabant Wallon
BE31,2021-07-01,92.36,15.36,14.83,Prov. Brabant Wallon
BE31,2021-10-01,97.02,15.17,14.65,Prov. Brabant Wallon
BE31,2022-01-01,95.87,17.06,16.48,Prov. Brabant Wallon
BE31,2022-04-01,99.83,19.4,14.95,Prov. Brabant Wallon
BE32,2019-01-01,54.96,10.72,18.34,Prov. Hainaut
BE32,2019-04-01,53.16,11.07,19.01,Prov. Hainaut
BE32,2019-07-01,53.7,11.73,15.52,Prov. Hainaut
BE32,2019-10-01,55.54,12.23,16.35,Prov. Hainaut
BE32,2020-01-01,56.42,12.18,15.8,Prov. Hainaut
BE32,2020-04-01,60.87,13.75,16.01,Prov. Hainaut
BE32,2020-07-01,63.87,14.28,15.08,Prov. Hainaut
BE32,2020-10-01,68.97,14.39,15.46,Prov. Hainaut
BE32,2021-01-01,76.66,14.95,15.31,Prov. Hainaut
BE32,2021-04-01,88.75,16.48,14.19,Prov. Hainaut
BE32,2021-07-01,89.28,15.93,15.33,Prov. Hainaut
BE32,2021-10-01,97.61,16.16,15.41,Prov. Hainaut
BE32,2022-01-01,104.33,18.79,15.18,Prov. Hainaut
BE32,2022-04-01,104.83,21.98,15.4,Prov. Hainaut
BE33,2019-01-01,51.9,10.09,20.71,Prov. Liège
BE33,2019-04-01,50.9,10.19,20.22,Prov. Liège
BE33,2019-07-01,51.1,11.33,17.16,Prov. Liège
BE33,2019-10-01,55.08,10.93,16.31,Prov. Liège
BE33,2020-01-01,56.44,11.08,16.4,Prov. Liège
BE33,2020-04-01,60.91,12.81,16.03,Prov. Liège
BE33,2020-07-01,59.57,13,16.74,Prov. Liège
BE33,2020-10-01,65.46,12.87,15.7,Prov. Liège
BE33,2021-01-01,75.25,13.27,16.4,Prov. Liège
BE33,2021-04-01,86.79,13.74,15.9,Prov. Liège
BE33,2021-07-01,88.31,13.85,16.6,Prov. Liège
BE33,2021-10-01,91.88,14.26,16.95,Prov. Liège
BE33,2022-01-01,97.92,15.96,16.55,Prov. Liège
BE33,2022-04-01,102.82,20.12,16.55,Prov. Liège
BE34,2019-01-01,42.21,10.25,23.71,Prov. Luxembourg (BE)
BE34,2019-04-01,39.63,9.52,35.53,Prov. Luxembourg (BE)
BE34,2019-07-01,42.37,11.13,30.06,Prov. Luxembourg (BE)
BE34,2019-10-01,40,10.32,26.35,Prov. Luxembourg (BE)
BE34,2020-01-01,43.43,11.73,23.46,Prov. Luxembourg (BE)
BE34,2020-04-01,43.69,12.72,23.76,Prov. Luxembourg (BE)
BE34,2020-07-01,40.17,12.93,23.53,Prov. Luxembourg (BE)
BE34,2020-10-01,50.25,13.18,22.74,Prov. Luxembourg (BE)
BE34,2021-01-01,67.28,13.85,21.02,Prov. Luxembourg (BE)
BE34,2021-04-01,71.2,13.3,21.52,Prov. Luxembourg (BE)
BE34,2021-07-01,65.26,14.38,22.64,Prov. Luxembourg (BE)
BE34,2021-10-01,74.97,14.71,21.6,Prov. Luxembourg (BE)
BE34,2022-01-01,75.84,15.96,19.2,Prov. Luxembourg (BE)
BE34,2022-04-01,79.21,19.25,20.89,Prov. Luxembourg (BE)
BE35,2019-01-01,47.8,10.76,24.3,Prov. Namur
BE35,2019-04-01,44.85,9.68,28.01,Prov. Namur
BE35,2019-07-01,43.99,9.92,44.73,Prov. Namur
BE35,2019-10-01,50.54,11.15,23.11,Prov. Namur
BE35,2020-01-01,52.25,11.65,20.62,Prov. Namur
BE35,2020-04-01,59.38,12.95,19.14,Prov. Namur
BE35,2020-07-01,64.94,13.62,19.4,Prov. Namur
BE35,2020-10-01,65.11,13.23,16.91,Prov. Namur
BE35,2021-01-01,68.72,13.27,20.15,Prov. Namur
BE35,2021-04-01,86.52,14.54,17.4,Prov. Namur
BE35,2021-07-01,81.59,14.58,17.31,Prov. Namur
BE35,2021-10-01,87.55,15.04,17.51,Prov. Namur
BE35,2022-01-01,90.07,16.63,17.79,Prov. Namur
BE35,2022-04-01,92.25,18.47,18.72,Prov. Namur
BG31,2019-01-01,36.4,28.31,14.96,Severozapaden
BG31,2019-04-01,30.96,22.55,24.48,Severozapaden
BG31,2019-07-01,34.39,27.46,14.62,Severozapaden
BG31,2019-10-01,37.48,30.99,13.5,Severozapaden
BG31,2020-01-01,40.68,31.77,12.09,Severozapaden
BG31,2020-04-01,44.2,37.04,11.55,Severozapaden
BG31,2020-07-01,40.6,33.08,12.65,Severozapaden
BG31,2020-10-01,46.41,38.08,12.1,Severozapaden
BG31,2021-01-01,55.27,44.36,11.08,Severozapaden
BG31,2021-04-01,57.69,44.98,12.53,Severozapaden
BG31,2021-07-01,58.74,44.91,12.05,Severozapaden
BG31,2021-10-01,63.21,46.22,12.41,Severozapaden
BG31,2022-01-01,68.86,50.51,12.13,Severozapaden
BG31,2022-04-01,70.12,54.83,11.79,Severozapaden
BG32,2019-01-01,39.35,37.59,22.18,Severen tsentralen
BG32,2019-04-01,39.88,37.9,27.94,Severen tsentralen
BG32,2019-07-01,35.75,33.54,25.71,Severen tsentralen
BG32,2019-10-01,39.65,36,18.35,Severen tsentralen
BG32,2020-01-01,41.26,38.9,16.68,Severen tsentralen
BG32,2020-04-01,41.38,39.15,15.82,Severen tsentralen
BG32,2020-07-01,39.76,37.59,15.05,Severen tsentralen
BG32,2020-10-01,43.82,42.09,12.7,Severen tsentralen
BG32,2021-01-01,48.25,46.15,14.28,Severen tsentralen
BG32,2021-04-01,53.07,46.97,14.07,Severen tsentralen
BG32,2021-07-01,52.14,45.56,14.43,Severen tsentralen
BG32,2021-10-01,55.67,47.11,14.4,Severen tsentralen
BG32,2022-01-01,61.01,50.44,13.85,Severen tsentralen
BG32,2022-04-01,60.16,53.13,14.15,Severen tsentralen
BG33,2019-01-01,34.06,22.63,20.5,Severoiztochen
BG33,2019-04-01,29.52,20.17,22.46,Severoiztochen
BG33,2019-07-01,28.04,20.65,22.32,Severoiztochen
BG33,2019-10-01,33.63,26.04,19.24,Severoiztochen
BG33,2020-01-01,36.45,28.82,19.63,Severoiztochen
BG33,2020-04-01,42.4,33.53,16.78,Severoiztochen
BG33,2020-07-01,35.29,26.56,17.01,Severoiztochen
BG33,2020-10-01,47.53,33.81,13.22,Severoiztochen
BG33,2021-01-01,55.87,41.55,11.93,Severoiztochen
BG33,2021-04-01,57.11,43.41,12.28,Severoiztochen
BG33,2021-07-01,54.64,42.37,12.81,Severoiztochen
BG33,2021-10-01,69.25,52.9,13.07,Severoiztochen
BG33,2022-01-01,70.92,55.05,14.17,Severoiztochen
BG33,2022-04-01,72.76,56.95,12.15,Severoiztochen
BG34,2019-01-01,34.59,29.33,16.19,Yugoiztochen
BG34,2019-04-01,28.69,24.4,17.58,Yugoiztochen
BG34,2019-07-01,26.02,23.1,17.67,Yugoiztochen
BG34,2019-10-01,35.91,31.66,12.24,Yugoiztochen
BG34,2020-01-01,34.63,31.08,12.79,Yugoiztochen
BG34,2020-04-01,38.76,34.67,12.45,Yugoiztochen
BG34,2020-07-01,33.56,28.85,11.1,Yugoiztochen
BG34,2020-10-01,45,39.78,9.88,Yugoiztochen
BG34,2021-01-01,49.19,43.59,10.12,Yugoiztochen
BG34,2021-04-01,50.52,41.74,9.82,Yugoiztochen
BG34,2021-07-01,44.76,37.01,10.5,Yugoiztochen
BG34,2021-10-01,62.69,52.18,9.63,Yugoiztochen
BG34,2022-01-01,67.09,57.16,9.84,Yugoiztochen
BG34,2022-04-01,64.28,54.09,10.45,Yugoiztochen
BG41,2019-01-01,43.88,30.04,7.7,Yugozapaden
BG41,2019-04-01,44.7,30.64,8.84,Yugozapaden
BG41,2019-07-01,46.17,32.17,7.22,Yugozapaden
BG41,2019-10-01,45.18,33.5,6.69,Yugozapaden
BG41,2020-01-01,44.54,33.17,6.59,Yugozapaden
BG41,2020-04-01,50.82,38.75,6.03,Yugozapaden
BG41,2020-07-01,52.46,38.23,6.01,Yugozapaden
BG41,2020-10-01,60.97,47.34,5.62,Yugozapaden
BG41,2021-01-01,69.48,55.15,5.07,Yugozapaden
BG41,2021-04-01,73.76,56.4,5.44,Yugozapaden
BG41,2021-07-01,77.42,60.89,5.64,Yugozapaden
BG41,2021-10-01,86.29,67.86,5.42,Yugozapaden
BG41,2022-01-01,91.5,71.97,5.44,Yugozapaden
BG41,2022-04-01,97.44,77.36,5.47,Yugozapaden
BG42,2019-01-01,41.11,36.63,14.26,Yuzhen tsentralen
BG42,2019-04-01,44.71,38.49,13.63,Yuzhen tsentralen
BG42,2019-07-01,43.1,37.72,12.59,Yuzhen tsentralen
BG42,2019-10-01,41.25,39.47,11.29,Yuzhen tsentralen
BG42,2020-01-01,41.19,38.31,10.99,Yuzhen tsentralen
BG42,2020-04-01,43.31,40.66,10.47,Yuzhen tsentralen
BG42,2020-07-01,43.11,37.83,10.79,Yuzhen tsentralen
BG42,2020-10-01,50.86,47.53,9.17,Yuzhen tsentralen
BG42,2021-01-01,52.6,51.08,8.97,Yuzhen tsentralen
BG42,2021-04-01,55.53,50.52,9.12,Yuzhen tsentralen
BG42,2021-07-01,57.53,51.64,9.51,Yuzhen tsentralen
BG42,2021-10-01,63.76,57.41,9.15,Yuzhen tsentralen
BG42,2022-01-01,69.08,61.23,9.16,Yuzhen tsentralen
BG42,2022-04-01,72.71,64.21,9.48,Yuzhen tsentralen
BIH.1_1,2019-01-01,18.1,5.09,22.93,Brčko
BIH.1_1,2019-04-01,19.69,5.71,45.23,Brčko
BIH.1_1,2019-07-01,17.22,3.98,25.76,Brčko
BIH.1_1,2019-10-01,17.27,5.12,26.04,Brčko
BIH.1_1,2020-01-01,16.88,4.16,27.52,Brčko
BIH.1_1,2020-04-01,17.34,4.73,23.46,Brčko
BIH.1_1,2020-07-01,15.69,4.44,26.37,Brčko
BIH.1_1,2020-10-01,17.98,5.16,25.22,Brčko
BIH.1_1,2021-01-01,18.85,4.43,20.14,Brčko
BIH.1_1,2021-04-01,20.67,5.52,18.83,Brčko
BIH.1_1,2021-07-01,20.71,4.86,21.66,Brčko
BIH.1_1,2021-10-01,21.26,4.81,21.47,Brčko
BIH.1_1,2022-01-01,26.77,8.75,19.9,Brčko
BIH.1_1,2022-04-01,24.84,7.2,24.11,Brčko
BIH.2_1,2019-01-01,25.52,4.98,25.07,Federacija Bosna i Hercegovina
BIH.2_1,2019-04-01,27.43,5.59,24.09,Federacija Bosna i Hercegovina
BIH.2_1,2019-07-01,24.22,5.08,25.78,Federacija Bosna i Hercegovina
BIH.2_1,2019-10-01,28.79,5.34,21.15,Federacija Bosna i Hercegovina
BIH.2_1,2020-01-01,27.33,4.77,22.65,Federacija Bosna i Hercegovina
BIH.2_1,2020-04-01,30.23,5.17,20.95,Federacija Bosna i Hercegovina
