id,quarter,avg_d,avg_u,avg_l,name
DEE0,2021-07-01,72.9,19.94,20.09,Sachsen-Anhalt
DEE0,2021-10-01,77.47,21.6,19.34,Sachsen-Anhalt
DEE0,2022-01-01,86.66,26.29,20.25,Sachsen-Anhalt
DEE0,2022-04-01,87.65,25.13,18.36,Sachsen-Anhalt
DEF0,2019-01-01,51.72,21.32,22.4,Schleswig-Holstein
DEF0,2019-04-01,53.07,22.01,23.67,Schleswig-Holstein
DEF0,2019-07-01,62.6,22.14,22.62,Schleswig-Holstein
DEF0,2019-10-01,66.52,23.73,22.23,Schleswig-Holstein
DEF0,2020-01-01,78.26,25.73,21.7,Schleswig-Holstein
DEF0,2020-04-01,77.75,27.56,20.07,Schleswig-Holstein
DEF0,2020-07-01,79.51,27.46,19.1,Schleswig-Holstein
DEF0,2020-10-01,94.79,31.29,15.95,Schleswig-Holstein
DEF0,2021-01-01,98.66,32.68,15.48,Schleswig-Holstein
DEF0,2021-04-01,110.62,35.97,15.39,Schleswig-Holstein
DEF0,2021-07-01,108.83,36.12,16.53,Schleswig-Holstein
DEF0,2021-10-01,123.17,40.67,14.85,Schleswig-Holstein
DEF0,2022-01-01,130.19,43.23,13.82,Schleswig-Holstein
DEF0,2022-04-01,129.82,41.56,13.91,Schleswig-Holstein
DEG0,2019-01-01,37.35,12.06,32.89,Thüringen
DEG0,2019-04-01,37.37,12.7,32.25,Thüringen
DEG0,2019-07-01,44.83,13.29,28.42,Thüringen
DEG0,2019-10-01,45.48,13.85,28.35,Thüringen
DEG0,2020-01-01,49.91,15.24,26.85,Thüringen
DEG0,2020-04-01,51.53,15.74,25.3,Thüringen
DEG0,2020-07-01,53.61,16.09,25.01,Thüringen
DEG0,2020-10-01,55.24,16.35,25.29,Thüringen
DEG0,2021-01-01,58.91,17.29,24.59,Thüringen
DEG0,2021-04-01,71.92,18.28,23.99,Thüringen
DEG0,2021-07-01,72.44,18.79,25.04,Thüringen
DEG0,2021-10-01,69.75,18.74,24.4,Thüringen
DEG0,2022-01-01,79.05,20.69,22.4,Thüringen
DEG0,2022-04-01,79.02,21.2,22.6,Thüringen
DK01,2019-01-01,82.63,51.38,14.63,Hovedstaden
DK01,2019-04-01,80.96,51.78,16.25,Hovedstaden
DK01,2019-07-01,89.92,57,13.49,Hovedstaden
DK01,2019-10-01,102.14,67.23,11.51,Hovedstaden
DK01,2020-01-01,107.06,70.46,11.6,Hovedstaden
DK01,2020-04-01,113.97,75.77,11.31,Hovedstaden
DK01,2020-07-01,121.94,76.33,11.54,Hovedstaden
DK01,2020-10-01,147.4,95.84,11.25,Hovedstaden
DK01,2021-01-01,161.3,105.24,11.35,Hovedstaden
DK01,2021-04-01,182.76,111.43,11.01,Hovedstaden
DK01,2021-07-01,188.16,117.88,10.69,Hovedstaden
DK01,2021-10-01,201.91,124.38,10.47,Hovedstaden
DK01,2022-01-01,207.18,131.27,10.22,Hovedstaden
DK01,2022-04-01,205.86,127.32,10.43,Hovedstaden
DK02,2019-01-01,74.19,56.89,15.45,Sjælland
DK02,2019-04-01,70.19,54.52,18.26,Sjælland
DK02,2019-07-01,79.92,63.26,14.22,Sjælland
DK02,2019-10-01,94.6,79.46,11.25,Sjælland
DK02,2020-01-01,100.82,87.75,10.42,Sjælland
DK02,2020-04-01,110.36,99.83,10.15,Sjælland
DK02,2020-07-01,118.41,100.99,9.71,Sjælland
DK02,2020-10-01,141.52,116.62,9.67,Sjælland
DK02,2021-01-01,149.65,122.95,9.02,Sjælland
DK02,2021-04-01,165.64,124.19,9.17,Sjælland
DK02,2021-07-01,168.87,127.23,9.4,Sjælland
DK02,2021-10-01,186.65,143.08,8.23,Sjælland
DK02,2022-01-01,198.29,156.64,8.44,Sjælland
DK02,2022-04-01,190.56,148.48,8.43,Sjælland
DK03,2019-01-01,64.79,49.5,13.51,Syddanmark
DK03,2019-04-01,62.55,46.66,14.91,Syddanmark
DK03,2019-07-01,67.63,50.52,13.49,Syddanmark
DK03,2019-10-01,76.61,61.31,11.26,Syddanmark
DK03,2020-01-01,82.48,67.98,10.88,Syddanmark
DK03,2020-04-01,90.2,76.75,10.93,Syddanmark
DK03,2020-07-01,97.22,82.01,11.37,Syddanmark
DK03,2020-10-01,119.91,100.1,10.65,Syddanmark
DK03,2021-01-01,129.94,107.29,9.91,Syddanmark
DK03,2021-04-01,148.17,113.25,10.14,Syddanmark
DK03,2021-07-01,146.4,111.11,9.93,Syddanmark
DK03,2021-10-01,155.7,119.2,9.72,Syddanmark
DK03,2022-01-01,167.88,130.9,9.76,Syddanmark
DK03,2022-04-01,167.61,136.86,10.15,Syddanmark
DK04,2019-01-01,86.04,67.44,13.3,Midtjylland
DK04,2019-04-01,82.52,64.37,15.05,Midtjylland
DK04,2019-07-01,87.23,67.03,14.42,Midtjylland
DK04,2019-10-01,101.74,79.59,11.35,Midtjylland
DK04,2020-01-01,117.54,91.51,10.62,Midtjylland
DK04,2020-04-01,121.01,94.99,10.72,Midtjylland
DK04,2020-07-01,119.73,90.99,11.43,Midtjylland
DK04,2020-10-01,144.04,108.65,10.88,Midtjylland
DK04,2021-01-01,160.19,119.48,10.1,Midtjylland
DK04,2021-04-01,170.14,119.09,10.26,Midtjylland
DK04,2021-07-01,166.67,117.94,10.26,Midtjylland
DK04,2021-10-01,177.56,123.43,10.14,Midtjylland
DK04,2022-01-01,182.01,127.23,9.98,Midtjylland
DK04,2022-04-01,181.61,129.47,10.25,Midtjylland
DK05,2019-01-01,77.87,62.86,15.08,Nordjylland
DK05,2019-04-01,73.13,59.72,15.59,Nordjylland
DK05,2019-07-01,78.07,65.38,16.29,Nordjylland
DK05,2019-10-01,93.2,78.86,11.98,Nordjylland
DK05,2020-01-01,109.45,91.7,11.45,Nordjylland
DK05,2020-04-01,103.99,89.27,11.57,Nordjylland
DK05,2020-07-01,95.76,83.83,13.15,Nordjylland
DK05,2020-10-01,129.19,104.36,12,Nordjylland
DK05,2021-01-01,141.65,107.6,11.82,Nordjylland
DK05,2021-04-01,150.41,109.75,11.99,Nordjylland
DK05,2021-07-01,148.87,109.09,12.11,Nordjylland
DK05,2021-10-01,165.56,123.33,11.75,Nordjylland
DK05,2022-01-01,175.69,131.29,11.52,Nordjylland
DK05,2022-04-01,166.32,126.94,11.39,Nordjylland
EE00,2019-01-01,45.82,31.7,22.06,Eesti
EE00,2019-04-01,45.46,30.21,20.51,Eesti
EE00,2019-07-01,49.82,34.84,15.25,Eesti
EE00,2019-10-01,54.47,41.19,13.05,Eesti
EE00,2020-01-01,53.57,40.49,11.5,Eesti
EE00,2020-04-01,57.42,44.23,11.93,Eesti
EE00,2020-07-01,61.85,46.9,11.4,Eesti
EE00,2020-10-01,66.03,51.59,10.01,Eesti
EE00,2021-01-01,70.02,54.44,10.48,Eesti
EE00,2021-04-01,76.11,56.58,10.77,Eesti
EE00,2021-07-01,77.42,57.76,11.2,Eesti
EE00,2021-10-01,81.99,64.58,10.31,Eesti
EE00,2022-01-01,90.96,73.02,9.72,Eesti
EE00,2022-04-01,87.47,69.29,10.82,Eesti
EL30,2019-01-01,24.2,4.4,28.79,Attiki
EL30,2019-04-01,25.43,5.26,30.67,Attiki
EL30,2019-07-01,25.45,4.77,29.02,Attiki
EL30,2019-10-01,26,4.73,26.73,Attiki
EL30,2020-01-01,26.24,4.81,26.74,Attiki
EL30,2020-04-01,29.36,5.42,23.8,Attiki
EL30,2020-07-01,30.66,6.01,23.14,Attiki
EL30,2020-10-01,33.4,6.35,22.65,Attiki
EL30,2021-01-01,36.51,6.91,21.06,Attiki
EL30,2021-04-01,40.83,7.52,19.64,Attiki
EL30,2021-07-01,41.56,7.9,17.56,Attiki
EL30,2021-10-01,43.43,8.08,16.11,Attiki
EL30,2022-01-01,47.62,8.42,14.48,Attiki
EL30,2022-04-01,50.78,9.32,14.34,Attiki
EL41,2019-01-01,15.83,2.74,60.84,Voreio Aigaio
EL41,2019-04-01,16.03,2.55,64.73,Voreio Aigaio
EL41,2019-07-01,14.92,2.86,74.82,Voreio Aigaio
EL41,2019-10-01,19.44,3.14,73.39,Voreio Aigaio
EL41,2020-01-01,17.54,2.68,70.86,Voreio Aigaio
EL41,2020-04-01,19,3.17,62.96,Voreio Aigaio
EL41,2020-07-01,17.77,3.58,72.3,Voreio Aigaio
EL41,2020-10-01,20.49,4.24,58.28,Voreio Aigaio
EL41,2021-01-01,24.35,4.4,39.59,Voreio Aigaio
EL41,2021-04-01,26.92,4.76,38.9,Voreio Aigaio
EL41,2021-07-01,25.02,4.62,39.66,Voreio Aigaio
EL41,2021-10-01,31.52,5.27,32.13,Voreio Aigaio
EL41,2022-01-01,33.34,5.01,29.52,Voreio Aigaio
EL41,2022-04-01,33.59,6.22,30.27,Voreio Aigaio
EL42,2019-01-01,16.84,2.74,56.49,Notio Aigaio
EL42,2019-04-01,16.6,6.15,58.35,Notio Aigaio
EL42,2019-07-01,16,5.8,62.17,Notio Aigaio
EL42,2019-10-01,19.42,4.41,70.03,Notio Aigaio
EL42,2020-01-01,20.15,3.45,85.53,Notio Aigaio
EL42,2020-04-01,21.24,3.85,78.83,Notio Aigaio
EL42,2020-07-01,19.3,5.4,71.9,Notio Aigaio
EL42,2020-10-01,22.96,4.89,71.83,Notio Aigaio
EL42,2021-01-01,27.68,5,46.41,Notio Aigaio
EL42,2021-04-01,28.18,6.19,37.84,Notio Aigaio
EL42,2021-07-01,24.83,7.95,33.85,Notio Aigaio
EL42,2021-10-01,30.88,7,29.73,Notio Aigaio
EL42,2022-01-01,33.2,5.22,26.45,Notio Aigaio
EL42,2022-04-01,31.37,8.26,28.2,Notio Aigaio
EL43,2019-01-01,16.75,2.91,40.39,Kriti
EL43,2019-04-01,15.84,5.78,39.8,Kriti
EL43,2019-07-01,15.46,4.59,41.79,Kriti
EL43,2019-10-01,17.33,3.8,37.38,Kriti
EL43,2020-01-01,16.73,2.99,36.71,Kriti
EL43,2020-04-01,18.28,3.59,33.79,Kriti
EL43,2020-07-01,17.86,4.6,35.46,Kriti
EL43,2020-10-01,19.32,3.73,33.79,Kriti
EL43,2021-01-01,20.65,3.88,31.56,Kriti
EL43,2021-04-01,24.1,5.18,28.56,Kriti
EL43,2021-07-01,23.16,7,27.52,Kriti
EL43,2021-10-01,26.82,5.64,25.54,Kriti
EL43,2022-01-01,31.07,5.14,23.79,Kriti
EL43,2022-04-01,32.69,7.51,26.23,Kriti
EL51,2019-01-01,17.95,2.77,47.38,"Anatoliki Makedonia, Thraki"
EL51,2019-04-01,16.53,2.71,51.07,"Anatoliki Makedonia, Thraki"
EL51,2019-07-01,17.34,2.93,54.17,"Anatoliki Makedonia, Thraki"
EL51,2019-10-01,20.09,3.41,51.58,"Anatoliki Makedonia, Thraki"
EL51,2020-01-01,20.59,3.4,52.17,"Anatoliki Makedonia, Thraki"
EL51,2020-04-01,21.56,3.84,52.33,"Anatoliki Makedonia, Thraki"
EL51,2020-07-01,22.1,4.28,47.6,"Anatoliki Makedonia, Thraki"
EL51,2020-10-01,24.62,4.38,38.3,"Anatoliki Makedonia, Thraki"
EL51,2021-01-01,26.63,4.57,35.93,"Anatoliki Makedonia, Thraki"
EL51,2021-04-01,30.54,4.94,31.43,"Anatoliki Makedonia, Thraki"
EL51,2021-07-01,27.5,4.59,32.15,"Anatoliki Makedonia, Thraki"
EL51,2021-10-01,32.97,5.49,30.1,"Anatoliki Makedonia, Thraki"
EL51,2022-01-01,35.7,5.55,28.33,"Anatoliki Makedonia, Thraki"
EL51,2022-04-01,38.53,6.38,27.05,"Anatoliki Makedonia, Thraki"
EL52,2019-01-01,17.83,4.46,47.5,Kentriki Makedonia
EL52,2019-04-01,18.25,5.71,48.85,Kentriki Makedonia
EL52,2019-07-01,18.11,5.22,47.59,Kentriki Makedonia
EL52,2019-10-01,20.52,5.84,42.13,Kentriki Makedonia
EL52,2020-01-01,21.67,6.41,40.11,Kentriki Makedonia
EL52,2020-04-01,23.99,7.08,33.46,Kentriki Makedonia
EL52,2020-07-01,25.17,7.35,32.14,Kentriki Makedonia
EL52,2020-10-01,27.25,7.53,29.7,Kentriki Makedonia
EL52,2021-01-01,30.75,8.47,27.46,Kentriki Makedonia
EL52,2021-04-01,35.34,8.83,24.73,Kentriki Makedonia
EL52,2021-07-01,34.11,8.79,24.68,Kentriki Makedonia
EL52,2021-10-01,39.85,10.08,21.35,Kentriki Makedonia
EL52,2022-01-01,43.45,9.93,19.71,Kentriki Makedonia
EL52,2022-04-01,44.03,10.28,21.08,Kentriki Makedonia
EL53,2019-01-01,14.1,2.39,51.19,Dytiki Makedonia
EL53,2019-04-01,14.49,2.09,49.59,Dytiki Makedonia
EL53,2019-07-01,15.04,2.35,56.69,Dytiki Makedonia
EL53,2019-10-01,15.81,2.57,46.36,Dytiki Makedonia
EL53,2020-01-01,16.5,2.7,48.61,Dytiki Makedonia
EL53,2020-04-01,18.63,3.23,44.29,Dytiki Makedonia
EL53,2020-07-01,19.33,3.46,42.76,Dytiki Makedonia
EL53,2020-10-01,18.38,3.28,38.78,Dytiki Makedonia
EL53,2021-01-01,21.25,3.54,36.31,Dytiki Makedonia
EL53,2021-04-01,28.56,4.57,30.05,Dytiki Makedonia
EL53,2021-07-01,30.13,4.76,28.75,Dytiki Makedonia
EL53,2021-10-01,31.66,4.75,29.16,Dytiki Makedonia
EL53,2022-01-01,33.07,4.84,27.58,Dytiki Makedonia
EL53,2022-04-01,35.48,5.29,27.48,Dytiki Makedonia
EL54,2019-01-01,14.3,2.56,60.49,Ipeiros
EL54,2019-04-01,14.01,2.74,60.7,Ipeiros
EL54,2019-07-01,12.94,2.5,68,Ipeiros
EL54,2019-10-01,15.31,2.51,56.92,Ipeiros
EL54,2020-01-01,15.74,2.54,55.71,Ipeiros
EL54,2020-04-01,18.92,3.12,47.59,Ipeiros
EL54,2020-07-01,18.17,3.34,47.63,Ipeiros
EL54,2020-10-01,20.32,3.56,44.09,Ipeiros
EL54,2021-01-01,22.87,4.03,37.64,Ipeiros
EL54,2021-04-01,26.85,4.55,35.55,Ipeiros
EL54,2021-07-01,25.67,4.58,34.73,Ipeiros
EL54,2021-10-01,28.92,4.77,32.39,Ipeiros
EL54,2022-01-01,32.24,4.98,29.17,Ipeiros
EL54,2022-04-01,32.53,5.71,29.74,Ipeiros
EL61,2019-01-01,16.86,3.5,47.85,Thessalia
EL61,2019-04-01,17.33,3.44,50.32,Thessalia
EL61,2019-07-01,17.25,3.48,51.68,Thessalia
EL61,2019-10-01,17.89,3.48,42.17,Thessalia
EL61,2020-01-01,18.59,3.14,43.24,Thessalia
EL61,2020-04-01,20.66,3.55,38.25,Thessalia
EL61,2020-07-01,20.97,3.84,36.43,Thessalia
EL61,2020-10-01,23.01,3.81,38.77,Thessalia
EL61,2021-01-01,25.71,4.12,30.47,Thessalia
EL61,2021-04-01,29.04,4.58,28.61,Thessalia
EL61,2021-07-01,27.38,4.71,29.23,Thessalia
EL61,2021-10-01,31.83,5.34,27.05,Thessalia
EL61,2022-01-01,33.04,5.12,24.3,Thessalia
EL61,2022-04-01,35.47,5.93,23.28,Thessalia
EL62,2019-01-01,13.35,2.35,76.85,Ionia Nisia
EL62,2019-04-01,12.54,3.74,76.73,Ionia Nisia
EL62,2019-07-01,11.31,3.4,78.99,Ionia Nisia
EL62,2019-10-01,16.7,3.23,59.07,Ionia Nisia
EL62,2020-01-01,17.21,3.09,58.92,Ionia Nisia
EL62,2020-04-01,18.22,3.41,55.6,Ionia Nisia
EL62,2020-07-01,14.61,3.59,61.3,Ionia Nisia
EL62,2020-10-01,18.05,3.52,52.84,Ionia Nisia
EL62,2021-01-01,20.13,3.71,45.74,Ionia Nisia
EL62,2021-04-01,21.45,4.53,42.77,Ionia Nisia
EL62,2021-07-01,17.12,4.82,45.78,Ionia Nisia
EL62,2021-10-01,23.01,4.4,38.92,Ionia Nisia
EL62,2022-01-01,25.94,4.19,32.94,Ionia Nisia
EL62,2022-04-01,25.99,6.23,37.4,Ionia Nisia
EL63,2019-01-01,15.52,2.43,40.11,Dytiki Elláda
EL63,2019-04-01,16.95,3.05,52.08,Dytiki Elláda
EL63,2019-07-01,16.34,2.78,52.27,Dytiki Elláda
EL63,2019-10-01,17.59,2.88,41.91,Dytiki Elláda
EL63,2020-01-01,17.8,2.99,40.98,Dytiki Elláda
EL63,2020-04-01,20.07,3.31,35.55,Dytiki Elláda
EL63,2020-07-01,19.44,3.46,38.67,Dytiki Elláda
EL63,2020-10-01,21.43,3.63,37.2,Dytiki Elláda
EL63,2021-01-01,25.09,4.23,31.44,Dytiki Elláda
EL63,2021-04-01,29.75,4.71,28.14,Dytiki Elláda
EL63,2021-07-01,28.29,4.67,29.67,Dytiki Elláda
EL63,2021-10-01,30.73,4.72,25.38,Dytiki Elláda
EL63,2022-01-01,33.87,4.98,23.42,Dytiki Elláda
EL63,2022-04-01,35.15,5.82,23.15,Dytiki Elláda
EL64,2019-01-01,16.47,2.57,44.87,Sterea Elláda
EL64,2019-04-01,15.83,2.75,54.75,Sterea Elláda
EL64,2019-07-01,15.26,2.32,50.34,Sterea Elláda
EL64,2019-10-01,17.33,2.63,42,Sterea Elláda
EL64,2020-01-01,18.34,2.83,37.96,Sterea Elláda
EL64,2020-04-01,18.68,2.85,39.92,Sterea Elláda
EL64,2020-07-01,17.5,3.02,40.22,Sterea Elláda
EL64,2020-10-01,21.02,3.41,37.79,Sterea Elláda
EL64,2021-01-01,22.31,3.66,32.56,Sterea Elláda
EL64,2021-04-01,24.92,4,31.36,Sterea Elláda
EL64,2021-07-01,22.82,3.83,30.59,Sterea Elláda
EL64,2021-10-01,27.6,4.37,26.35,Sterea Elláda
EL64,2022-01-01,28.58,4.35,24.41,Sterea Elláda
EL64,2022-04-01,30.68,4.97,26.36,Sterea Elláda
EL65,2019-01-01,17.39,3.11,39.49,Peloponnisos
EL65,2019-04-01,16.97,3.95,50.29,Peloponnisos
EL65,2019-07-01,16.38,3.74,52.05,Peloponnisos
EL65,2019-10-01,17.9,3.25,40.12,Peloponnisos
EL65,2020-01-01,19.35,3.39,38.54,Peloponnisos
EL65,2020-04-01,19.64,3.52,38.79,Peloponnisos
EL65,2020-07-01,18.52,4.18,38.82,Peloponnisos
EL65,2020-10-01,20.42,3.85,36.67,Peloponnisos
EL65,2021-01-01,21.86,4.08,32.09,Peloponnisos
EL65,2021-04-01,24.76,5.04,31.17,Peloponnisos
EL65,2021-07-01,23.21,4.89,31.85,Peloponnisos
EL65,2021-10-01,27.49,4.85,26.35,Peloponnisos
EL65,2022-01-01,29.42,4.99,24.59,Peloponnisos
EL65,2022-04-01,30.72,6.12,25.94,Peloponnisos
ES11,2019-01-01,81.28,60.34,43.16,Galicia
ES11,2019-04-01,78.61,59.48,44.37,Galicia
ES11,2019-07-01,74.32,62.79,45.08,Galicia
ES11,2019-10-01,78.08,66.47,38.08,Galicia
ES11,2020-01-01,83.49,69.95,35.15,Galicia
ES11,2020-04-01,82.86,70.74,33.92,Galicia
ES11,2020-07-01,82.59,74.67,36.64,Galicia
ES11,2020-10-01,106.2,93.16,27.23,Galicia
ES11,2021-01-01,118.23,104.83,27.42,Galicia
ES11,2021-04-01,142.43,111.95,27.98,Galicia
ES11,2021-07-01,137.16,112.52,31.01,Galicia
ES11,2021-10-01,165.39,135.05,26.51,Galicia
ES11,2022-01-01,170.81,143.03,26.47,Galicia
ES11,2022-04-01,166.25,141.02,25.63,Galicia
ES12,2019-01-01,93.23,63.29,27.9,Principado de Asturias
ES12,2019-04-01,83.65,57.47,36.72,Principado de Asturias
ES12,2019-07-01,81.23,57.5,32.87,Principado de Asturias
ES12,2019-10-01,85.79,60.24,20.68,Principado de Asturias
ES12,2020-01-01,87.82,63.26,21.99,Principado de Asturias
ES12,2020-04-01,92.14,69.86,25.69,Principado de Asturias
ES12,2020-07-01,85.89,66.86,30.55,Principado de Asturias
ES12,2020-10-01,107.18,79.59,23.71,Principado de Asturias
ES12,2021-01-01,131.77,101.91,22.05,Principado de Asturias
ES12,2021-04-01,144.53,102.52,27.54,Principado de Asturias
ES12,2021-07-01,128.06,89.14,33.83,Principado de Asturias
ES12,2021-10-01,157.25,107.87,26.92,Principado de Asturias
ES12,2022-01-01,168.36,125.84,22.53,Principado de Asturias
ES12,2022-04-01,179.53,136.09,23.64,Principado de Asturias
ES13,2019-01-01,89.71,77.27,36.64,Cantabria
ES13,2019-04-01,102.86,89.54,34.73,Cantabria
ES13,2019-07-01,96.87,93.64,33.38,Cantabria
ES13,2019-10-01,103.08,93.29,29.31,Cantabria
ES13,2020-01-01,93.98,91.77,26.76,Cantabria
ES13,2020-04-01,101.61,91.52,29.84,Cantabria
ES13,2020-07-01,92.81,93.1,34.66,Cantabria
ES13,2020-10-01,117.02,106.41,27.28,Cantabria
ES13,2021-01-01,139.29,125.41,21.68,Cantabria
ES13,2021-04-01,153.92,121.01,22.31,Cantabria
ES13,2021-07-01,139.6,116.77,28.5,Cantabria
ES13,2021-10-01,168.46,146.31,21.81,Cantabria
ES13,2022-01-01,179.62,152.26,20,Cantabria
ES13,2022-04-01,176.17,149.09,21.47,Cantabria
ES21,2019-01-01,105.98,78.7,24.09,País Vasco
ES21,2019-04-01,104.72,81.48,25.81,País Vasco
ES21,2019-07-01,110.79,81.94,21.24,País Vasco
ES21,2019-10-01,114.98,83.7,18.85,País Vasco
ES21,2020-01-01,121.38,83,17.51,País Vasco
ES21,2020-04-01,124.77,88.62,17.71,País Vasco
ES21,2020-07-01,130.64,102.56,18.13,País Vasco
ES21,2020-10-01,139.01,100.87,16.8,País Vasco
ES21,2021-01-01,155.57,113.6,15.53,País Vasco
ES21,2021-04-01,182.27,124.27,15.96,País Vasco
ES21,2021-07-01,186.35,134.77,16.06,País Vasco
ES21,2021-10-01,199.77,151.9,15.23,País Vasco
ES21,2022-01-01,210.28,166.63,15.41,País Vasco
ES21,2022-04-01,210.37,168.5,15.42,País Vasco
ES22,2019-01-01,111.75,82.06,31.03,Comunidad Foral de Navarra
ES22,2019-04-01,102.53,81.69,32.01,Comunidad Foral de Navarra
ES22,2019-07-01,96.61,79.6,31.36,Comunidad Foral de Navarra
ES22,2019-10-01,103.71,88.35,25.6,Comunidad Foral de Navarra
ES22,2020-01-01,109.52,87.55,24.36,Comunidad Foral de Navarra
ES22,2020-04-01,110.89,92.32,26.08,Comunidad Foral de Navarra
ES22,2020-07-01,121.14,109.5,29.21,Comunidad Foral de Navarra
ES22,2020-10-01,140.38,124.69,22.35,Comunidad Foral de Navarra
ES22,2021-01-01,152.16,135.02,19.66,Comunidad Foral de Navarra
ES22,2021-04-01,187.99,146.11,21.43,Comunidad Foral de Navarra
ES22,2021-07-01,171.78,133.27,21.33,Comunidad Foral de Navarra
ES22,2021-10-01,187.3,147.45,21.87,Comunidad Foral de Navarra
ES22,2022-01-01,206.3,166.69,21.9,Comunidad Foral de Navarra
ES22,2022-04-01,209.18,158.36,20.87,Comunidad Foral de Navarra
ES23,2019-01-01,119.72,92.37,28.95,La Rioja
ES23,2019-04-01,132.84,106.96,25.96,La Rioja
ES23,2019-07-01,110.58,93.11,30.74,La Rioja
ES23,2019-10-01,117.52,106.95,31.38,La Rioja
ES23,2020-01-01,112.8,92.81,23.05,La Rioja
ES23,2020-04-01,113.05,96.19,23.45,La Rioja
ES23,2020-07-01,119.07,106.15,24.55,La Rioja
ES23,2020-10-01,145.69,125.08,18.44,La Rioja
ES23,2021-01-01,154.71,133.98,18.1,La Rioja
ES23,2021-04-01,175.84,137.17,20.79,La Rioja
ES23,2021-07-01,168.49,124.84,19.32,La Rioja
ES23,2021-10-01,181.72,143.02,19.35,La Rioja
ES23,2022-01-01,205.39,151.07,17.64,La Rioja
ES23,2022-04-01,204.36,168.33,16.97,La Rioja
ES24,2019-01-01,103.43,89.6,33.01,Aragón
ES24,2019-04-01,94.05,89.89,34.93,Aragón
ES24,2019-07-01,87.06,82.51,34.97,Aragón
ES24,2019-10-01,93.39,83.77,27.08,Aragón
ES24,2020-01-01,95.59,81.9,26.96,Aragón
ES24,2020-04-01,95.68,89.72,25.74,Aragón
ES24,2020-07-01,91.15,94.04,29.17,Aragón
ES24,2020-10-01,97.9,92.71,24.88,Aragón
ES24,2021-01-01,113.98,117.02,23.48,Aragón
ES24,2021-04-01,156.66,118.53,25.77,Aragón
ES24,2021-07-01,153.59,122.78,24.87,Aragón
ES24,2021-10-01,174.82,143.14,21.06,Aragón
ES24,2022-01-01,178.51,145.99,23.41,Aragón
ES24,2022-04-01,174.19,145.29,24.34,Aragón
ES30,2019-01-01,134.99,123.44,10.2,Comunidad de Madrid
ES30,2019-04-01,134.26,123.39,10.11,Comunidad de Madrid
ES30,2019-07-01,133.88,128.21,9.06,Comunidad de Madrid
ES30,2019-10-01,136.21,131.01,7.58,Comunidad de Madrid
ES30,2020-01-01,139.65,134.4,8.03,Comunidad de Madrid
ES30,2020-04-01,152.77,144.35,7.87,Comunidad de Madrid
ES30,2020-07-01,164.58,154.14,8.04,Comunidad de Madrid
ES30,2020-10-01,172.75,160.37,7.25,Comunidad de Madrid
ES30,2021-01-01,194.44,177.58,6.68,Comunidad de Madrid
ES30,2021-04-01,207.49,183.87,6.82,Comunidad de Madrid
ES30,2021-07-01,215.61,193.77,6.83,Comunidad de Madrid
ES30,2021-10-01,224.36,204.13,6.59,Comunidad de Madrid
ES30,2022-01-01,236.41,213.7,6.51,Comunidad de Madrid
ES30,2022-04-01,233.49,211.4,7.12,Comunidad de Madrid
ES41,2019-01-01,95.31,79.9,29.69,Castilla y León
ES41,2019-04-01,86.04,73,35.48,Castilla y León
ES41,2019-07-01,94.1,83.55,35.45,Castilla y León
ES41,2019-10-01,95.19,86.65,26.73,Castilla y León
ES41,2020-01-01,100.79,88.7,27.37,Castilla y León
ES41,2020-04-01,106.28,91.89,26.91,Castilla y León
ES41,2020-07-01,101.75,89.52,33.39,Castilla y León
ES41,2020-10-01,131.32,115.04,22.16,Castilla y León
ES41,2021-01-01,151.35,128.74,20.95,Castilla y León
ES41,2021-04-01,155.37,128.33,23.16,Castilla y León
ES41,2021-07-01,144.19,119.71,29.83,Castilla y León
ES41,2021-10-01,176.97,151.34,19.68,Castilla y León
ES41,2022-01-01,189.39,158.68,19.11,Castilla y León
ES41,2022-04-01,182.91,151.96,20.55,Castilla y León
ES42,2019-01-01,88.63,79.96,29.55,Castilla-La Mancha
ES42,2019-04-01,98.55,88.75,33.29,Castilla-La Mancha
ES42,2019-07-01,93.81,86.58,26.47,Castilla-La Mancha
ES42,2019-10-01,98.63,93.59,20.34,Castilla-La Mancha
ES42,2020-01-01,101.75,95.38,21.53,Castilla-La Mancha
ES42,2020-04-01,103.44,93.53,23.86,Castilla-La Mancha
ES42,2020-07-01,113.03,103.93,21.31,Castilla-La Mancha
ES42,2020-10-01,131.17,123.69,16,Castilla-La Mancha
ES42,2021-01-01,150.54,139,16.5,Castilla-La Mancha
ES42,2021-04-01,163.68,140.9,17.03,Castilla-La Mancha
ES42,2021-07-01,162,140.07,16.58,Castilla-La Mancha
ES42,2021-10-01,187.13,164.16,13.9,Castilla-La Mancha
ES42,2022-01-01,201.09,174.45,13.1,Castilla-La Mancha
ES42,2022-04-01,188.38,166.86,15.87,Castilla-La Mancha
ES43,2019-01-01,78.18,75.75,40.3,Extremadura
ES43,2019-04-01,78.85,76.91,41.32,Extremadura
ES43,2019-07-01,83.15,80.22,35.78,Extremadura
ES43,2019-10-01,83.17,83.04,26.74,Extremadura
ES43,2020-01-01,84.78,80.57,28.28,Extremadura
ES43,2020-04-01,89.57,82.98,32.52,Extremadura
ES43,2020-07-01,99.66,96.17,30.07,Extremadura
ES43,2020-10-01,107.07,108.39,28.99,Extremadura
ES43,2021-01-01,129.04,123.38,25.96,Extremadura
