id,quarter,avg_d,avg_u,avg_l,name
AL011,2019-01-01,10.71,5.88,44.65,Dibër
AL011,2019-04-01,9.75,6.04,43.9,Dibër
AL011,2019-07-01,12.5,8.33,31.44,Dibër
AL011,2019-10-01,14.06,10.56,30.4,Dibër
AL011,2020-01-01,11.97,8.82,36.93,Dibër
AL011,2020-04-01,13.21,9.47,27.6,Dibër
AL011,2020-07-01,17.58,13.68,21.6,Dibër
AL011,2020-10-01,22.01,18.53,19.7,Dibër
AL011,2021-01-01,20.69,17.83,23.16,Dibër
AL011,2021-04-01,23.7,17.09,20.62,Dibër
AL011,2021-07-01,23.87,17.05,16.57,Dibër
AL011,2021-10-01,27.37,18.48,27.81,Dibër
AL011,2022-01-01,25.23,19.83,27.44,Dibër
AL011,2022-04-01,26.73,21.38,20.86,Dibër
AL012,2019-01-01,9.73,5.68,22.47,Durrës
AL012,2019-04-01,11.47,6.05,24.63,Durrës
AL012,2019-07-01,12.49,6.74,22.84,Durrës
AL012,2019-10-01,13.61,6.52,19.94,Durrës
AL012,2020-01-01,14.18,9.08,21.01,Durrës
AL012,2020-04-01,14.91,12.39,19.9,Durrës
AL012,2020-07-01,17.03,12.74,15.92,Durrës
AL012,2020-10-01,18.28,11.77,17.37,Durrës
AL012,2021-01-01,22.55,13.62,13.32,Durrës
AL012,2021-04-01,27.2,16.09,11.62,Durrës
AL012,2021-07-01,28.2,15.28,12.09,Durrës
AL012,2021-10-01,27.64,13.68,11.89,Durrës
AL012,2022-01-01,31.99,15.05,11.45,Durrës
AL012,2022-04-01,35.64,17.23,10.55,Durrës
AL013,2019-01-01,5.32,1.92,64.78,Kukës
AL013,2019-04-01,6.73,2.32,60.02,Kukës
AL013,2019-07-01,6.74,2.9,66.94,Kukës
AL013,2019-10-01,7.34,3.31,56.53,Kukës
AL013,2020-01-01,10.1,5.58,50.63,Kukës
AL013,2020-04-01,10.21,5.22,45.34,Kukës
AL013,2020-07-01,13.93,7.23,40.78,Kukës
AL013,2020-10-01,13.45,8.18,36.4,Kukës
AL013,2021-01-01,14.01,7.98,32.21,Kukës
AL013,2021-04-01,16.77,9.4,43.02,Kukës
AL013,2021-07-01,17.45,10.61,60.69,Kukës
AL013,2021-10-01,19.89,12.5,35.73,Kukës
AL013,2022-01-01,20.65,12.98,46.05,Kukës
AL013,2022-04-01,17.44,9.75,37.63,Kukës
AL014,2019-01-01,9.12,5.89,32.46,Lezhë
AL014,2019-04-01,9.12,5.45,33.4,Lezhë
AL014,2019-07-01,12.01,6.37,29.79,Lezhë
AL014,2019-10-01,13.04,7.65,24.51,Lezhë
AL014,2020-01-01,15.08,7.76,25.11,Lezhë
AL014,2020-04-01,15.4,7.83,26.44,Lezhë
AL014,2020-07-01,18.89,10.22,19.47,Lezhë
AL014,2020-10-01,19.2,10.19,19.43,Lezhë
AL014,2021-01-01,21.01,11.88,17.83,Lezhë
AL014,2021-04-01,26.07,14.01,16.94,Lezhë
AL014,2021-07-01,26.52,14.18,13.26,Lezhë
AL014,2021-10-01,27.1,13.4,14.82,Lezhë
AL014,2022-01-01,32.57,17.35,20.64,Lezhë
AL014,2022-04-01,38.82,19.59,10.82,Lezhë
AL015,2019-01-01,16.35,9.25,24.39,Shkodër
AL015,2019-04-01,17.05,10.19,28.56,Shkodër
AL015,2019-07-01,17.69,9.38,24.81,Shkodër
AL015,2019-10-01,19.85,11.81,21.12,Shkodër
AL015,2020-01-01,21.21,13.44,19.47,Shkodër
AL015,2020-04-01,21.82,13.3,17.36,Shkodër
AL015,2020-07-01,23.15,14.63,17.38,Shkodër
AL015,2020-10-01,27.93,18.44,16.02,Shkodër
AL015,2021-01-01,32.24,21.24,13.89,Shkodër
AL015,2021-04-01,35.87,21.45,15.61,Shkodër
AL015,2021-07-01,32.92,20.24,15.91,Shkodër
AL015,2021-10-01,38.81,22.55,14.45,Shkodër
AL015,2022-01-01,44.92,27.25,12.01,Shkodër
AL015,2022-04-01,55.87,29.8,8.94,Shkodër
AL021,2019-01-01,11.39,6.5,20.07,Elbasan
AL021,2019-04-01,12.63,7.9,21.08,Elbasan
AL021,2019-07-01,12.71,8.14,28.95,Elbasan
AL021,2019-10-01,13.17,8.31,21.11,Elbasan
AL021,2020-01-01,13.02,8.07,25.52,Elbasan
AL021,2020-04-01,14.78,8.24,19.62,Elbasan
AL021,2020-07-01,17.23,10.25,17.34,Elbasan
AL021,2020-10-01,19.66,11.21,18.02,Elbasan
AL021,2021-01-01,20.3,13.46,22.67,Elbasan
AL021,2021-04-01,26.2,14.71,14.01,Elbasan
AL021,2021-07-01,26.91,14.55,15.91,Elbasan
AL021,2021-10-01,28.6,16.65,15.27,Elbasan
AL021,2022-01-01,30.61,19.81,15.95,Elbasan
AL021,2022-04-01,34.41,21.42,10.89,Elbasan
AL022,2019-01-01,18.93,8.09,24.71,Tiranë
AL022,2019-04-01,21.15,8.88,22.51,Tiranë
AL022,2019-07-01,22.27,9.51,20.64,Tiranë
AL022,2019-10-01,23.97,10.19,19.38,Tiranë
AL022,2020-01-01,24.48,10.21,17.96,Tiranë
AL022,2020-04-01,25.02,10.23,18.34,Tiranë
AL022,2020-07-01,28.16,11.71,14.02,Tiranë
AL022,2020-10-01,31.55,11.47,15.14,Tiranë
AL022,2021-01-01,36.76,12.97,13.83,Tiranë
AL022,2021-04-01,42.18,14.21,13.27,Tiranë
AL022,2021-07-01,43.14,14.75,13.55,Tiranë
AL022,2021-10-01,48.17,15.33,14.17,Tiranë
AL022,2022-01-01,54.24,18.51,12.38,Tiranë
AL022,2022-04-01,54.75,20.27,9.71,Tiranë
AL031,2019-01-01,11.39,5.97,26.08,Berat
AL031,2019-04-01,10.08,6.16,32.42,Berat
AL031,2019-07-01,11.2,6.62,32.74,Berat
AL031,2019-10-01,11.31,5.92,28.96,Berat
AL031,2020-01-01,10.58,5.67,31.09,Berat
AL031,2020-04-01,12.81,6.39,28.63,Berat
AL031,2020-07-01,12.51,6.24,25.98,Berat
AL031,2020-10-01,16.96,8.17,22.23,Berat
AL031,2021-01-01,18.01,7.96,20.69,Berat
AL031,2021-04-01,22.77,10.22,22.07,Berat
AL031,2021-07-01,23.67,11.18,19.48,Berat
AL031,2021-10-01,27.69,13.34,17.02,Berat
AL031,2022-01-01,27.13,15.17,11.3,Berat
AL031,2022-04-01,29.38,18.22,13.15,Berat
AL032,2019-01-01,11.97,7.68,25.58,Fier
AL032,2019-04-01,12.05,7.53,23.64,Fier
AL032,2019-07-01,12.7,8.06,30.94,Fier
AL032,2019-10-01,14.54,10.58,20,Fier
AL032,2020-01-01,17.16,14.38,20.64,Fier
AL032,2020-04-01,17.68,13.29,18.85,Fier
AL032,2020-07-01,19.76,14.97,16.01,Fier
AL032,2020-10-01,21.39,15.73,16.38,Fier
AL032,2021-01-01,24.04,17.34,16.57,Fier
AL032,2021-04-01,30.99,20.94,13.08,Fier
AL032,2021-07-01,31.6,20.42,13.61,Fier
AL032,2021-10-01,32.62,21.22,12.72,Fier
AL032,2022-01-01,31.19,19.19,13.09,Fier
AL032,2022-04-01,30.43,20.06,11.66,Fier
AL033,2019-01-01,7.9,2.32,45.88,Gjirokastër
AL033,2019-04-01,7.67,2.38,40.12,Gjirokastër
AL033,2019-07-01,11.79,4.28,34.92,Gjirokastër
AL033,2019-10-01,8.97,3.49,35.57,Gjirokastër
AL033,2020-01-01,8.63,3.05,37.37,Gjirokastër
AL033,2020-04-01,7.74,2.77,35.18,Gjirokastër
AL033,2020-07-01,10.54,4.53,23.78,Gjirokastër
AL033,2020-10-01,10.85,4.4,27.34,Gjirokastër
AL033,2021-01-01,13.04,6.88,29.58,Gjirokastër
AL033,2021-04-01,15.52,7.73,26.5,Gjirokastër
AL033,2021-07-01,14.86,6.41,23.27,Gjirokastër
AL033,2021-10-01,16.26,7.19,17.83,Gjirokastër
AL033,2022-01-01,19.35,10.72,19.58,Gjirokastër
AL033,2022-04-01,19.9,12.06,18.17,Gjirokastër
AL034,2019-01-01,12.87,6.79,29.59,Korcë
AL034,2019-04-01,13.46,8.08,42.02,Korcë
AL034,2019-07-01,13.22,7.45,36.17,Korcë
AL034,2019-10-01,16.05,11.13,27.69,Korcë
AL034,2020-01-01,17.75,12.66,25.53,Korcë
AL034,2020-04-01,19.18,13.38,24.44,Korcë
AL034,2020-07-01,19.8,14.27,21.42,Korcë
AL034,2020-10-01,22.45,16.54,25.17,Korcë
AL034,2021-01-01,23.16,16.1,25.25,Korcë
AL034,2021-04-01,26.3,16.83,18.08,Korcë
AL034,2021-07-01,26.65,16.22,20.37,Korcë
AL034,2021-10-01,31.82,19.34,20.25,Korcë
AL034,2022-01-01,35.71,22.52,15.51,Korcë
AL034,2022-04-01,35.88,24.83,14.31,Korcë
AL035,2019-01-01,19.94,10.85,24.65,Vlorë
AL035,2019-04-01,18.11,10.75,25.34,Vlorë
AL035,2019-07-01,17.23,9.84,32.51,Vlorë
AL035,2019-10-01,16.35,7.92,31.21,Vlorë
AL035,2020-01-01,17.57,8.13,22.41,Vlorë
AL035,2020-04-01,18.16,8.91,21.54,Vlorë
AL035,2020-07-01,20.71,10.99,16.95,Vlorë
AL035,2020-10-01,23.23,9.15,18,Vlorë
AL035,2021-01-01,27.34,12.72,16.31,Vlorë
AL035,2021-04-01,28.25,13.6,14.45,Vlorë
AL035,2021-07-01,26.89,13.93,13.45,Vlorë
AL035,2021-10-01,31.67,11.42,13.62,Vlorë
AL035,2022-01-01,36.84,12.65,13.6,Vlorë
AL035,2022-04-01,37.66,19.05,11.7,Vlorë
AT111,2019-01-01,26.02,9.18,24.68,Mittelburgenland
AT111,2019-04-01,30.79,9.96,26.65,Mittelburgenland
AT111,2019-07-01,32.7,8.89,20.27,Mittelburgenland
AT111,2019-10-01,30.07,8.92,21.78,Mittelburgenland
AT111,2020-01-01,34.4,9.16,20.79,Mittelburgenland
AT111,2020-04-01,47.14,12.97,15.83,Mittelburgenland
AT111,2020-07-01,47.08,11.84,16.34,Mittelburgenland
AT111,2020-10-01,47.46,13.36,19.65,Mittelburgenland
AT111,2021-01-01,61.49,14.44,18.65,Mittelburgenland
AT111,2021-04-01,53.76,14.26,13.97,Mittelburgenland
AT111,2021-07-01,62.25,16.56,15.54,Mittelburgenland
AT111,2021-10-01,64.05,17.47,14.38,Mittelburgenland
AT111,2022-01-01,69.62,19.08,14.99,Mittelburgenland
AT111,2022-04-01,68.42,17.47,15.38,Mittelburgenland
AT112,2019-01-01,37.71,12,20.24,Nordburgenland
AT112,2019-04-01,39.68,11.58,25.15,Nordburgenland
AT112,2019-07-01,48.44,12.14,17.33,Nordburgenland
AT112,2019-10-01,52.53,12.71,15.63,Nordburgenland
AT112,2020-01-01,59.34,14.74,15.45,Nordburgenland
AT112,2020-04-01,63.74,16.74,14.13,Nordburgenland
AT112,2020-07-01,58.93,15.84,13.94,Nordburgenland
AT112,2020-10-01,67.27,16.71,13.56,Nordburgenland
AT112,2021-01-01,74.33,17.37,12.98,Nordburgenland
AT112,2021-04-01,73.3,17.81,13.61,Nordburgenland
AT112,2021-07-01,70.56,16.77,16.25,Nordburgenland
AT112,2021-10-01,83.85,19.04,14.95,Nordburgenland
AT112,2022-01-01,83.27,18.99,14.01,Nordburgenland
AT112,2022-04-01,85.73,19.45,13.66,Nordburgenland
AT113,2019-01-01,26.14,8.99,28.41,Südburgenland
AT113,2019-04-01,27.31,9.42,33.37,Südburgenland
AT113,2019-07-01,31.23,9.51,23.14,Südburgenland
AT113,2019-10-01,34.82,10.49,22.78,Südburgenland
AT113,2020-01-01,38.93,11.19,20.48,Südburgenland
AT113,2020-04-01,45.06,12.54,20.02,Südburgenland
AT113,2020-07-01,37.2,11.91,20.73,Südburgenland
AT113,2020-10-01,40.61,11.58,19.6,Südburgenland
AT113,2021-01-01,46.16,12.54,18.71,Südburgenland
AT113,2021-04-01,51.06,13.49,18.76,Südburgenland
AT113,2021-07-01,48.62,12.47,19.2,Südburgenland
AT113,2021-10-01,51.33,13.53,19.12,Südburgenland
AT113,2022-01-01,57.24,15.55,19.52,Südburgenland
AT113,2022-04-01,58.09,13.87,19.41,Südburgenland
AT121,2019-01-01,26.53,11.89,29.93,Mostviertel-Eisenwurzen
AT121,2019-04-01,27.81,11.09,32.77,Mostviertel-Eisenwurzen
AT121,2019-07-01,29.94,11.53,24.53,Mostviertel-Eisenwurzen
AT121,2019-10-01,31.6,14.1,20.84,Mostviertel-Eisenwurzen
AT121,2020-01-01,32.21,12.37,17.42,Mostviertel-Eisenwurzen
AT121,2020-04-01,32.71,11.44,19.28,Mostviertel-Eisenwurzen
AT121,2020-07-01,35.07,12.63,19.05,Mostviertel-Eisenwurzen
AT121,2020-10-01,36.41,13.14,20.08,Mostviertel-Eisenwurzen
AT121,2021-01-01,37.31,13.53,18.5,Mostviertel-Eisenwurzen
AT121,2021-04-01,43.68,16.03,18.18,Mostviertel-Eisenwurzen
AT121,2021-07-01,44.22,15.6,17.96,Mostviertel-Eisenwurzen
AT121,2021-10-01,51.37,18.71,17.7,Mostviertel-Eisenwurzen
AT121,2022-01-01,58.5,23.05,19.67,Mostviertel-Eisenwurzen
AT121,2022-04-01,62.83,23.78,17.07,Mostviertel-Eisenwurzen
AT122,2019-01-01,27.86,10.39,27.83,Niederösterreich-Süd
AT122,2019-04-01,32.9,11.96,27.36,Niederösterreich-Süd
AT122,2019-07-01,34.82,14.53,17.49,Niederösterreich-Süd
AT122,2019-10-01,38.77,13.22,16.89,Niederösterreich-Süd
AT122,2020-01-01,37.93,11.87,16.45,Niederösterreich-Süd
AT122,2020-04-01,43.38,12.98,17.11,Niederösterreich-Süd
AT122,2020-07-01,48.56,14.69,15.79,Niederösterreich-Süd
AT122,2020-10-01,49.85,14.55,16.31,Niederösterreich-Süd
AT122,2021-01-01,53.03,16.23,15.31,Niederösterreich-Süd
AT122,2021-04-01,58.1,16.15,15.83,Niederösterreich-Süd
AT122,2021-07-01,56.8,16,17.33,Niederösterreich-Süd
AT122,2021-10-01,64.1,17.13,15.8,Niederösterreich-Süd
AT122,2022-01-01,71.68,18.97,16.04,Niederösterreich-Süd
AT122,2022-04-01,74.96,20.13,15.21,Niederösterreich-Süd
AT123,2019-01-01,29.31,10.67,24.02,Sankt Pölten
AT123,2019-04-01,34.47,11.73,26.45,Sankt Pölten
AT123,2019-07-01,38.44,11.77,18.28,Sankt Pölten
AT123,2019-10-01,39.81,12.09,16.41,Sankt Pölten
AT123,2020-01-01,45.59,13.03,15.51,Sankt Pölten
AT123,2020-04-01,53.24,14.15,13.79,Sankt Pölten
AT123,2020-07-01,53.34,14.59,14.53,Sankt Pölten
AT123,2020-10-01,56.34,14.35,14.56,Sankt Pölten
AT123,2021-01-01,56.34,15,13.35,Sankt Pölten
AT123,2021-04-01,67.29,16.14,13.89,Sankt Pölten
AT123,2021-07-01,63.35,16.04,16.06,Sankt Pölten
AT123,2021-10-01,68.46,16.98,13.7,Sankt Pölten
AT123,2022-01-01,72.67,18.04,14.16,Sankt Pölten
AT123,2022-04-01,77.08,18.48,14.16,Sankt Pölten
AT124,2019-01-01,24.71,11.59,27.21,Waldviertel
AT124,2019-04-01,24.44,11.91,26.37,Waldviertel
AT124,2019-07-01,28.22,16.11,21.67,Waldviertel
AT124,2019-10-01,30.81,19.41,17.32,Waldviertel
AT124,2020-01-01,31.6,18.78,16.96,Waldviertel
AT124,2020-04-01,32.71,16.54,17.6,Waldviertel
AT124,2020-07-01,33.05,15.89,18.55,Waldviertel
AT124,2020-10-01,36.54,18.32,17.24,Waldviertel
AT124,2021-01-01,43.82,18.61,16.21,Waldviertel
AT124,2021-04-01,47.63,18.8,15.07,Waldviertel
AT124,2021-07-01,45.04,19.38,16.07,Waldviertel
AT124,2021-10-01,51.44,21.18,15.87,Waldviertel
AT124,2022-01-01,56.2,21.61,17.48,Waldviertel
AT124,2022-04-01,56.27,20.31,17.33,Waldviertel
AT125,2019-01-01,25.63,10.44,23.18,Weinviertel
AT125,2019-04-01,27.97,9.88,21.81,Weinviertel
AT125,2019-07-01,28.13,10.27,20.51,Weinviertel
AT125,2019-10-01,32.39,11,18.36,Weinviertel
AT125,2020-01-01,31.73,10.69,17.19,Weinviertel
AT125,2020-04-01,33.65,11.19,16.96,Weinviertel
AT125,2020-07-01,36.31,11.17,15.79,Weinviertel
AT125,2020-10-01,36.95,11.28,16.11,Weinviertel
AT125,2021-01-01,41.97,11.85,14.11,Weinviertel
AT125,2021-04-01,50.67,13.53,14.8,Weinviertel
AT125,2021-07-01,52.61,14,14.68,Weinviertel
AT125,2021-10-01,55.15,13.87,16.05,Weinviertel
AT125,2022-01-01,60.61,15.79,14.42,Weinviertel
AT125,2022-04-01,55.8,15.34,14.57,Weinviertel
AT126,2019-01-01,29.62,10.8,27.94,Wiener Umland/Nordteil
AT126,2019-04-01,33.72,11.25,23.46,Wiener Umland/Nordteil
AT126,2019-07-01,37.11,11.23,15.84,Wiener Umland/Nordteil
AT126,2019-10-01,41.6,11.94,14.43,Wiener Umland/Nordteil
AT126,2020-01-01,45.68,12.64,12.5,Wiener Umland/Nordteil
AT126,2020-04-01,47.72,13.22,12.79,Wiener Umland/Nordteil
AT126,2020-07-01,50.46,13.61,13.73,Wiener Umland/Nordteil
AT126,2020-10-01,53.68,14.35,13.52,Wiener Umland/Nordteil
AT126,2021-01-01,56.94,14.82,12.67,Wiener Umland/Nordteil
AT126,2021-04-01,62.31,15.15,13.61,Wiener Umland/Nordteil
AT126,2021-07-01,63.97,15.62,13.68,Wiener Umland/Nordteil
AT126,2021-10-01,72.92,17.09,12.9,Wiener Umland/Nordteil
AT126,2022-01-01,75.49,18.02,12.11,Wiener Umland/Nordteil
AT126,2022-04-01,76.29,18.34,12.26,Wiener Umland/Nordteil
AT127,2019-01-01,34.89,11.9,26.79,Wiener Umland/Südteil
AT127,2019-04-01,43.46,16.53,22.39,Wiener Umland/Südteil
AT127,2019-07-01,50.48,20.42,16.46,Wiener Umland/Südteil
AT127,2019-10-01,54.36,18.68,13.45,Wiener Umland/Südteil
AT127,2020-01-01,56.77,17.66,12.63,Wiener Umland/Südteil
AT127,2020-04-01,65.74,16.24,12.2,Wiener Umland/Südteil
AT127,2020-07-01,67.51,19.17,12.01,Wiener Umland/Südteil
AT127,2020-10-01,70.61,17.44,12.29,Wiener Umland/Südteil
AT127,2021-01-01,73.38,17.86,11.95,Wiener Umland/Südteil
AT127,2021-04-01,84.73,20.48,12.18,Wiener Umland/Südteil
AT127,2021-07-01,91.89,25.72,12.72,Wiener Umland/Südteil
AT127,2021-10-01,90.09,23.19,12.62,Wiener Umland/Südteil
AT127,2022-01-01,91.36,21.09,12.83,Wiener Umland/Südteil
AT127,2022-04-01,93.5,21.17,12.03,Wiener Umland/Südteil
AT130,2019-01-01,50.48,12.78,22.08,Wien
AT130,2019-04-01,58.25,14.09,20.67,Wien
AT130,2019-07-01,53.34,15.62,15.99,Wien
AT130,2019-10-01,67.37,15.93,14.11,Wien
AT130,2020-01-01,69.42,15.8,12.81,Wien
AT130,2020-04-01,67.92,16.4,12.05,Wien
AT130,2020-07-01,81.43,19.02,10.86,Wien
AT130,2020-10-01,88.96,22.02,11.24,Wien
AT130,2021-01-01,96.14,24.38,10.89,Wien
AT130,2021-04-01,111.12,25.86,11.2,Wien
AT130,2021-07-01,112.49,26.48,11.57,Wien
AT130,2021-10-01,117.66,27.5,11.2,Wien
AT130,2022-01-01,125.72,28.27,11.06,Wien
AT130,2022-04-01,124.82,29.1,11.25,Wien
AT211,2019-01-01,31.67,10.91,35.3,Klagenfurt-Villach
AT211,2019-04-01,31.62,11,36.48,Klagenfurt-Villach
AT211,2019-07-01,29.21,10.25,27.68,Klagenfurt-Villach
AT211,2019-10-01,38.52,11.82,24.69,Klagenfurt-Villach
AT211,2020-01-01,39.63,11.35,24.25,Klagenfurt-Villach
AT211,2020-04-01,44.78,12.18,23.18,Klagenfurt-Villach
AT211,2020-07-01,46.01,12.84,22.86,Klagenfurt-Villach
AT211,2020-10-01,52.48,14.28,20.39,Klagenfurt-Villach
AT211,2021-01-01,54.69,14.82,18.7,Klagenfurt-Villach
AT211,2021-04-01,63.62,16.28,19.76,Klagenfurt-Villach
AT211,2021-07-01,56.64,15.65,18.98,Klagenfurt-Villach
AT211,2021-10-01,68.96,17.6,17.81,Klagenfurt-Villach
AT211,2022-01-01,73.45,18.35,18.19,Klagenfurt-Villach
AT211,2022-04-01,72.12,18.16,19.95,Klagenfurt-Villach
AT212,2019-01-01,21.62,8.69,37.22,Oberkärnten
AT212,2019-04-01,21.97,8.51,40.42,Oberkärnten
AT212,2019-07-01,20.45,7.56,33.04,Oberkärnten
AT212,2019-10-01,25.43,9.15,26.47,Oberkärnten
AT212,2020-01-01,24.64,8.89,25.2,Oberkärnten
AT212,2020-04-01,30.3,9.68,25.17,Oberkärnten
AT212,2020-07-01,24.92,8.59,26.86,Oberkärnten
AT212,2020-10-01,33.66,10.84,23.09,Oberkärnten
AT212,2021-01-01,34.96,11.44,20.94,Oberkärnten
AT212,2021-04-01,37.76,12.54,22.33,Oberkärnten
AT212,2021-07-01,37.12,12.88,22.72,Oberkärnten
AT212,2021-10-01,45.31,12.53,23.28,Oberkärnten
AT212,2022-01-01,46.45,13.78,23.37,Oberkärnten
AT212,2022-04-01,44.75,12.52,21.62,Oberkärnten
AT213,2019-01-01,25.13,9.66,38.72,Unterkärnten
AT213,2019-04-01,24.82,9.52,38.01,Unterkärnten
AT213,2019-07-01,24.9,9.29,32.76,Unterkärnten
AT213,2019-10-01,30.61,10.24,29.38,Unterkärnten
AT213,2020-01-01,31.39,9.7,24.18,Unterkärnten
AT213,2020-04-01,34.08,10.28,24.74,Unterkärnten
AT213,2020-07-01,36.73,11.59,27.82,Unterkärnten
AT213,2020-10-01,38.43,11.8,24.06,Unterkärnten
AT213,2021-01-01,43.28,12.46,21.58,Unterkärnten
AT213,2021-04-01,49.73,13.33,20.27,Unterkärnten
AT213,2021-07-01,50.98,13.65,23.27,Unterkärnten
AT213,2021-10-01,52.89,13.88,21.35,Unterkärnten
AT213,2022-01-01,56.86,14.51,20.49,Unterkärnten
AT213,2022-04-01,59,14.74,21.73,Unterkärnten
AT221,2019-01-01,36.99,11.03,29.58,Graz
AT221,2019-04-01,40.71,11.94,29.55,Graz
AT221,2019-07-01,37.96,11.86,21.85,Graz
AT221,2019-10-01,49.05,13.02,21.03,Graz
AT221,2020-01-01,50.36,13.29,18.8,Graz
AT221,2020-04-01,51.39,13.97,17.81,Graz
AT221,2020-07-01,59.92,15.05,17.61,Graz
AT221,2020-10-01,64.38,16.58,17.12,Graz
AT221,2021-01-01,70.6,17.64,15.93,Graz
AT221,2021-04-01,78.32,18.94,16.1,Graz
AT221,2021-07-01,76.53,19.78,16.62,Graz
AT221,2021-10-01,83.25,20.24,15.98,Graz
AT221,2022-01-01,85.93,21.15,15.91,Graz
AT221,2022-04-01,87.92,22.39,15.94,Graz
AT222,2019-01-01,19.33,8.84,36.25,Liezen
AT222,2019-04-01,26.52,10.28,35.4,Liezen
AT222,2019-07-01,22.56,9.23,27.73,Liezen
AT222,2019-10-01,27.83,10.49,24.84,Liezen
AT222,2020-01-01,24.47,9.55,25.05,Liezen
AT222,2020-04-01,29.74,10.16,23.27,Liezen
AT222,2020-07-01,28.66,10.27,25.27,Liezen
AT222,2020-10-01,34.11,10.5,24.33,Liezen
AT222,2021-01-01,35.8,13.51,18.5,Liezen
AT222,2021-04-01,36.87,11.05,20.26,Liezen
AT222,2021-07-01,36.02,11.83,21.72,Liezen
AT222,2021-10-01,44.26,13.27,24.49,Liezen
AT222,2022-01-01,41.1,12.45,23.9,Liezen
AT222,2022-04-01,44.13,13.37,21.29,Liezen
AT223,2019-01-01,26.63,10,32.53,Östliche Obersteiermark
AT223,2019-04-01,28.87,9.76,32.61,Östliche Obersteiermark
AT223,2019-07-01,30.52,8.66,23.37,Östliche Obersteiermark
AT223,2019-10-01,31.02,9.38,24.72,Östliche Obersteiermark
AT223,2020-01-01,33.49,8.79,20.28,Östliche Obersteiermark
AT223,2020-04-01,38.16,9.37,23.36,Östliche Obersteiermark
AT223,2020-07-01,37.49,9.35,21.21,Östliche Obersteiermark
AT223,2020-10-01,38.37,10.32,21.69,Östliche Obersteiermark
AT223,2021-01-01,40.99,10.72,18.92,Östliche Obersteiermark
AT223,2021-04-01,42.36,10.75,18.72,Östliche Obersteiermark
AT223,2021-07-01,44.11,10.64,19.53,Östliche Obersteiermark
AT223,2021-10-01,53.6,12.43,18.98,Östliche Obersteiermark
AT223,2022-01-01,52.72,12.76,19.79,Östliche Obersteiermark
AT223,2022-04-01,56.27,13.53,21.93,Östliche Obersteiermark
AT224,2019-01-01,23.9,9.84,35.59,Oststeiermark
AT224,2019-04-01,24.3,9.63,31.86,Oststeiermark
AT224,2019-07-01,23.87,9.1,25.45,Oststeiermark
AT224,2019-10-01,25.47,9.56,22.56,Oststeiermark
AT224,2020-01-01,25.52,9,22.07,Oststeiermark
AT224,2020-04-01,27.13,9.08,24.47,Oststeiermark
AT224,2020-07-01,27.89,10.19,22.19,Oststeiermark
AT224,2020-10-01,32.01,10.42,21.28,Oststeiermark
AT224,2021-01-01,36.4,11.29,18.29,Oststeiermark
AT224,2021-04-01,38.08,11.73,18.31,Oststeiermark
AT224,2021-07-01,38.7,12.64,18.24,Oststeiermark
AT224,2021-10-01,46.8,14.27,16.72,Oststeiermark
AT224,2022-01-01,51.8,17.04,17.96,Oststeiermark
AT224,2022-04-01,53.09,17.8,17.01,Oststeiermark
AT225,2019-01-01,20.92,8.69,35.16,West- und Südsteiermark
AT225,2019-04-01,22.71,8.88,36.55,West- und Südsteiermark
AT225,2019-07-01,24.66,8.83,24.38,West- und Südsteiermark
AT225,2019-10-01,25.67,9.36,22.92,West- und Südsteiermark
AT225,2020-01-01,28.15,9.16,19.86,West- und Südsteiermark
AT225,2020-04-01,26.86,8.74,21.7,West- und Südsteiermark
AT225,2020-07-01,27.79,9.22,21.49,West- und Südsteiermark
AT225,2020-10-01,30.91,11.14,20.27,West- und Südsteiermark
AT225,2021-01-01,33.62,12.11,17.74,West- und Südsteiermark
AT225,2021-04-01,39.98,12.43,17.64,West- und Südsteiermark
AT225,2021-07-01,45.54,13.55,19.41,West- und Südsteiermark
AT225,2021-10-01,47.47,13.08,20.35,West- und Südsteiermark
AT225,2022-01-01,52.85,14.28,21.8,West- und Südsteiermark
AT225,2022-04-01,61.62,17.47,19.76,West- und Südsteiermark
AT226,2019-01-01,26.89,8.52,36.71,Westliche Obersteiermark
AT226,2019-04-01,29.83,9.22,28.15,Westliche Obersteiermark
AT226,2019-07-01,31.76,9.3,23.59,Westliche Obersteiermark
AT226,2019-10-01,32.87,8.24,19.43,Westliche Obersteiermark
AT226,2020-01-01,34.94,8.04,18.06,Westliche Obersteiermark
AT226,2020-04-01,37.93,8.79,19.64,Westliche Obersteiermark
AT226,2020-07-01,36.92,8.75,20.9,Westliche Obersteiermark
AT226,2020-10-01,40.92,9.77,17.23,Westliche Obersteiermark
AT226,2021-01-01,44.15,10.39,15.5,Westliche Obersteiermark
AT226,2021-04-01,46.1,12.66,15.08,Westliche Obersteiermark
AT226,2021-07-01,39.36,12.34,17.67,Westliche Obersteiermark
AT226,2021-10-01,46.09,11.49,18.41,Westliche Obersteiermark
AT226,2022-01-01,48.71,12.94,18.96,Westliche Obersteiermark
AT226,2022-04-01,49.09,14.17,20.22,Westliche Obersteiermark
AT311,2019-01-01,24.44,10.99,37.58,Innviertel
AT311,2019-04-01,27.37,11.26,36.26,Innviertel
AT311,2019-07-01,26.98,11.02,26.06,Innviertel
AT311,2019-10-01,29.63,13.02,23.82,Innviertel
AT311,2020-01-01,31.08,12.85,21.77,Innviertel
