id,quarter,avg_d,avg_u,avg_l,name
UKG33,2022-01-01,150.72,60.03,18.22,Coventry
UKG33,2022-04-01,157.76,66.2,16.98,Coventry
UKG36,2019-01-01,71.25,10.08,18.06,Dudley
UKG36,2019-04-01,77.55,11.02,17.49,Dudley
UKG36,2019-07-01,80.53,13.52,16.08,Dudley
UKG36,2019-10-01,80.9,14.35,16.27,Dudley
UKG36,2020-01-01,82.95,14.78,15.63,Dudley
UKG36,2020-04-01,86.53,15.54,16.22,Dudley
UKG36,2020-07-01,89.47,16.08,15.53,Dudley
UKG36,2020-10-01,93.19,16.75,14.7,Dudley
UKG36,2021-01-01,101.76,17.84,13.69,Dudley
UKG36,2021-04-01,105.53,17.81,18.62,Dudley
UKG36,2021-07-01,113.91,19.48,18.59,Dudley
UKG36,2021-10-01,122.09,19.68,19.13,Dudley
UKG36,2022-01-01,131.56,20.64,19.29,Dudley
UKG36,2022-04-01,134.47,21.99,20.17,Dudley
UKG37,2019-01-01,63.13,10.26,17.96,Sandwell
UKG37,2019-04-01,70.31,11.02,19.81,Sandwell
UKG37,2019-07-01,73.91,13.53,17.13,Sandwell
UKG37,2019-10-01,77.36,14.34,17.21,Sandwell
UKG37,2020-01-01,78.92,14.7,16.42,Sandwell
UKG37,2020-04-01,81.01,15.27,15.95,Sandwell
UKG37,2020-07-01,82.7,15.9,15.52,Sandwell
UKG37,2020-10-01,92.76,17,14.32,Sandwell
UKG37,2021-01-01,96.85,17.37,13.33,Sandwell
UKG37,2021-04-01,108.41,18.18,17.31,Sandwell
UKG37,2021-07-01,111.83,19.13,17.11,Sandwell
UKG37,2021-10-01,123.93,20.54,18.66,Sandwell
UKG37,2022-01-01,132.95,22.38,18.03,Sandwell
UKG37,2022-04-01,139.32,24.09,18.4,Sandwell
UKG38,2019-01-01,62.15,10.47,18.22,Walsall
UKG38,2019-04-01,69.43,11.7,18.17,Walsall
UKG38,2019-07-01,73.23,13.88,18.66,Walsall
UKG38,2019-10-01,74.36,14.37,17.08,Walsall
UKG38,2020-01-01,75.78,14.86,15.75,Walsall
UKG38,2020-04-01,79.88,15.36,16.63,Walsall
UKG38,2020-07-01,80.81,15.92,15.28,Walsall
UKG38,2020-10-01,84,16.35,14.8,Walsall
UKG38,2021-01-01,89.94,17.26,13.35,Walsall
UKG38,2021-04-01,102.92,18.04,16.33,Walsall
UKG38,2021-07-01,106.63,18.85,17.51,Walsall
UKG38,2021-10-01,117.12,20.36,18.25,Walsall
UKG38,2022-01-01,123.38,21.2,18.42,Walsall
UKG38,2022-04-01,128.94,21.67,19.4,Walsall
UKG39,2019-01-01,75.99,9.98,16.87,Wolverhampton
UKG39,2019-04-01,79.88,11.35,17.75,Wolverhampton
UKG39,2019-07-01,82.22,13.56,16.6,Wolverhampton
UKG39,2019-10-01,85.02,14.8,15.69,Wolverhampton
UKG39,2020-01-01,82.8,14.9,15.36,Wolverhampton
UKG39,2020-04-01,84.81,15.32,15.37,Wolverhampton
UKG39,2020-07-01,85.8,15.83,15.79,Wolverhampton
UKG39,2020-10-01,92.83,16.58,13.89,Wolverhampton
UKG39,2021-01-01,100.4,17.64,13.24,Wolverhampton
UKG39,2021-04-01,106.9,17.8,17.66,Wolverhampton
UKG39,2021-07-01,119.37,19.17,18.58,Wolverhampton
UKG39,2021-10-01,127.42,20.05,19.87,Wolverhampton
UKG39,2022-01-01,134.61,23.49,19.03,Wolverhampton
UKG39,2022-04-01,141.05,26.47,19.48,Wolverhampton
UKH11,2019-01-01,60.96,17.07,18.57,Peterborough
UKH11,2019-04-01,71.14,23.01,22.27,Peterborough
UKH11,2019-07-01,78.08,30.47,18.31,Peterborough
UKH11,2019-10-01,84.09,41.06,15.75,Peterborough
UKH11,2020-01-01,83.91,44.71,16.27,Peterborough
UKH11,2020-04-01,82.54,39.19,17.62,Peterborough
UKH11,2020-07-01,83.92,41.25,16.87,Peterborough
UKH11,2020-10-01,92.92,48.67,15.53,Peterborough
UKH11,2021-01-01,103.22,51.18,15.12,Peterborough
UKH11,2021-04-01,117.89,52.93,15.55,Peterborough
UKH11,2021-07-01,120.57,54.13,14.93,Peterborough
UKH11,2021-10-01,135.46,68.21,13.8,Peterborough
UKH11,2022-01-01,151.56,84.26,12.9,Peterborough
UKH11,2022-04-01,157.14,93.62,13.55,Peterborough
UKH12,2019-01-01,54.38,10.99,20.86,Cambridgeshire CC
UKH12,2019-04-01,56.97,11.73,22.66,Cambridgeshire CC
UKH12,2019-07-01,62.77,13.49,19.64,Cambridgeshire CC
UKH12,2019-10-01,62.6,14.12,19.36,Cambridgeshire CC
UKH12,2020-01-01,63.98,15.32,18.52,Cambridgeshire CC
UKH12,2020-04-01,64.55,14.56,20.94,Cambridgeshire CC
UKH12,2020-07-01,65.14,15.63,18.96,Cambridgeshire CC
UKH12,2020-10-01,71.23,17.13,16.26,Cambridgeshire CC
UKH12,2021-01-01,81.1,18.71,16.9,Cambridgeshire CC
UKH12,2021-04-01,91.15,20.32,17.3,Cambridgeshire CC
UKH12,2021-07-01,96.62,22.54,16.66,Cambridgeshire CC
UKH12,2021-10-01,104.79,25.14,16.74,Cambridgeshire CC
UKH12,2022-01-01,112.17,29.01,16.14,Cambridgeshire CC
UKH12,2022-04-01,115.23,30.14,16.42,Cambridgeshire CC
UKH14,2019-01-01,38.62,10.29,23.63,Suffolk
UKH14,2019-04-01,41.19,10.72,26.4,Suffolk
UKH14,2019-07-01,42.32,11.36,25.07,Suffolk
UKH14,2019-10-01,42.77,11.97,20.87,Suffolk
UKH14,2020-01-01,44.73,12.39,20.2,Suffolk
UKH14,2020-04-01,46.09,12.6,21.8,Suffolk
UKH14,2020-07-01,49.23,13.88,18.19,Suffolk
UKH14,2020-10-01,53.89,14.78,16.42,Suffolk
UKH14,2021-01-01,58.82,16.02,16.84,Suffolk
UKH14,2021-04-01,66.17,17.44,18.07,Suffolk
UKH14,2021-07-01,69.55,18.52,18.04,Suffolk
UKH14,2021-10-01,76.37,20.12,17.38,Suffolk
UKH14,2022-01-01,81.71,23.39,17.67,Suffolk
UKH14,2022-04-01,87.26,26.14,17.44,Suffolk
UKH15,2019-01-01,49.23,9.76,23,Norwich and East Norfolk
UKH15,2019-04-01,52.86,10.3,24.39,Norwich and East Norfolk
UKH15,2019-07-01,57.78,11.9,23.64,Norwich and East Norfolk
UKH15,2019-10-01,59.91,12.96,20.7,Norwich and East Norfolk
UKH15,2020-01-01,62.6,13.73,19.64,Norwich and East Norfolk
UKH15,2020-04-01,61.58,13.69,20.17,Norwich and East Norfolk
UKH15,2020-07-01,59.74,13.78,21.33,Norwich and East Norfolk
UKH15,2020-10-01,65.58,14.8,18.37,Norwich and East Norfolk
UKH15,2021-01-01,74.15,15.62,17.01,Norwich and East Norfolk
UKH15,2021-04-01,77.02,15.38,19,Norwich and East Norfolk
UKH15,2021-07-01,81.64,16.31,18.92,Norwich and East Norfolk
UKH15,2021-10-01,90.76,17.73,16.78,Norwich and East Norfolk
UKH15,2022-01-01,96.52,19.32,16.86,Norwich and East Norfolk
UKH15,2022-04-01,102.01,20.22,16.43,Norwich and East Norfolk
UKH16,2019-01-01,29.34,8.69,28.05,North and West Norfolk
UKH16,2019-04-01,28.57,8.7,37.52,North and West Norfolk
UKH16,2019-07-01,30.12,9.17,31.26,North and West Norfolk
UKH16,2019-10-01,32.56,10.02,25.51,North and West Norfolk
UKH16,2020-01-01,33.3,10.2,24.25,North and West Norfolk
UKH16,2020-04-01,34.39,10.45,24.33,North and West Norfolk
UKH16,2020-07-01,38.16,11.61,21.52,North and West Norfolk
UKH16,2020-10-01,39.57,11.91,20.33,North and West Norfolk
UKH16,2021-01-01,40.45,12.03,18.81,North and West Norfolk
UKH16,2021-04-01,43.5,12.33,20.85,North and West Norfolk
UKH16,2021-07-01,48.7,13.57,20.53,North and West Norfolk
UKH16,2021-10-01,55.18,15.67,19.14,North and West Norfolk
UKH16,2022-01-01,66.27,22.61,19.62,North and West Norfolk
UKH16,2022-04-01,69.63,24.15,17.89,North and West Norfolk
UKH17,2019-01-01,29.73,9.19,28.36,Breckland and South Norfolk
UKH17,2019-04-01,31.35,9.64,31.48,Breckland and South Norfolk
UKH17,2019-07-01,33.05,10.13,33.95,Breckland and South Norfolk
UKH17,2019-10-01,33.33,10.43,26.35,Breckland and South Norfolk
UKH17,2020-01-01,35.98,11.18,24.05,Breckland and South Norfolk
UKH17,2020-04-01,36.77,11.45,26.08,Breckland and South Norfolk
UKH17,2020-07-01,43.64,14.48,20.48,Breckland and South Norfolk
UKH17,2020-10-01,44.94,15,19.84,Breckland and South Norfolk
UKH17,2021-01-01,45.77,14.39,19.99,Breckland and South Norfolk
UKH17,2021-04-01,56.47,18.55,19.86,Breckland and South Norfolk
UKH17,2021-07-01,65,20.2,18.65,Breckland and South Norfolk
UKH17,2021-10-01,79.97,29.17,16.15,Breckland and South Norfolk
UKH17,2022-01-01,84.23,28.09,15.33,Breckland and South Norfolk
UKH17,2022-04-01,85.22,28.05,15.05,Breckland and South Norfolk
UKH21,2019-01-01,73.48,9.83,16.24,Luton
UKH21,2019-04-01,82.94,11.78,14.13,Luton
UKH21,2019-07-01,84.16,13.94,13.43,Luton
UKH21,2019-10-01,82.53,14.82,13.88,Luton
UKH21,2020-01-01,84.95,15.57,12.65,Luton
UKH21,2020-04-01,86.2,15.57,13.55,Luton
UKH21,2020-07-01,89.23,16.86,12.32,Luton
UKH21,2020-10-01,94.15,17.16,11.29,Luton
UKH21,2021-01-01,101.2,18.09,11.51,Luton
UKH21,2021-04-01,119.71,19.8,13.3,Luton
UKH21,2021-07-01,120.74,19.95,12.79,Luton
UKH21,2021-10-01,133.64,21.69,14.32,Luton
UKH21,2022-01-01,140.35,22.08,14.16,Luton
UKH21,2022-04-01,132.98,21.69,16.24,Luton
UKH23,2019-01-01,63.1,11.13,19.24,Hertfordshire
UKH23,2019-04-01,67.2,12.15,19.4,Hertfordshire
UKH23,2019-07-01,70.76,14.01,17.22,Hertfordshire
UKH23,2019-10-01,72.3,14.71,15.8,Hertfordshire
UKH23,2020-01-01,72.29,15.02,16.74,Hertfordshire
UKH23,2020-04-01,74.44,14.89,16.72,Hertfordshire
UKH23,2020-07-01,76.77,16.24,15.2,Hertfordshire
UKH23,2020-10-01,83.45,17.21,13.93,Hertfordshire
UKH23,2021-01-01,90.93,17.87,13.77,Hertfordshire
UKH23,2021-04-01,104.94,19.99,14.45,Hertfordshire
UKH23,2021-07-01,109.27,20.85,15.08,Hertfordshire
UKH23,2021-10-01,120.67,23.16,16.51,Hertfordshire
UKH23,2022-01-01,126.48,25.26,15.27,Hertfordshire
UKH23,2022-04-01,130.38,26.58,15.34,Hertfordshire
UKH24,2019-01-01,58.1,10.67,21.1,Bedford
UKH24,2019-04-01,63.49,11.64,18.65,Bedford
UKH24,2019-07-01,68.84,13.8,17.16,Bedford
UKH24,2019-10-01,68.38,14.52,15.25,Bedford
UKH24,2020-01-01,69.72,14.64,15.63,Bedford
UKH24,2020-04-01,71.21,15.16,16.52,Bedford
UKH24,2020-07-01,76.04,17.27,16.2,Bedford
UKH24,2020-10-01,77.1,17.55,15.83,Bedford
UKH24,2021-01-01,87.17,18.57,14.26,Bedford
UKH24,2021-04-01,99.36,19.71,14.38,Bedford
UKH24,2021-07-01,102.91,21,16.27,Bedford
UKH24,2021-10-01,111.96,22.55,15.01,Bedford
UKH24,2022-01-01,118.87,23.68,15.63,Bedford
UKH24,2022-04-01,122.95,23.68,17.44,Bedford
UKH25,2019-01-01,57.29,11.58,18.77,Central Bedfordshire
UKH25,2019-04-01,63.1,12.69,17.71,Central Bedfordshire
UKH25,2019-07-01,66.3,14.23,17.68,Central Bedfordshire
UKH25,2019-10-01,67.6,14.94,17.23,Central Bedfordshire
UKH25,2020-01-01,68.35,15.08,16.03,Central Bedfordshire
UKH25,2020-04-01,69.68,15.92,16.93,Central Bedfordshire
UKH25,2020-07-01,71.36,17.77,16.68,Central Bedfordshire
UKH25,2020-10-01,77.46,18.19,14.91,Central Bedfordshire
UKH25,2021-01-01,84.45,19,13.99,Central Bedfordshire
UKH25,2021-04-01,98.27,21.23,14.33,Central Bedfordshire
UKH25,2021-07-01,105.1,23,14.61,Central Bedfordshire
UKH25,2021-10-01,114.3,24.51,15.08,Central Bedfordshire
UKH25,2022-01-01,120.18,25.55,14.41,Central Bedfordshire
UKH25,2022-04-01,121.27,25.37,14.86,Central Bedfordshire
UKH31,2019-01-01,60.64,10.38,17.58,Southend-on-Sea
UKH31,2019-04-01,62.78,11.46,16.76,Southend-on-Sea
UKH31,2019-07-01,68.22,12.94,16.77,Southend-on-Sea
UKH31,2019-10-01,70.79,15.01,13.8,Southend-on-Sea
UKH31,2020-01-01,72.79,19.37,14.85,Southend-on-Sea
UKH31,2020-04-01,77.39,21.66,13.86,Southend-on-Sea
UKH31,2020-07-01,79.06,22.99,12.89,Southend-on-Sea
UKH31,2020-10-01,86.8,25.66,12.07,Southend-on-Sea
UKH31,2021-01-01,94,25.98,13.48,Southend-on-Sea
UKH31,2021-04-01,105.24,28.02,13.87,Southend-on-Sea
UKH31,2021-07-01,111.92,36.59,12.83,Southend-on-Sea
UKH31,2021-10-01,119.75,39.71,14.34,Southend-on-Sea
UKH31,2022-01-01,125.76,44.98,14.36,Southend-on-Sea
UKH31,2022-04-01,136.25,54.56,15.05,Southend-on-Sea
UKH32,2019-01-01,65.98,12.57,17.82,Thurrock
UKH32,2019-04-01,78.25,11.75,16.8,Thurrock
UKH32,2019-07-01,79.25,13.86,15.75,Thurrock
UKH32,2019-10-01,80.88,15.56,16.19,Thurrock
UKH32,2020-01-01,80.05,16.18,14.62,Thurrock
UKH32,2020-04-01,83.69,16.47,16.17,Thurrock
UKH32,2020-07-01,83.93,17.28,15.55,Thurrock
UKH32,2020-10-01,93.12,19.84,12.57,Thurrock
UKH32,2021-01-01,101.62,19.48,13.78,Thurrock
UKH32,2021-04-01,110.43,21.08,14.26,Thurrock
UKH32,2021-07-01,121.75,22.71,14.57,Thurrock
UKH32,2021-10-01,132.47,25.42,14.65,Thurrock
UKH32,2022-01-01,138.12,25.76,13.97,Thurrock
UKH32,2022-04-01,144.45,28.05,15.2,Thurrock
UKH34,2019-01-01,38.64,10.16,26.65,Essex Haven Gateway
UKH34,2019-04-01,39.27,10.13,28.38,Essex Haven Gateway
UKH34,2019-07-01,41.94,12.91,23.93,Essex Haven Gateway
UKH34,2019-10-01,41.72,12.39,21.76,Essex Haven Gateway
UKH34,2020-01-01,44,13.76,22.78,Essex Haven Gateway
UKH34,2020-04-01,50.48,20.12,24.49,Essex Haven Gateway
UKH34,2020-07-01,51.86,22,21.17,Essex Haven Gateway
UKH34,2020-10-01,54.46,22.93,17.89,Essex Haven Gateway
UKH34,2021-01-01,65.54,32.28,16.57,Essex Haven Gateway
UKH34,2021-04-01,77.62,38.08,16.97,Essex Haven Gateway
UKH34,2021-07-01,83.31,41.04,16.42,Essex Haven Gateway
UKH34,2021-10-01,87.12,39.08,17.19,Essex Haven Gateway
UKH34,2022-01-01,89.37,38.16,16.17,Essex Haven Gateway
UKH34,2022-04-01,93.68,41.62,15.78,Essex Haven Gateway
UKH35,2019-01-01,57.78,13.26,23.5,West Essex
UKH35,2019-04-01,63.36,17.54,23.33,West Essex
UKH35,2019-07-01,64.63,17.24,21.69,West Essex
UKH35,2019-10-01,68.16,19.77,19.73,West Essex
UKH35,2020-01-01,69.92,19.55,21.46,West Essex
UKH35,2020-04-01,69.47,19.3,20,West Essex
UKH35,2020-07-01,75.27,24.13,17.14,West Essex
UKH35,2020-10-01,82.7,25.94,18.64,West Essex
UKH35,2021-01-01,88.18,25.72,17.1,West Essex
UKH35,2021-04-01,105.43,34.43,14.99,West Essex
UKH35,2021-07-01,115.16,36.1,15.87,West Essex
UKH35,2021-10-01,119.62,38.22,16.21,West Essex
UKH35,2022-01-01,122.03,37.98,15.22,West Essex
UKH35,2022-04-01,126.37,41.01,15.13,West Essex
UKH36,2019-01-01,40.32,10.13,21.43,Heart of Essex
UKH36,2019-04-01,40.96,10.52,24.72,Heart of Essex
UKH36,2019-07-01,45.47,11.95,20.18,Heart of Essex
UKH36,2019-10-01,49.46,15.16,18.46,Heart of Essex
UKH36,2020-01-01,48.77,15.06,16.37,Heart of Essex
UKH36,2020-04-01,48.79,14.49,17.47,Heart of Essex
UKH36,2020-07-01,52.47,15.78,15.13,Heart of Essex
UKH36,2020-10-01,60.58,19.14,14.48,Heart of Essex
UKH36,2021-01-01,66.68,21.71,13.61,Heart of Essex
UKH36,2021-04-01,78.37,23.5,12.64,Heart of Essex
UKH36,2021-07-01,84.14,24.1,13.46,Heart of Essex
UKH36,2021-10-01,92.97,26.19,14.47,Heart of Essex
UKH36,2022-01-01,96.74,27.15,13.03,Heart of Essex
UKH36,2022-04-01,102.12,29.05,14.14,Heart of Essex
UKH37,2019-01-01,51.31,10.09,17.21,Essex Thames Gateway
UKH37,2019-04-01,55.03,11.18,18.9,Essex Thames Gateway
UKH37,2019-07-01,58.92,12.26,15.9,Essex Thames Gateway
UKH37,2019-10-01,64.06,13.18,14.36,Essex Thames Gateway
UKH37,2020-01-01,63.68,13.65,14.04,Essex Thames Gateway
UKH37,2020-04-01,64.54,13.98,14.95,Essex Thames Gateway
UKH37,2020-07-01,66.58,15.67,14.08,Essex Thames Gateway
UKH37,2020-10-01,72.17,16.34,13.04,Essex Thames Gateway
UKH37,2021-01-01,79.5,17.8,12.01,Essex Thames Gateway
UKH37,2021-04-01,90.87,19.55,12.84,Essex Thames Gateway
UKH37,2021-07-01,96.23,21.26,13.01,Essex Thames Gateway
UKH37,2021-10-01,107.58,21.86,14.52,Essex Thames Gateway
UKH37,2022-01-01,111.57,23.74,14.62,Essex Thames Gateway
UKH37,2022-04-01,113.63,25.93,14.44,Essex Thames Gateway
UKI31,2019-01-01,55.9,19.79,22.41,Camden and City of London
UKI31,2019-04-01,58.18,20.98,21.76,Camden and City of London
UKI31,2019-07-01,61.79,23.04,19.07,Camden and City of London
UKI31,2019-10-01,67.41,24.95,16.41,Camden and City of London
UKI31,2020-01-01,69.17,24.85,16.78,Camden and City of London
UKI31,2020-04-01,77.15,20.58,16.23,Camden and City of London
UKI31,2020-07-01,77.07,24.02,14.6,Camden and City of London
UKI31,2020-10-01,84.84,26.77,13.88,Camden and City of London
UKI31,2021-01-01,93.42,31.87,13.17,Camden and City of London
UKI31,2021-04-01,112.72,43.82,13.71,Camden and City of London
UKI31,2021-07-01,123.13,57.1,12.98,Camden and City of London
UKI31,2021-10-01,121.63,53.46,17.55,Camden and City of London
UKI31,2022-01-01,130.57,61.93,16.05,Camden and City of London
UKI31,2022-04-01,130.19,64.07,13.84,Camden and City of London
UKI32,2019-01-01,45.14,27.07,25.66,Westminster
UKI32,2019-04-01,45.24,27.16,25.58,Westminster
UKI32,2019-07-01,49.97,31.6,23.38,Westminster
UKI32,2019-10-01,54.6,34.08,19.61,Westminster
UKI32,2020-01-01,56.46,35.15,18.38,Westminster
UKI32,2020-04-01,65.55,36.66,17.66,Westminster
UKI32,2020-07-01,69.72,41.21,14.48,Westminster
UKI32,2020-10-01,78.51,48.66,13.37,Westminster
UKI32,2021-01-01,83.83,51.48,12.21,Westminster
UKI32,2021-04-01,97.93,58.54,14.31,Westminster
UKI32,2021-07-01,104.28,67.9,13.35,Westminster
UKI32,2021-10-01,104.25,66.85,17.33,Westminster
UKI32,2022-01-01,109.57,71.78,14.74,Westminster
UKI32,2022-04-01,110.63,74.43,13.95,Westminster
UKI33,2019-01-01,58.19,22.17,19.08,Kensington & Chelsea and Hammersmith & Fulham
UKI33,2019-04-01,59.11,22,21.53,Kensington & Chelsea and Hammersmith & Fulham
UKI33,2019-07-01,61.53,23.94,17.45,Kensington & Chelsea and Hammersmith & Fulham
UKI33,2019-10-01,64.25,24.18,17.03,Kensington & Chelsea and Hammersmith & Fulham
UKI33,2020-01-01,63.77,23.88,16.24,Kensington & Chelsea and Hammersmith & Fulham
UKI33,2020-04-01,69.68,23.43,15.38,Kensington & Chelsea and Hammersmith & Fulham
UKI33,2020-07-01,72.44,25.35,13.63,Kensington & Chelsea and Hammersmith & Fulham
UKI33,2020-10-01,81.14,30.23,12.58,Kensington & Chelsea and Hammersmith & Fulham
UKI33,2021-01-01,87.34,33.33,11.98,Kensington & Chelsea and Hammersmith & Fulham
UKI33,2021-04-01,101.71,37.5,12.79,Kensington & Chelsea and Hammersmith & Fulham
UKI33,2021-07-01,106.8,43.97,12.57,Kensington & Chelsea and Hammersmith & Fulham
UKI33,2021-10-01,112.23,49.9,15.18,Kensington & Chelsea and Hammersmith & Fulham
UKI33,2022-01-01,116.77,53.99,13.56,Kensington & Chelsea and Hammersmith & Fulham
UKI33,2022-04-01,119.88,56.88,12.81,Kensington & Chelsea and Hammersmith & Fulham
UKI34,2019-01-01,63.47,23.76,16.69,Wandsworth
UKI34,2019-04-01,68.54,25.13,15.8,Wandsworth
UKI34,2019-07-01,75,31.66,14.34,Wandsworth
UKI34,2019-10-01,73.46,30,14.41,Wandsworth
UKI34,2020-01-01,71.88,27.89,13.19,Wandsworth
UKI34,2020-04-01,73.53,26.57,14,Wandsworth
UKI34,2020-07-01,79.08,30.06,12.96,Wandsworth
UKI34,2020-10-01,93.91,41.3,10.48,Wandsworth
UKI34,2021-01-01,98.36,41.68,10.52,Wandsworth
UKI34,2021-04-01,111.72,44.95,11.16,Wandsworth
UKI34,2021-07-01,119.19,50.58,11.09,Wandsworth
UKI34,2021-10-01,122.79,53.13,12.35,Wandsworth
UKI34,2022-01-01,129.06,58.94,11.24,Wandsworth
UKI34,2022-04-01,132.16,60.78,11.73,Wandsworth
UKI41,2019-01-01,65.09,19.41,15.91,Hackney and Newham
UKI41,2019-04-01,66.26,19.09,17.64,Hackney and Newham
UKI41,2019-07-01,72.08,22.68,14.64,Hackney and Newham
UKI41,2019-10-01,73.73,22.82,13.84,Hackney and Newham
UKI41,2020-01-01,74.57,24.13,13.6,Hackney and Newham
UKI41,2020-04-01,78.96,23.14,14.21,Hackney and Newham
UKI41,2020-07-01,81.76,24.71,12.91,Hackney and Newham
UKI41,2020-10-01,90.17,29.22,11.26,Hackney and Newham
UKI41,2021-01-01,101.86,33.97,11.57,Hackney and Newham
UKI41,2021-04-01,121.97,44.57,11.24,Hackney and Newham
UKI41,2021-07-01,128.93,55.14,10.97,Hackney and Newham
UKI41,2021-10-01,133.24,60.43,12.9,Hackney and Newham
UKI41,2022-01-01,147.29,68.1,12.23,Hackney and Newham
UKI41,2022-04-01,147.8,72.69,11.37,Hackney and Newham
UKI42,2019-01-01,55.54,33.2,22.51,Tower Hamlets
UKI42,2019-04-01,58.43,34.25,21.03,Tower Hamlets
UKI42,2019-07-01,62.77,37.29,17.22,Tower Hamlets
UKI42,2019-10-01,66.33,38.27,16.31,Tower Hamlets
UKI42,2020-01-01,71.19,43.56,16.18,Tower Hamlets
UKI42,2020-04-01,74.41,43.42,15.1,Tower Hamlets
UKI42,2020-07-01,76.29,43.64,12.36,Tower Hamlets
UKI42,2020-10-01,89.48,54.21,11.71,Tower Hamlets
UKI42,2021-01-01,95.74,58.93,11.73,Tower Hamlets
UKI42,2021-04-01,121.93,75.2,10.34,Tower Hamlets
UKI42,2021-07-01,133.08,89.27,10.44,Tower Hamlets
UKI42,2021-10-01,139.49,98.88,12,Tower Hamlets
UKI42,2022-01-01,152.98,109.21,10.79,Tower Hamlets
UKI42,2022-04-01,150.43,108.28,9.56,Tower Hamlets
UKI43,2019-01-01,63.93,14.74,16.9,Haringey and Islington
UKI43,2019-04-01,68.52,15.89,19.12,Haringey and Islington
UKI43,2019-07-01,71.07,18.41,16.04,Haringey and Islington
UKI43,2019-10-01,72.93,18.93,15.91,Haringey and Islington
UKI43,2020-01-01,75.13,18.61,14.89,Haringey and Islington
UKI43,2020-04-01,78.81,17.31,15.79,Haringey and Islington
UKI43,2020-07-01,80.27,19.34,12.91,Haringey and Islington
UKI43,2020-10-01,87.84,20.95,12.65,Haringey and Islington
UKI43,2021-01-01,96.87,22.47,12.95,Haringey and Islington
UKI43,2021-04-01,112.41,25.59,14.67,Haringey and Islington
UKI43,2021-07-01,118.26,30.9,13.93,Haringey and Islington
UKI43,2021-10-01,120.61,31.39,19.77,Haringey and Islington
UKI43,2022-01-01,126.54,36.05,16.84,Haringey and Islington
UKI43,2022-04-01,130.98,39.09,14.59,Haringey and Islington
UKI44,2019-01-01,62.09,22.99,20,Lewisham and Southwark
UKI44,2019-04-01,66.66,25.52,19.01,Lewisham and Southwark
UKI44,2019-07-01,70.32,29.14,16.55,Lewisham and Southwark
UKI44,2019-10-01,70.62,29.3,16.03,Lewisham and Southwark
UKI44,2020-01-01,74.38,32.34,15.43,Lewisham and Southwark
UKI44,2020-04-01,73.4,28.4,16,Lewisham and Southwark
UKI44,2020-07-01,80.21,33.24,14.73,Lewisham and Southwark
UKI44,2020-10-01,91.51,38.7,12.62,Lewisham and Southwark
UKI44,2021-01-01,98.35,39.46,12.87,Lewisham and Southwark
UKI44,2021-04-01,115.37,45.07,12.93,Lewisham and Southwark
UKI44,2021-07-01,126.03,52.94,12.36,Lewisham and Southwark
UKI44,2021-10-01,132.55,57.17,14.5,Lewisham and Southwark
UKI44,2022-01-01,140.46,65.16,13.06,Lewisham and Southwark
UKI44,2022-04-01,146.74,68.37,11.93,Lewisham and Southwark
UKI45,2019-01-01,58.27,18.96,21.87,Lambeth
UKI45,2019-04-01,61.19,19.85,21.07,Lambeth
UKI45,2019-07-01,65.73,22.16,15.96,Lambeth
UKI45,2019-10-01,67.38,23.32,17.53,Lambeth
UKI45,2020-01-01,68.16,22.56,15.55,Lambeth
UKI45,2020-04-01,71.98,21.8,16.7,Lambeth
UKI45,2020-07-01,75.62,23.54,15.36,Lambeth
UKI45,2020-10-01,85.21,28.88,13.3,Lambeth
UKI45,2021-01-01,90.39,28.4,13.2,Lambeth
UKI45,2021-04-01,104.4,33.17,14.03,Lambeth
UKI45,2021-07-01,117.48,43.13,12.99,Lambeth
UKI45,2021-10-01,123.7,49.6,15.6,Lambeth
UKI45,2022-01-01,133.44,59.79,14.19,Lambeth
UKI45,2022-04-01,135.92,61.72,13.54,Lambeth
UKI51,2019-01-01,69.65,15.06,15.48,Bexley and Greenwich
UKI51,2019-04-01,73.21,15.03,16.6,Bexley and Greenwich
UKI51,2019-07-01,74.95,18.08,14.76,Bexley and Greenwich
UKI51,2019-10-01,75.5,18.69,12.91,Bexley and Greenwich
UKI51,2020-01-01,76.44,19,13.94,Bexley and Greenwich
UKI51,2020-04-01,78.91,19.07,13.69,Bexley and Greenwich
UKI51,2020-07-01,79.26,19.88,12.43,Bexley and Greenwich
UKI51,2020-10-01,91.75,21.94,11.64,Bexley and Greenwich
UKI51,2021-01-01,99.54,23.21,12.14,Bexley and Greenwich
UKI51,2021-04-01,113.46,27.14,11.96,Bexley and Greenwich
UKI51,2021-07-01,121.6,31.34,12,Bexley and Greenwich
UKI51,2021-10-01,131.34,33.12,13.43,Bexley and Greenwich
UKI51,2022-01-01,136.73,35.63,12.03,Bexley and Greenwich
UKI51,2022-04-01,140.05,35.11,11.75,Bexley and Greenwich
UKI52,2019-01-01,73.19,12.14,15.49,Barking & Dagenham and Havering
UKI52,2019-04-01,77.74,12.52,15.06,Barking & Dagenham and Havering
UKI52,2019-07-01,78.97,14.89,15.74,Barking & Dagenham and Havering
UKI52,2019-10-01,83.01,16.2,13.93,Barking & Dagenham and Havering
UKI52,2020-01-01,81.49,16.43,14.41,Barking & Dagenham and Havering
UKI52,2020-04-01,81.27,16.07,15.19,Barking & Dagenham and Havering
UKI52,2020-07-01,84.66,16.91,13.52,Barking & Dagenham and Havering
