id,quarter,avg_d,avg_u,avg_l,name
DE_14511000,2021-04-01,107.53,25.99,20.36,"Chemnitz, Stadt"
DE_14511000,2021-07-01,108.82,26.9,20.41,"Chemnitz, Stadt"
DE_14511000,2021-10-01,109.31,24.92,19.44,"Chemnitz, Stadt"
DE_14511000,2022-01-01,118.65,27.95,21.06,"Chemnitz, Stadt"
DE_14511000,2022-04-01,120.72,26.87,19.4,"Chemnitz, Stadt"
DE_14612000,2019-01-01,52.27,16.46,28.92,"Dresden, Stadt"
DE_14612000,2019-04-01,54.69,18.45,23.23,"Dresden, Stadt"
DE_14612000,2019-07-01,66.15,19.22,19.52,"Dresden, Stadt"
DE_14612000,2019-10-01,66.13,18.51,20.29,"Dresden, Stadt"
DE_14612000,2020-01-01,73.6,20.68,19.98,"Dresden, Stadt"
DE_14612000,2020-04-01,75.46,21.4,22.43,"Dresden, Stadt"
DE_14612000,2020-07-01,77.96,21.48,19.7,"Dresden, Stadt"
DE_14612000,2020-10-01,82.59,22.91,21.18,"Dresden, Stadt"
DE_14612000,2021-01-01,87.96,22.27,20.95,"Dresden, Stadt"
DE_14612000,2021-04-01,97.22,22.91,20.78,"Dresden, Stadt"
DE_14612000,2021-07-01,101.92,25.3,20.92,"Dresden, Stadt"
DE_14612000,2021-10-01,98.67,25.19,18.4,"Dresden, Stadt"
DE_14612000,2022-01-01,115.86,25.32,19.65,"Dresden, Stadt"
DE_14612000,2022-04-01,109.66,26.56,18.47,"Dresden, Stadt"
DE_14713000,2019-01-01,57.11,14.78,26.74,"Leipzig, Stadt"
DE_14713000,2019-04-01,62.9,17.05,23.07,"Leipzig, Stadt"
DE_14713000,2019-07-01,79.38,18.44,19.94,"Leipzig, Stadt"
DE_14713000,2019-10-01,78.69,18.35,19.81,"Leipzig, Stadt"
DE_14713000,2020-01-01,86.6,20.28,18.86,"Leipzig, Stadt"
DE_14713000,2020-04-01,89.67,21.01,19.76,"Leipzig, Stadt"
DE_14713000,2020-07-01,94.27,22.73,17.95,"Leipzig, Stadt"
DE_14713000,2020-10-01,92.84,22.38,19.71,"Leipzig, Stadt"
DE_14713000,2021-01-01,106.18,21.54,19.36,"Leipzig, Stadt"
DE_14713000,2021-04-01,113.66,22.99,19.17,"Leipzig, Stadt"
DE_14713000,2021-07-01,116.51,23.48,19.61,"Leipzig, Stadt"
DE_14713000,2021-10-01,121.43,23.88,18.62,"Leipzig, Stadt"
DE_14713000,2022-01-01,136.47,24.98,18.39,"Leipzig, Stadt"
DE_14713000,2022-04-01,135.76,25.56,18.19,"Leipzig, Stadt"
DE_15002000,2019-01-01,47.2,9.2,28.21,"Halle (Saale), Stadt"
DE_15002000,2019-04-01,56.27,11.3,26.06,"Halle (Saale), Stadt"
DE_15002000,2019-07-01,59.78,11.28,24.92,"Halle (Saale), Stadt"
DE_15002000,2019-10-01,59.63,12.74,27.47,"Halle (Saale), Stadt"
DE_15002000,2020-01-01,62.58,14.55,22.42,"Halle (Saale), Stadt"
DE_15002000,2020-04-01,70.03,15.26,19.53,"Halle (Saale), Stadt"
DE_15002000,2020-07-01,75.81,15.95,21.27,"Halle (Saale), Stadt"
DE_15002000,2020-10-01,79.82,15.98,21.35,"Halle (Saale), Stadt"
DE_15002000,2021-01-01,81.79,16.82,19.84,"Halle (Saale), Stadt"
DE_15002000,2021-04-01,87.98,17.05,17.66,"Halle (Saale), Stadt"
DE_15002000,2021-07-01,91.04,17.72,21,"Halle (Saale), Stadt"
DE_15002000,2021-10-01,88.06,17.49,18.87,"Halle (Saale), Stadt"
DE_15002000,2022-01-01,93.18,19.08,23.38,"Halle (Saale), Stadt"
DE_15002000,2022-04-01,98.88,21.98,17.73,"Halle (Saale), Stadt"
DE_15003000,2019-01-01,45.28,16.42,25.12,"Magdeburg, Landeshauptstadt"
DE_15003000,2019-04-01,47.31,15.6,26.63,"Magdeburg, Landeshauptstadt"
DE_15003000,2019-07-01,51.17,17.59,22.33,"Magdeburg, Landeshauptstadt"
DE_15003000,2019-10-01,52.49,18.18,24.56,"Magdeburg, Landeshauptstadt"
DE_15003000,2020-01-01,60.94,20.08,24.48,"Magdeburg, Landeshauptstadt"
DE_15003000,2020-04-01,63.27,18.97,18.32,"Magdeburg, Landeshauptstadt"
DE_15003000,2020-07-01,68.45,20.85,20.74,"Magdeburg, Landeshauptstadt"
DE_15003000,2020-10-01,78.26,24.24,22.98,"Magdeburg, Landeshauptstadt"
DE_15003000,2021-01-01,84.05,24.32,22.65,"Magdeburg, Landeshauptstadt"
DE_15003000,2021-04-01,87.26,24.15,19.33,"Magdeburg, Landeshauptstadt"
DE_15003000,2021-07-01,87.27,25.08,19.57,"Magdeburg, Landeshauptstadt"
DE_15003000,2021-10-01,99.7,26.4,20.56,"Magdeburg, Landeshauptstadt"
DE_15003000,2022-01-01,98.49,26.24,18.86,"Magdeburg, Landeshauptstadt"
DE_15003000,2022-04-01,92.03,27.12,15.65,"Magdeburg, Landeshauptstadt"
DE_16051000,2019-01-01,48.4,13.52,30.63,"Erfurt, Stadt"
DE_16051000,2019-04-01,45.47,13.88,33.44,"Erfurt, Stadt"
DE_16051000,2019-07-01,60.39,14.99,29.63,"Erfurt, Stadt"
DE_16051000,2019-10-01,58.69,15.78,27.92,"Erfurt, Stadt"
DE_16051000,2020-01-01,66.97,16.4,26.99,"Erfurt, Stadt"
DE_16051000,2020-04-01,68.16,17.26,27.51,"Erfurt, Stadt"
DE_16051000,2020-07-01,75.33,18.45,23.82,"Erfurt, Stadt"
DE_16051000,2020-10-01,80.73,17.29,26.47,"Erfurt, Stadt"
DE_16051000,2021-01-01,84.4,18.07,29.42,"Erfurt, Stadt"
DE_16051000,2021-04-01,98.37,19.66,25.86,"Erfurt, Stadt"
DE_16051000,2021-07-01,99.85,20.63,28.46,"Erfurt, Stadt"
DE_16051000,2021-10-01,93.17,20.72,24.26,"Erfurt, Stadt"
DE_16051000,2022-01-01,107.64,21.26,23.05,"Erfurt, Stadt"
DE_16051000,2022-04-01,105.99,22.68,22.02,"Erfurt, Stadt"
DE_16053000,2019-01-01,52.14,15.16,26.9,"Jena, Stadt"
DE_16053000,2019-04-01,52.97,15.79,28.61,"Jena, Stadt"
DE_16053000,2019-07-01,53.4,16.53,26.45,"Jena, Stadt"
DE_16053000,2019-10-01,54.44,16.78,32.04,"Jena, Stadt"
DE_16053000,2020-01-01,56.61,19.52,25.72,"Jena, Stadt"
DE_16053000,2020-04-01,57.84,17.6,25.83,"Jena, Stadt"
DE_16053000,2020-07-01,69.24,18.39,22.75,"Jena, Stadt"
DE_16053000,2020-10-01,71.08,16.59,26.76,"Jena, Stadt"
DE_16053000,2021-01-01,73.32,17.34,25.21,"Jena, Stadt"
DE_16053000,2021-04-01,85.94,24.4,22.64,"Jena, Stadt"
DE_16053000,2021-07-01,94.76,25.6,25.32,"Jena, Stadt"
DE_16053000,2021-10-01,84.4,22.67,22.11,"Jena, Stadt"
DE_16053000,2022-01-01,97,22.93,25.94,"Jena, Stadt"
DE_16053000,2022-04-01,99.88,24.22,23.59,"Jena, Stadt"
DK_101,2019-01-01,86.98,58.63,13.21,København
DK_101,2019-04-01,87.08,58.81,14.82,København
DK_101,2019-07-01,95.61,63.28,11.6,København
DK_101,2019-10-01,107.07,74.97,10.81,København
DK_101,2020-01-01,112.84,78.81,10.51,København
DK_101,2020-04-01,124.45,87.33,9.6,København
DK_101,2020-07-01,133.34,88.05,10.36,København
DK_101,2020-10-01,156.8,107.4,10.08,København
DK_101,2021-01-01,173.13,113.9,10.1,København
DK_101,2021-04-01,198.17,122.27,9.57,København
DK_101,2021-07-01,200.82,125.15,9.84,København
DK_101,2021-10-01,212.55,133.08,9.51,København
DK_101,2022-01-01,214.9,135.94,9.4,København
DK_101,2022-04-01,212.3,130.27,9.92,København
DK_147,2019-01-01,89.86,60.57,13.82,Frederiksberg
DK_147,2019-04-01,89.39,55.85,15.64,Frederiksberg
DK_147,2019-07-01,102.95,66.61,11.4,Frederiksberg
DK_147,2019-10-01,106.51,74.45,11.22,Frederiksberg
DK_147,2020-01-01,112.31,79.26,10.43,Frederiksberg
DK_147,2020-04-01,124.23,86.39,10.43,Frederiksberg
DK_147,2020-07-01,130.64,78.51,11.4,Frederiksberg
DK_147,2020-10-01,158.27,99.89,10.78,Frederiksberg
DK_147,2021-01-01,170.8,99.85,11.18,Frederiksberg
DK_147,2021-04-01,192.5,111.32,11.53,Frederiksberg
DK_147,2021-07-01,203,116.12,11.11,Frederiksberg
DK_147,2021-10-01,215,121.04,10.74,Frederiksberg
DK_147,2022-01-01,211.25,127.87,10.13,Frederiksberg
DK_147,2022-04-01,214.94,118,10.31,Frederiksberg
DK_461,2019-01-01,63.24,31.68,15.35,Odense
DK_461,2019-04-01,68.46,36.24,15.5,Odense
DK_461,2019-07-01,76.7,39.51,13.7,Odense
DK_461,2019-10-01,85.19,50.77,12.84,Odense
DK_461,2020-01-01,91.46,54.21,13.2,Odense
DK_461,2020-04-01,97.28,62.01,15.16,Odense
DK_461,2020-07-01,108.09,71.17,13.92,Odense
DK_461,2020-10-01,126.21,83.03,13.96,Odense
DK_461,2021-01-01,135.75,91.14,12.85,Odense
DK_461,2021-04-01,162.37,100.32,13.41,Odense
DK_461,2021-07-01,169.85,99.42,12.85,Odense
DK_461,2021-10-01,170.07,102.35,12.62,Odense
DK_461,2022-01-01,181.72,109.54,12.84,Odense
DK_461,2022-04-01,184.69,121.58,12.42,Odense
DK_561,2019-01-01,73.08,51.59,12.49,Esbjerg
DK_561,2019-04-01,69.55,49.59,10.94,Esbjerg
DK_561,2019-07-01,79.56,54.11,11.3,Esbjerg
DK_561,2019-10-01,91.12,67.67,12.87,Esbjerg
DK_561,2020-01-01,92.08,69.48,11.27,Esbjerg
DK_561,2020-04-01,105.25,77.5,11.44,Esbjerg
DK_561,2020-07-01,115.79,80.95,10.46,Esbjerg
DK_561,2020-10-01,142.48,98.83,9.92,Esbjerg
DK_561,2021-01-01,159.53,106.6,10.94,Esbjerg
DK_561,2021-04-01,176.23,112.25,11.84,Esbjerg
DK_561,2021-07-01,178.78,117.3,11.03,Esbjerg
DK_561,2021-10-01,180.62,122.53,11.02,Esbjerg
DK_561,2022-01-01,184.38,122.96,12.95,Esbjerg
DK_561,2022-04-01,189.61,126.76,12.42,Esbjerg
DK_630,2019-01-01,65.9,57.11,11.38,Vejle
DK_630,2019-04-01,63.95,55.88,14.04,Vejle
DK_630,2019-07-01,69.88,60.04,12.14,Vejle
DK_630,2019-10-01,73.16,69.03,9.89,Vejle
DK_630,2020-01-01,77.94,73.95,10.17,Vejle
DK_630,2020-04-01,89.55,87.38,10.28,Vejle
DK_630,2020-07-01,101.55,92.61,9.83,Vejle
DK_630,2020-10-01,123.68,111.99,9.21,Vejle
DK_630,2021-01-01,125.2,111.91,9.07,Vejle
DK_630,2021-04-01,144.38,121.82,8.95,Vejle
DK_630,2021-07-01,146.1,121.45,8.17,Vejle
DK_630,2021-10-01,157.33,131.43,8.86,Vejle
DK_630,2022-01-01,168,141.69,8.27,Vejle
DK_630,2022-04-01,162.24,144.98,8.63,Vejle
DK_751,2019-01-01,87.03,66.57,13.61,Aarhus
DK_751,2019-04-01,89.48,67.31,13.68,Aarhus
DK_751,2019-07-01,94.37,70.17,12.48,Aarhus
DK_751,2019-10-01,104.55,79.86,11.71,Aarhus
DK_751,2020-01-01,116.58,88.49,11.03,Aarhus
DK_751,2020-04-01,128.28,95.62,10.29,Aarhus
DK_751,2020-07-01,131.36,94.06,11.09,Aarhus
DK_751,2020-10-01,152.24,109.75,10.7,Aarhus
DK_751,2021-01-01,164.43,115.93,10.25,Aarhus
DK_751,2021-04-01,182.7,121.07,10.02,Aarhus
DK_751,2021-07-01,182.73,123.13,10.19,Aarhus
DK_751,2021-10-01,188.31,125.7,10.51,Aarhus
DK_751,2022-01-01,191.64,123.62,10.26,Aarhus
DK_751,2022-04-01,194.92,128.23,10.36,Aarhus
DK_851,2019-01-01,80.79,66.99,12.23,Aalborg
DK_851,2019-04-01,80.53,66.23,12.49,Aalborg
DK_851,2019-07-01,86.01,72.84,12.12,Aalborg
DK_851,2019-10-01,96.77,82.15,10.87,Aalborg
DK_851,2020-01-01,113.79,91.82,10.32,Aalborg
DK_851,2020-04-01,112.69,91.17,10.08,Aalborg
DK_851,2020-07-01,104.32,87.15,12.09,Aalborg
DK_851,2020-10-01,130.92,104.51,12.22,Aalborg
DK_851,2021-01-01,145.15,108.74,11.58,Aalborg
DK_851,2021-04-01,160.48,111.09,11.71,Aalborg
DK_851,2021-07-01,162.18,112.58,11.99,Aalborg
DK_851,2021-10-01,166.99,117.99,11.75,Aalborg
DK_851,2022-01-01,184.58,129.13,11.15,Aalborg
DK_851,2022-04-01,178.4,128.6,11.63,Aalborg
EE_0784,2019-01-01,60.47,40.82,12.53,Tallinn
EE_0784,2019-04-01,59.93,40.86,10.91,Tallinn
EE_0784,2019-07-01,65.83,46.52,8.07,Tallinn
EE_0784,2019-10-01,72.37,54.32,6.63,Tallinn
EE_0784,2020-01-01,71.68,53.64,6.03,Tallinn
EE_0784,2020-04-01,77.46,59.24,6.31,Tallinn
EE_0784,2020-07-01,79.75,60.05,5.54,Tallinn
EE_0784,2020-10-01,84.46,64.68,5.24,Tallinn
EE_0784,2021-01-01,93.83,71.26,5.47,Tallinn
EE_0784,2021-04-01,101.32,75.12,5.4,Tallinn
EE_0784,2021-07-01,100.34,75.17,5.53,Tallinn
EE_0784,2021-10-01,101.88,80.81,5.85,Tallinn
EE_0784,2022-01-01,107.33,85.66,5.74,Tallinn
EE_0784,2022-04-01,104.91,86.13,6.27,Tallinn
EL_07010100,2019-01-01,17.85,5.48,40.71,Ψευδοδημοτική Κοινότητα Θεσσαλονίκης
EL_07010100,2019-04-01,19.91,7.82,42.66,Ψευδοδημοτική Κοινότητα Θεσσαλονίκης
EL_07010100,2019-07-01,19.5,7.18,40.24,Ψευδοδημοτική Κοινότητα Θεσσαλονίκης
EL_07010100,2019-10-01,20.22,7.11,38.39,Ψευδοδημοτική Κοινότητα Θεσσαλονίκης
EL_07010100,2020-01-01,22.29,7.89,36.6,Ψευδοδημοτική Κοινότητα Θεσσαλονίκης
EL_07010100,2020-04-01,25.71,8.93,31.43,Ψευδοδημοτική Κοινότητα Θεσσαλονίκης
EL_07010100,2020-07-01,27.64,10.2,28.35,Ψευδοδημοτική Κοινότητα Θεσσαλονίκης
EL_07010100,2020-10-01,28.64,9.62,27.82,Ψευδοδημοτική Κοινότητα Θεσσαλονίκης
EL_07010100,2021-01-01,32.82,11.09,25.09,Ψευδοδημοτική Κοινότητα Θεσσαλονίκης
EL_07010100,2021-04-01,38.79,11.35,22.74,Ψευδοδημοτική Κοινότητα Θεσσαλονίκης
EL_07010100,2021-07-01,44.26,12.63,19.79,Ψευδοδημοτική Κοινότητα Θεσσαλονίκης
EL_07010100,2021-10-01,45.64,12.52,19.76,Ψευδοδημοτική Κοινότητα Θεσσαλονίκης
EL_07010100,2022-01-01,51.41,12.3,16.27,Ψευδοδημοτική Κοινότητα Θεσσαλονίκης
EL_07010100,2022-04-01,55.95,13.98,16.33,Ψευδοδημοτική Κοινότητα Θεσσαλονίκης
EL_22010100,2019-01-01,17.01,2.95,44.42,Ψευδοδημοτική Κοινότητα Λαρισαίων
EL_22010100,2019-04-01,19.12,2.71,53.39,Ψευδοδημοτική Κοινότητα Λαρισαίων
EL_22010100,2019-07-01,21.37,3.29,43.75,Ψευδοδημοτική Κοινότητα Λαρισαίων
EL_22010100,2019-10-01,20.55,3.17,35.46,Ψευδοδημοτική Κοινότητα Λαρισαίων
EL_22010100,2020-01-01,22.43,3.47,38.85,Ψευδοδημοτική Κοινότητα Λαρισαίων
EL_22010100,2020-04-01,23.94,3.97,32.9,Ψευδοδημοτική Κοινότητα Λαρισαίων
EL_22010100,2020-07-01,26.12,4.27,29.3,Ψευδοδημοτική Κοινότητα Λαρισαίων
EL_22010100,2020-10-01,27.72,4.33,30,Ψευδοδημοτική Κοινότητα Λαρισαίων
EL_22010100,2021-01-01,30.03,4.59,26.62,Ψευδοδημοτική Κοινότητα Λαρισαίων
EL_22010100,2021-04-01,34.75,4.95,23.26,Ψευδοδημοτική Κοινότητα Λαρισαίων
EL_22010100,2021-07-01,35.16,5.05,23.48,Ψευδοδημοτική Κοινότητα Λαρισαίων
EL_22010100,2021-10-01,36.47,5.28,27.31,Ψευδοδημοτική Κοινότητα Λαρισαίων
EL_22010100,2022-01-01,39.05,5.56,21.48,Ψευδοδημοτική Κοινότητα Λαρισαίων
EL_22010100,2022-04-01,44.87,6.9,18.19,Ψευδοδημοτική Κοινότητα Λαρισαίων
EL_37010100,2019-01-01,16.52,2.78,35.13,Ψευδοδημοτική Κοινότητα Πατρέων
EL_37010100,2019-04-01,18.25,2.94,45.74,Ψευδοδημοτική Κοινότητα Πατρέων
EL_37010100,2019-07-01,19.54,3.01,36.19,Ψευδοδημοτική Κοινότητα Πατρέων
EL_37010100,2019-10-01,18.81,3.06,37.03,Ψευδοδημοτική Κοινότητα Πατρέων
EL_37010100,2020-01-01,19.2,3.16,36.91,Ψευδοδημοτική Κοινότητα Πατρέων
EL_37010100,2020-04-01,22.29,3.65,30.16,Ψευδοδημοτική Κοινότητα Πατρέων
EL_37010100,2020-07-01,23.04,4.08,30.06,Ψευδοδημοτική Κοινότητα Πατρέων
EL_37010100,2020-10-01,23.44,3.87,30.94,Ψευδοδημοτική Κοινότητα Πατρέων
EL_37010100,2021-01-01,29.4,4.81,26.53,Ψευδοδημοτική Κοινότητα Πατρέων
EL_37010100,2021-04-01,36.69,5.51,22.22,Ψευδοδημοτική Κοινότητα Πατρέων
EL_37010100,2021-07-01,38.64,5.78,20.86,Ψευδοδημοτική Κοινότητα Πατρέων
EL_37010100,2021-10-01,36.41,5.42,22.37,Ψευδοδημοτική Κοινότητα Πατρέων
EL_37010100,2022-01-01,40.74,5.84,19.57,Ψευδοδημοτική Κοινότητα Πατρέων
EL_37010100,2022-04-01,43.95,6.72,17.61,Ψευδοδημοτική Κοινότητα Πατρέων
EL_45010000,2019-01-01,19.51,5.33,34.34,Ψευδοδημοτική Κοινότητα Αθηναίων
EL_45010000,2019-04-01,21.5,7.47,34.44,Ψευδοδημοτική Κοινότητα Αθηναίων
EL_45010000,2019-07-01,20.45,5.15,32.28,Ψευδοδημοτική Κοινότητα Αθηναίων
EL_45010000,2019-10-01,20.84,4.69,30.07,Ψευδοδημοτική Κοινότητα Αθηναίων
EL_45010000,2020-01-01,21.36,4.95,29.62,Ψευδοδημοτική Κοινότητα Αθηναίων
EL_45010000,2020-04-01,24.87,5.45,26.35,Ψευδοδημοτική Κοινότητα Αθηναίων
EL_45010000,2020-07-01,26.22,6.69,25.3,Ψευδοδημοτική Κοινότητα Αθηναίων
EL_45010000,2020-10-01,27.94,6.54,25.99,Ψευδοδημοτική Κοινότητα Αθηναίων
EL_45010000,2021-01-01,31.35,7.62,22.82,Ψευδοδημοτική Κοινότητα Αθηναίων
EL_45010000,2021-04-01,36.35,8.72,20.31,Ψευδοδημοτική Κοινότητα Αθηναίων
EL_45010000,2021-07-01,38.44,9.76,19.53,Ψευδοδημοτική Κοινότητα Αθηναίων
EL_45010000,2021-10-01,39.57,9.77,18.31,Ψευδοδημοτική Κοινότητα Αθηναίων
EL_45010000,2022-01-01,44.02,9.42,16.65,Ψευδοδημοτική Κοινότητα Αθηναίων
EL_45010000,2022-04-01,48.5,11.39,16.4,Ψευδοδημοτική Κοινότητα Αθηναίων
EL_47010000,2019-01-01,27.06,4.17,25.75,Ψευδοδημοτική Κοινότητα Περιστερίου
EL_47010000,2019-04-01,29.28,4.29,22.56,Ψευδοδημοτική Κοινότητα Περιστερίου
EL_47010000,2019-07-01,28.63,4.42,25.5,Ψευδοδημοτική Κοινότητα Περιστερίου
EL_47010000,2019-10-01,28.63,4.42,23.6,Ψευδοδημοτική Κοινότητα Περιστερίου
EL_47010000,2020-01-01,29.14,4.42,24.71,Ψευδοδημοτική Κοινότητα Περιστερίου
EL_47010000,2020-04-01,32.13,5.22,20.72,Ψευδοδημοτική Κοινότητα Περιστερίου
EL_47010000,2020-07-01,32.82,5.48,19.67,Ψευδοδημοτική Κοινότητα Περιστερίου
EL_47010000,2020-10-01,34.44,5.56,21.11,Ψευδοδημοτική Κοινότητα Περιστερίου
EL_47010000,2021-01-01,37.21,5.98,18.83,Ψευδοδημοτική Κοινότητα Περιστερίου
EL_47010000,2021-04-01,42.54,6.52,17.15,Ψευδοδημοτική Κοινότητα Περιστερίου
EL_47010000,2021-07-01,44.02,6.81,15.34,Ψευδοδημοτική Κοινότητα Περιστερίου
EL_47010000,2021-10-01,44.46,6.83,14.05,Ψευδοδημοτική Κοινότητα Περιστερίου
EL_47010000,2022-01-01,46.99,7.1,12.3,Ψευδοδημοτική Κοινότητα Περιστερίου
EL_47010000,2022-04-01,50.59,7.72,11.88,Ψευδοδημοτική Κοινότητα Περιστερίου
EL_48010000,2019-01-01,22.16,5.22,31.49,Ψευδοδημοτική Κοινότητα Καλλιθέας
EL_48010000,2019-04-01,23.07,5.86,30.49,Ψευδοδημοτική Κοινότητα Καλλιθέας
EL_48010000,2019-07-01,24.19,5.73,29.22,Ψευδοδημοτική Κοινότητα Καλλιθέας
EL_48010000,2019-10-01,23.88,4.62,27.96,Ψευδοδημοτική Κοινότητα Καλλιθέας
EL_48010000,2020-01-01,23.44,4.64,27.04,Ψευδοδημοτική Κοινότητα Καλλιθέας
EL_48010000,2020-04-01,27.4,4.84,23.05,Ψευδοδημοτική Κοινότητα Καλλιθέας
EL_48010000,2020-07-01,29.31,5.29,22.37,Ψευδοδημοτική Κοινότητα Καλλιθέας
EL_48010000,2020-10-01,30.77,5.26,21.95,Ψευδοδημοτική Κοινότητα Καλλιθέας
EL_48010000,2021-01-01,33.23,5.79,20.74,Ψευδοδημοτική Κοινότητα Καλλιθέας
EL_48010000,2021-04-01,38.58,7.2,17.87,Ψευδοδημοτική Κοινότητα Καλλιθέας
EL_48010000,2021-07-01,39.14,7.64,16.74,Ψευδοδημοτική Κοινότητα Καλλιθέας
EL_48010000,2021-10-01,41.11,7.64,16.54,Ψευδοδημοτική Κοινότητα Καλλιθέας
EL_48010000,2022-01-01,43.3,7.72,16.04,Ψευδοδημοτική Κοινότητα Καλλιθέας
EL_48010000,2022-04-01,48.86,9.84,14.43,Ψευδοδημοτική Κοινότητα Καλλιθέας
EL_49010101,2019-01-01,23.31,4.59,33.16,Κοινότητα Αχαρνών
EL_49010101,2019-04-01,24.79,4.4,33.02,Κοινότητα Αχαρνών
EL_49010101,2019-07-01,23.17,4.11,26.92,Κοινότητα Αχαρνών
EL_49010101,2019-10-01,23.71,3.97,27.09,Κοινότητα Αχαρνών
EL_49010101,2020-01-01,24.71,4.15,28.64,Κοινότητα Αχαρνών
EL_49010101,2020-04-01,26.39,4.64,25.04,Κοινότητα Αχαρνών
EL_49010101,2020-07-01,27.8,5.12,23.66,Κοινότητα Αχαρνών
EL_49010101,2020-10-01,29.71,5.21,24.26,Κοινότητα Αχαρνών
EL_49010101,2021-01-01,32.2,5.53,19.68,Κοινότητα Αχαρνών
EL_49010101,2021-04-01,35.56,5.65,17.12,Κοινότητα Αχαρνών
EL_49010101,2021-07-01,37.15,6.05,15.32,Κοινότητα Αχαρνών
EL_49010101,2021-10-01,38.12,6.36,15.73,Κοινότητα Αχαρνών
EL_49010101,2022-01-01,41.52,6.74,14.52,Κοινότητα Αχαρνών
EL_49010101,2022-04-01,44.59,7.39,15.21,Κοινότητα Αχαρνών
EL_51010000,2019-01-01,19.89,3.44,31.08,Ψευδοδημοτική Κοινότητα Πειραιώς
EL_51010000,2019-04-01,20.08,4.64,43.25,Ψευδοδημοτική Κοινότητα Πειραιώς
EL_51010000,2019-07-01,24.37,4.59,31.72,Ψευδοδημοτική Κοινότητα Πειραιώς
EL_51010000,2019-10-01,25.89,4.96,29.37,Ψευδοδημοτική Κοινότητα Πειραιώς
EL_51010000,2020-01-01,26.07,4.5,29.61,Ψευδοδημοτική Κοινότητα Πειραιώς
EL_51010000,2020-04-01,30.11,5.04,24.98,Ψευδοδημοτική Κοινότητα Πειραιώς
EL_51010000,2020-07-01,32.69,5.65,22.42,Ψευδοδημοτική Κοινότητα Πειραιώς
EL_51010000,2020-10-01,34.27,5.68,21.61,Ψευδοδημοτική Κοινότητα Πειραιώς
EL_51010000,2021-01-01,38.81,6.27,18.82,Ψευδοδημοτική Κοινότητα Πειραιώς
EL_51010000,2021-04-01,42.62,6.86,17.8,Ψευδοδημοτική Κοινότητα Πειραιώς
EL_51010000,2021-07-01,45.2,7.25,16.6,Ψευδοδημοτική Κοινότητα Πειραιώς
EL_51010000,2021-10-01,44.9,7.17,18.17,Ψευδοδημοτική Κοινότητα Πειραιώς
EL_51010000,2022-01-01,49.55,7.77,16.49,Ψευδοδημοτική Κοινότητα Πειραιώς
EL_51010000,2022-04-01,53.47,8.42,17.78,Ψευδοδημοτική Κοινότητα Πειραιώς
EL_71010100,2019-01-01,12.82,2.05,36.38,Ψευδοδημοτική Κοινότητα Ηρακλείου
EL_71010100,2019-04-01,13.36,2.42,40.21,Ψευδοδημοτική Κοινότητα Ηρακλείου
EL_71010100,2019-07-01,12.7,2.29,40.86,Ψευδοδημοτική Κοινότητα Ηρακλείου
EL_71010100,2019-10-01,12.56,2.3,34.77,Ψευδοδημοτική Κοινότητα Ηρακλείου
EL_71010100,2020-01-01,11.63,2.25,33.93,Ψευδοδημοτική Κοινότητα Ηρακλείου
EL_71010100,2020-04-01,13.07,2.71,32.58,Ψευδοδημοτική Κοινότητα Ηρακλείου
EL_71010100,2020-07-01,13.27,2.58,32.72,Ψευδοδημοτική Κοινότητα Ηρακλείου
EL_71010100,2020-10-01,13.29,2.4,32.4,Ψευδοδημοτική Κοινότητα Ηρακλείου
EL_71010100,2021-01-01,13.42,2.52,30.2,Ψευδοδημοτική Κοινότητα Ηρακλείου
EL_71010100,2021-04-01,16.45,3.04,28.37,Ψευδοδημοτική Κοινότητα Ηρακλείου
EL_71010100,2021-07-01,18.95,3.66,28.51,Ψευδοδημοτική Κοινότητα Ηρακλείου
EL_71010100,2021-10-01,23.33,4.04,25.91,Ψευδοδημοτική Κοινότητα Ηρακλείου
EL_71010100,2022-01-01,30.79,4.75,22.49,Ψευδοδημοτική Κοινότητα Ηρακλείου
EL_71010100,2022-04-01,37.12,5.91,26.22,Ψευδοδημοτική Κοινότητα Ηρακλείου
ES_01059,2019-01-01,131.78,77.68,19.84,Vitoria-Gasteiz
ES_01059,2019-04-01,121.47,92.71,19.06,Vitoria-Gasteiz
ES_01059,2019-07-01,120.76,90,16.62,Vitoria-Gasteiz
ES_01059,2019-10-01,121.65,95.41,15.63,Vitoria-Gasteiz
ES_01059,2020-01-01,122.9,96.22,15.64,Vitoria-Gasteiz
ES_01059,2020-04-01,131.72,108.11,14.58,Vitoria-Gasteiz
ES_01059,2020-07-01,139.54,119.75,14.6,Vitoria-Gasteiz
ES_01059,2020-10-01,144.09,116.62,13.81,Vitoria-Gasteiz
ES_01059,2021-01-01,167.04,137.8,12.76,Vitoria-Gasteiz
ES_01059,2021-04-01,181.1,137.47,13.74,Vitoria-Gasteiz
ES_01059,2021-07-01,183.64,147.55,12.42,Vitoria-Gasteiz
ES_01059,2021-10-01,201.04,160.36,12.34,Vitoria-Gasteiz
ES_01059,2022-01-01,196.78,161.75,14.49,Vitoria-Gasteiz
ES_01059,2022-04-01,197.81,172.79,14.75,Vitoria-Gasteiz
ES_02003,2019-01-01,85.15,62.65,22.49,Albacete
ES_02003,2019-04-01,86.03,67.64,25.4,Albacete
ES_02003,2019-07-01,97.9,76.72,26.56,Albacete
