id,quarter,avg_d,avg_u,avg_l,name
AL_AL121,2019-01-01,11.48,6.76,18.22,Durrës
AL_AL121,2019-04-01,12.88,6.86,23.03,Durrës
AL_AL121,2019-07-01,13.52,6.8,22.71,Durrës
AL_AL121,2019-10-01,14.85,6.6,18.45,Durrës
AL_AL121,2020-01-01,15.86,9.89,18.31,Durrës
AL_AL121,2020-04-01,16.8,14.16,17.79,Durrës
AL_AL121,2020-07-01,18.75,14.06,14.86,Durrës
AL_AL121,2020-10-01,19.92,12.51,15.79,Durrës
AL_AL121,2021-01-01,24.69,14.51,11.68,Durrës
AL_AL121,2021-04-01,29.58,17.14,10.77,Durrës
AL_AL121,2021-07-01,31.2,16.47,11.13,Durrës
AL_AL121,2021-10-01,31.77,14.65,11.37,Durrës
AL_AL121,2022-01-01,33.57,15.02,10.91,Durrës
AL_AL121,2022-04-01,37.19,17.27,10.52,Durrës
AL_AL154,2019-01-01,19.21,10.14,21.69,Shkodër
AL_AL154,2019-04-01,20.68,11.17,27.59,Shkodër
AL_AL154,2019-07-01,21.31,10.45,24.1,Shkodër
AL_AL154,2019-10-01,23.74,13.18,18.63,Shkodër
AL_AL154,2020-01-01,24.93,13.81,17.51,Shkodër
AL_AL154,2020-04-01,24.73,12.18,16.66,Shkodër
AL_AL154,2020-07-01,27.16,15.24,14.41,Shkodër
AL_AL154,2020-10-01,32.18,17.38,14.23,Shkodër
AL_AL154,2021-01-01,35.71,19.87,13.03,Shkodër
AL_AL154,2021-04-01,39.02,19.72,14.56,Shkodër
AL_AL154,2021-07-01,34.92,18.09,14.74,Shkodër
AL_AL154,2021-10-01,40.36,20.1,13.82,Shkodër
AL_AL154,2022-01-01,49.25,26.43,10.23,Shkodër
AL_AL154,2022-04-01,61.24,30.82,8.48,Shkodër
AL_AL213,2019-01-01,11.32,6.3,18.4,Elbasan
AL_AL213,2019-04-01,11.06,5.72,21.28,Elbasan
AL_AL213,2019-07-01,12.27,6.43,29.47,Elbasan
AL_AL213,2019-10-01,13.05,6.71,20.16,Elbasan
AL_AL213,2020-01-01,12.74,6.22,23.86,Elbasan
AL_AL213,2020-04-01,15.03,6.47,19.15,Elbasan
AL_AL213,2020-07-01,17.95,7.71,16.46,Elbasan
AL_AL213,2020-10-01,20.48,8.98,19.43,Elbasan
AL_AL213,2021-01-01,19.99,10.89,16.53,Elbasan
AL_AL213,2021-04-01,27.15,11.25,10.32,Elbasan
AL_AL213,2021-07-01,28.22,10.83,11.88,Elbasan
AL_AL213,2021-10-01,28.72,13.6,13.78,Elbasan
AL_AL213,2022-01-01,29.02,15.24,13.95,Elbasan
AL_AL213,2022-04-01,34.8,18.75,9.28,Elbasan
AL_AL221,2019-01-01,13.41,7.44,18.32,Kamëz
AL_AL221,2019-04-01,17.32,8.5,18.57,Kamëz
AL_AL221,2019-07-01,19.2,9.28,14.13,Kamëz
AL_AL221,2019-10-01,20.65,11.87,14.12,Kamëz
AL_AL221,2020-01-01,20.24,11.99,14.11,Kamëz
AL_AL221,2020-04-01,23.62,14.46,11.63,Kamëz
AL_AL221,2020-07-01,24.96,14.86,9.92,Kamëz
AL_AL221,2020-10-01,27.94,15.43,9.21,Kamëz
AL_AL221,2021-01-01,29.53,15.19,9.09,Kamëz
AL_AL221,2021-04-01,36.03,21.06,7.97,Kamëz
AL_AL221,2021-07-01,34.99,19.86,6.94,Kamëz
AL_AL221,2021-10-01,36.88,18.77,9.25,Kamëz
AL_AL221,2022-01-01,40.85,22.18,9.04,Kamëz
AL_AL221,2022-04-01,41.73,24.78,6.52,Kamëz
AL_AL224,2019-01-01,20.03,8.17,25.7,Tiranë
AL_AL224,2019-04-01,22.01,8.57,23.32,Tiranë
AL_AL224,2019-07-01,22.91,9.09,21.78,Tiranë
AL_AL224,2019-10-01,24.85,10.06,19.81,Tiranë
AL_AL224,2020-01-01,25.24,9.98,18.27,Tiranë
AL_AL224,2020-04-01,25.55,9.54,19.08,Tiranë
AL_AL224,2020-07-01,29.49,10.72,14.5,Tiranë
AL_AL224,2020-10-01,32.53,10.95,15.65,Tiranë
AL_AL224,2021-01-01,38.06,12.65,14.23,Tiranë
AL_AL224,2021-04-01,43.82,13.34,13.99,Tiranë
AL_AL224,2021-07-01,45.81,13.88,14.65,Tiranë
AL_AL224,2021-10-01,49.99,14.94,14.77,Tiranë
AL_AL224,2022-01-01,56.19,18.37,12.7,Tiranë
AL_AL224,2022-04-01,57.88,19.94,9.81,Tiranë
AL_AL322,2019-01-01,9.76,3.85,20.51,Fier
AL_AL322,2019-04-01,10.64,4.81,21.99,Fier
AL_AL322,2019-07-01,10.25,5.12,36.15,Fier
AL_AL322,2019-10-01,10.84,5.11,18.36,Fier
AL_AL322,2020-01-01,11.28,6.69,24.14,Fier
AL_AL322,2020-04-01,13.47,7.32,16.84,Fier
AL_AL322,2020-07-01,17.03,8.84,16.26,Fier
AL_AL322,2020-10-01,18.15,9.96,16.95,Fier
AL_AL322,2021-01-01,23.86,13.38,14.87,Fier
AL_AL322,2021-04-01,29.26,13.89,13.04,Fier
AL_AL322,2021-07-01,30.07,17.13,13.42,Fier
AL_AL322,2021-10-01,30.11,15.47,12.17,Fier
AL_AL322,2022-01-01,32.09,15.73,12.4,Fier
AL_AL322,2022-04-01,32.88,16.64,11.88,Fier
AL_AL357,2019-01-01,25.68,14.33,24.4,Vlorë
AL_AL357,2019-04-01,20.32,9.1,23.91,Vlorë
AL_AL357,2019-07-01,20.82,9.13,25.84,Vlorë
AL_AL357,2019-10-01,18.31,7.23,31.61,Vlorë
AL_AL357,2020-01-01,19.63,8,21.39,Vlorë
AL_AL357,2020-04-01,19.77,7.23,24.37,Vlorë
AL_AL357,2020-07-01,23.18,8.56,16.96,Vlorë
AL_AL357,2020-10-01,26.7,6.85,16.8,Vlorë
AL_AL357,2021-01-01,32.61,10.23,15.23,Vlorë
AL_AL357,2021-04-01,34.61,9.21,13.93,Vlorë
AL_AL357,2021-07-01,33.84,10.01,12.64,Vlorë
AL_AL357,2021-10-01,37.78,8.58,13.36,Vlorë
AL_AL357,2022-01-01,43.74,8.63,13.75,Vlorë
AL_AL357,2022-04-01,42.21,11.44,11.96,Vlorë
AT_20101,2019-01-01,44.28,11.55,27.93,Klagenfurt am Wörthersee
AT_20101,2019-04-01,45.99,13.13,28.81,Klagenfurt am Wörthersee
AT_20101,2019-07-01,39.39,13.33,22.79,Klagenfurt am Wörthersee
AT_20101,2019-10-01,55.4,14.86,23.17,Klagenfurt am Wörthersee
AT_20101,2020-01-01,54.02,13.59,22.64,Klagenfurt am Wörthersee
AT_20101,2020-04-01,59.13,14.74,22.47,Klagenfurt am Wörthersee
AT_20101,2020-07-01,68.79,16.87,20.89,Klagenfurt am Wörthersee
AT_20101,2020-10-01,72.99,18.28,19.44,Klagenfurt am Wörthersee
AT_20101,2021-01-01,73.67,18.36,18.28,Klagenfurt am Wörthersee
AT_20101,2021-04-01,90.24,21.47,19.48,Klagenfurt am Wörthersee
AT_20101,2021-07-01,89.49,21.63,17.8,Klagenfurt am Wörthersee
AT_20101,2021-10-01,93.02,22.36,17.25,Klagenfurt am Wörthersee
AT_20101,2022-01-01,95.52,22.58,17.48,Klagenfurt am Wörthersee
AT_20101,2022-04-01,98.07,23.83,17.95,Klagenfurt am Wörthersee
AT_40101,2019-01-01,50.1,11.94,21.26,Linz
AT_40101,2019-04-01,49.87,12.13,20.61,Linz
AT_40101,2019-07-01,56.35,12.87,14.79,Linz
AT_40101,2019-10-01,56.61,12.92,13.5,Linz
AT_40101,2020-01-01,56.77,12.53,13.56,Linz
AT_40101,2020-04-01,64.87,12.51,12.99,Linz
AT_40101,2020-07-01,64.65,13.51,13.39,Linz
AT_40101,2020-10-01,67.82,13.02,13.15,Linz
AT_40101,2021-01-01,72.24,13.55,12.25,Linz
AT_40101,2021-04-01,74.06,13.94,13.03,Linz
AT_40101,2021-07-01,80.25,15.76,13.64,Linz
AT_40101,2021-10-01,81.63,15.45,13.74,Linz
AT_40101,2022-01-01,78.03,15.18,14.31,Linz
AT_40101,2022-04-01,84.52,16.65,13.4,Linz
AT_50101,2019-01-01,26.01,11.35,29.05,Salzburg
AT_50101,2019-04-01,27.96,12.05,29,Salzburg
AT_50101,2019-07-01,30.51,11.78,25.16,Salzburg
AT_50101,2019-10-01,36.01,12.9,19.54,Salzburg
AT_50101,2020-01-01,40.24,13.17,17.81,Salzburg
AT_50101,2020-04-01,41.43,12.03,19.22,Salzburg
AT_50101,2020-07-01,42.32,13.49,17.31,Salzburg
AT_50101,2020-10-01,45.33,12.26,17.08,Salzburg
AT_50101,2021-01-01,50.5,13.18,16.48,Salzburg
AT_50101,2021-04-01,54.01,14.02,15.47,Salzburg
AT_50101,2021-07-01,57.09,18.28,14.29,Salzburg
AT_50101,2021-10-01,63.28,16.38,14.93,Salzburg
AT_50101,2022-01-01,66.45,17.1,13.75,Salzburg
AT_50101,2022-04-01,66.2,19.63,14.64,Salzburg
AT_60101,2019-01-01,40.02,11.18,31.71,Graz
AT_60101,2019-04-01,44.58,12.19,27.59,Graz
AT_60101,2019-07-01,41.96,12.76,21.42,Graz
AT_60101,2019-10-01,53.35,13.63,21.55,Graz
AT_60101,2020-01-01,55.95,13.7,18.71,Graz
AT_60101,2020-04-01,56.2,14.87,17.56,Graz
AT_60101,2020-07-01,68,16.42,16.7,Graz
AT_60101,2020-10-01,72.53,18.25,15.97,Graz
AT_60101,2021-01-01,80.52,19.61,15.42,Graz
AT_60101,2021-04-01,88.46,20.78,15.66,Graz
AT_60101,2021-07-01,85.62,21.64,15.42,Graz
AT_60101,2021-10-01,90.13,21.38,15.5,Graz
AT_60101,2022-01-01,96.59,22.6,15.3,Graz
AT_60101,2022-04-01,99.02,24.28,14.87,Graz
AT_70101,2019-01-01,47.01,10.78,40.7,Innsbruck
AT_70101,2019-04-01,57.83,12,31.99,Innsbruck
AT_70101,2019-07-01,47.41,11.41,31.65,Innsbruck
AT_70101,2019-10-01,62.61,14.13,24.36,Innsbruck
AT_70101,2020-01-01,61.66,13.73,24.09,Innsbruck
AT_70101,2020-04-01,57.23,14.62,23.72,Innsbruck
AT_70101,2020-07-01,70.74,17.66,22.91,Innsbruck
AT_70101,2020-10-01,84.27,19.87,22.61,Innsbruck
AT_70101,2021-01-01,89.74,21.06,23.72,Innsbruck
AT_70101,2021-04-01,107.87,23.15,22.1,Innsbruck
AT_70101,2021-07-01,111.96,23.37,21.83,Innsbruck
AT_70101,2021-10-01,118.4,24.01,23.73,Innsbruck
AT_70101,2022-01-01,113.35,24.04,20.63,Innsbruck
AT_70101,2022-04-01,109.96,25.71,20.72,Innsbruck
AT_90001,2019-01-01,50.48,12.78,22.08,Wien
AT_90001,2019-04-01,58.24,14.08,20.66,Wien
AT_90001,2019-07-01,53.34,15.62,15.98,Wien
AT_90001,2019-10-01,67.37,15.93,14.11,Wien
AT_90001,2020-01-01,69.41,15.79,12.81,Wien
AT_90001,2020-04-01,67.91,16.4,12.05,Wien
AT_90001,2020-07-01,81.43,19.02,10.86,Wien
AT_90001,2020-10-01,88.93,22.01,11.24,Wien
AT_90001,2021-01-01,96.12,24.38,10.89,Wien
AT_90001,2021-04-01,111.12,25.86,11.2,Wien
AT_90001,2021-07-01,112.49,26.48,11.57,Wien
AT_90001,2021-10-01,117.65,27.5,11.2,Wien
AT_90001,2022-01-01,125.72,28.27,11.07,Wien
AT_90001,2022-04-01,124.82,29.1,11.25,Wien
BE_11002,2019-01-01,68.33,15.72,20.16,Antwerpen / Anvers
BE_11002,2019-04-01,68.33,14.78,14.86,Antwerpen / Anvers
BE_11002,2019-07-01,75.1,15.51,14.17,Antwerpen / Anvers
BE_11002,2019-10-01,91.37,16.75,12.89,Antwerpen / Anvers
BE_11002,2020-01-01,91.21,16,12.74,Antwerpen / Anvers
BE_11002,2020-04-01,97.85,17.88,12.54,Antwerpen / Anvers
BE_11002,2020-07-01,97.45,18.13,12.86,Antwerpen / Anvers
BE_11002,2020-10-01,107.66,18.76,12.22,Antwerpen / Anvers
BE_11002,2021-01-01,112.41,19.11,11.85,Antwerpen / Anvers
BE_11002,2021-04-01,129.08,21.02,12.34,Antwerpen / Anvers
BE_11002,2021-07-01,131.21,22.01,12.62,Antwerpen / Anvers
BE_11002,2021-10-01,135.68,23.32,12.57,Antwerpen / Anvers
BE_11002,2022-01-01,140.87,25.34,12.18,Antwerpen / Anvers
BE_11002,2022-04-01,139.98,29.74,11.96,Antwerpen / Anvers
BE_21001,2019-01-01,52.21,12.67,17.65,Anderlecht
BE_21001,2019-04-01,58.4,12.61,22.15,Anderlecht
BE_21001,2019-07-01,60.51,13.4,21.1,Anderlecht
BE_21001,2019-10-01,69.96,14.16,18.49,Anderlecht
BE_21001,2020-01-01,74.36,13.76,17.23,Anderlecht
BE_21001,2020-04-01,78.45,15.5,12.52,Anderlecht
BE_21001,2020-07-01,81.36,16.71,15.49,Anderlecht
BE_21001,2020-10-01,87.52,16.67,13.4,Anderlecht
BE_21001,2021-01-01,90.06,16.92,12.6,Anderlecht
BE_21001,2021-04-01,107.37,18.09,12.5,Anderlecht
BE_21001,2021-07-01,110.73,19.68,13.08,Anderlecht
BE_21001,2021-10-01,122.19,21.49,14.17,Anderlecht
BE_21001,2022-01-01,144.49,29.79,12.17,Anderlecht
BE_21001,2022-04-01,139.93,37.41,12.9,Anderlecht
BE_21004,2019-01-01,52.24,17.17,17.66,Bruxelles / Brussel
BE_21004,2019-04-01,52.42,16.03,18.59,Bruxelles / Brussel
BE_21004,2019-07-01,54.97,15.75,17.13,Bruxelles / Brussel
BE_21004,2019-10-01,64.9,16.8,13.71,Bruxelles / Brussel
BE_21004,2020-01-01,64.45,16.35,15.24,Bruxelles / Brussel
BE_21004,2020-04-01,76.63,17.25,13.72,Bruxelles / Brussel
BE_21004,2020-07-01,76.43,17.64,17.07,Bruxelles / Brussel
BE_21004,2020-10-01,87.38,17.53,13.66,Bruxelles / Brussel
BE_21004,2021-01-01,89.71,18.35,12.66,Bruxelles / Brussel
BE_21004,2021-04-01,100.08,19.7,12.68,Bruxelles / Brussel
BE_21004,2021-07-01,96.58,20.79,14.9,Bruxelles / Brussel
BE_21004,2021-10-01,100.1,21.73,14.32,Bruxelles / Brussel
BE_21004,2022-01-01,104.27,24.32,13.46,Bruxelles / Brussel
BE_21004,2022-04-01,105.77,29.54,13.17,Bruxelles / Brussel
BE_21015,2019-01-01,55.25,13.46,14.56,Schaerbeek / Schaarbeek
BE_21015,2019-04-01,61.56,13.43,15.16,Schaerbeek / Schaarbeek
BE_21015,2019-07-01,58.78,14.51,15.92,Schaerbeek / Schaarbeek
BE_21015,2019-10-01,68.56,14.93,13.12,Schaerbeek / Schaarbeek
BE_21015,2020-01-01,70.21,14.25,13.88,Schaerbeek / Schaarbeek
BE_21015,2020-04-01,73.22,16.06,13.04,Schaerbeek / Schaarbeek
BE_21015,2020-07-01,81.61,16.81,12.44,Schaerbeek / Schaarbeek
BE_21015,2020-10-01,78.48,16.81,13.66,Schaerbeek / Schaarbeek
BE_21015,2021-01-01,83.89,16.63,12.07,Schaerbeek / Schaarbeek
BE_21015,2021-04-01,97.46,17.78,12.43,Schaerbeek / Schaarbeek
BE_21015,2021-07-01,101.78,18.11,13.65,Schaerbeek / Schaarbeek
BE_21015,2021-10-01,108.4,19.44,15.68,Schaerbeek / Schaarbeek
BE_21015,2022-01-01,111.5,21.72,12.13,Schaerbeek / Schaarbeek
BE_21015,2022-04-01,124.59,30.42,13.45,Schaerbeek / Schaarbeek
BE_24062,2019-01-01,60.25,15.97,15.18,Leuven / Louvain
BE_24062,2019-04-01,65.13,14.89,15.68,Leuven / Louvain
BE_24062,2019-07-01,76.31,16.88,14,Leuven / Louvain
BE_24062,2019-10-01,85.9,17.61,12.94,Leuven / Louvain
BE_24062,2020-01-01,88.39,17.03,13.15,Leuven / Louvain
BE_24062,2020-04-01,89.73,17.89,14.22,Leuven / Louvain
BE_24062,2020-07-01,97.67,19.19,13.06,Leuven / Louvain
BE_24062,2020-10-01,120.03,20.06,12.8,Leuven / Louvain
BE_24062,2021-01-01,110.83,20.95,11.66,Leuven / Louvain
BE_24062,2021-04-01,127.8,22.14,12.84,Leuven / Louvain
BE_24062,2021-07-01,126.21,21.89,12.9,Leuven / Louvain
BE_24062,2021-10-01,131.18,22.57,12.43,Leuven / Louvain
BE_24062,2022-01-01,140.74,23.24,12.34,Leuven / Louvain
BE_24062,2022-04-01,124.51,24.82,13.42,Leuven / Louvain
BE_31005,2019-01-01,63.06,14.61,18.11,Brugge / Bruges
BE_31005,2019-04-01,65.57,14.33,16.31,Brugge / Bruges
BE_31005,2019-07-01,62.8,15.05,16.18,Brugge / Bruges
BE_31005,2019-10-01,72.7,15.54,16.42,Brugge / Bruges
BE_31005,2020-01-01,77.81,16.11,16.59,Brugge / Bruges
BE_31005,2020-04-01,86.29,18.04,15.82,Brugge / Bruges
BE_31005,2020-07-01,87.82,17.05,15.85,Brugge / Bruges
BE_31005,2020-10-01,94.61,18.49,21.9,Brugge / Bruges
BE_31005,2021-01-01,99.76,18.69,13.75,Brugge / Bruges
BE_31005,2021-04-01,113.93,19.09,14.51,Brugge / Bruges
BE_31005,2021-07-01,111.53,20.3,14.12,Brugge / Bruges
BE_31005,2021-10-01,120.81,20.82,14.63,Brugge / Bruges
BE_31005,2022-01-01,122.65,22.62,14.86,Brugge / Bruges
BE_31005,2022-04-01,119.44,22.23,14.62,Brugge / Bruges
BE_44021,2019-01-01,65.82,15.2,16.19,Gent / Gand
BE_44021,2019-04-01,76.04,16.2,15.55,Gent / Gand
BE_44021,2019-07-01,82.99,16.56,13.66,Gent / Gand
BE_44021,2019-10-01,91.54,17.16,13.79,Gent / Gand
BE_44021,2020-01-01,93.35,17.08,14.02,Gent / Gand
BE_44021,2020-04-01,95.46,18.61,13.28,Gent / Gand
BE_44021,2020-07-01,99.68,19.73,13.14,Gent / Gand
BE_44021,2020-10-01,107.53,20.65,12.82,Gent / Gand
BE_44021,2021-01-01,113.83,21.44,12.04,Gent / Gand
BE_44021,2021-04-01,129.4,22.51,11.81,Gent / Gand
BE_44021,2021-07-01,126.02,24.35,12.24,Gent / Gand
BE_44021,2021-10-01,134.54,25.17,12.33,Gent / Gand
BE_44021,2022-01-01,139.31,27.4,11.84,Gent / Gand
BE_44021,2022-04-01,134.28,32.79,12.08,Gent / Gand
BE_52011,2019-01-01,50.28,9.2,15.34,Charleroi
BE_52011,2019-04-01,53.67,10.56,14.1,Charleroi
BE_52011,2019-07-01,54.72,10.69,14.07,Charleroi
BE_52011,2019-10-01,57.36,10.84,13.79,Charleroi
BE_52011,2020-01-01,61.51,11.45,14.81,Charleroi
BE_52011,2020-04-01,68.46,13.47,12.4,Charleroi
BE_52011,2020-07-01,74.3,13.27,12.89,Charleroi
BE_52011,2020-10-01,75.68,13.42,12.98,Charleroi
BE_52011,2021-01-01,82.37,14.13,11.78,Charleroi
BE_52011,2021-04-01,104.66,15.74,11.62,Charleroi
BE_52011,2021-07-01,103.31,16.56,12.66,Charleroi
BE_52011,2021-10-01,114.21,16.3,15.77,Charleroi
BE_52011,2022-01-01,131.78,21.68,12.62,Charleroi
BE_52011,2022-04-01,120.27,26.22,12.41,Charleroi
BE_62063,2019-01-01,57.9,10.33,18.16,Liège / Luik
BE_62063,2019-04-01,51.84,10.29,15.78,Liège / Luik
BE_62063,2019-07-01,56.31,11.38,14.21,Liège / Luik
BE_62063,2019-10-01,58.07,10.55,14.42,Liège / Luik
BE_62063,2020-01-01,62.01,10.98,14.64,Liège / Luik
BE_62063,2020-04-01,68.86,12.81,13.34,Liège / Luik
BE_62063,2020-07-01,69.02,13.95,14.37,Liège / Luik
BE_62063,2020-10-01,71.77,13.41,14.22,Liège / Luik
BE_62063,2021-01-01,84.53,14.25,13.81,Liège / Luik
BE_62063,2021-04-01,107.34,16.04,14.14,Liège / Luik
BE_62063,2021-07-01,101.93,16.19,14.92,Liège / Luik
BE_62063,2021-10-01,109.39,18.37,14.42,Liège / Luik
BE_62063,2022-01-01,122.05,21.29,14.72,Liège / Luik
BE_62063,2022-04-01,134.01,33.31,14.62,Liège / Luik
BE_92094,2019-01-01,48.91,13.07,17.02,Namur / Namen
BE_92094,2019-04-01,50.99,11.99,20.72,Namur / Namen
BE_92094,2019-07-01,50.31,11.72,15.21,Namur / Namen
BE_92094,2019-10-01,57.28,12.94,14.76,Namur / Namen
BE_92094,2020-01-01,59.74,12.99,16.88,Namur / Namen
BE_92094,2020-04-01,75.72,14.7,13.38,Namur / Namen
BE_92094,2020-07-01,82.93,15.85,13.63,Namur / Namen
BE_92094,2020-10-01,87.35,15.44,14.94,Namur / Namen
BE_92094,2021-01-01,93.86,16.16,15.97,Namur / Namen
BE_92094,2021-04-01,111.08,18.93,13.2,Namur / Namen
BE_92094,2021-07-01,105.61,18.57,14.54,Namur / Namen
BE_92094,2021-10-01,119.38,21.64,14.85,Namur / Namen
BE_92094,2022-01-01,114.17,24.42,14.12,Namur / Namen
BE_92094,2022-04-01,119.06,29.27,13.58,Namur / Namen
BG_BGS04,2019-01-01,40.7,36.6,12.88,Бургас
BG_BGS04,2019-04-01,38.84,33.7,9.27,Бургас
BG_BGS04,2019-07-01,35.45,33.9,10.13,Бургас
BG_BGS04,2019-10-01,40.17,37.68,7.1,Бургас
BG_BGS04,2020-01-01,40.3,37.75,8.48,Бургас
BG_BGS04,2020-04-01,47.33,43.08,6.38,Бургас
BG_BGS04,2020-07-01,39.95,35.35,5.64,Бургас
BG_BGS04,2020-10-01,54.62,46.45,4.93,Бургас
BG_BGS04,2021-01-01,58.94,53.25,6.54,Бургас
BG_BGS04,2021-04-01,61.4,53.55,6.07,Бургас
BG_BGS04,2021-07-01,64.38,53.17,6.3,Бургас
BG_BGS04,2021-10-01,77.16,64.72,5.81,Бургас
BG_BGS04,2022-01-01,81.2,68.77,6.92,Бургас
BG_BGS04,2022-04-01,85.84,73.66,5.7,Бургас
BG_PAZ19,2019-01-01,31.44,34.44,9.58,Пазарджик
BG_PAZ19,2019-04-01,33.42,29.84,9.84,Пазарджик
BG_PAZ19,2019-07-01,33.62,35.12,10.47,Пазарджик
BG_PAZ19,2019-10-01,33.99,35.62,7.55,Пазарджик
BG_PAZ19,2020-01-01,38.24,39.21,6.59,Пазарджик
BG_PAZ19,2020-04-01,38.62,40.02,7.51,Пазарджик
BG_PAZ19,2020-07-01,37.6,37.04,7.89,Пазарджик
BG_PAZ19,2020-10-01,45.39,48.33,9.15,Пазарджик
BG_PAZ19,2021-01-01,46.57,50.14,7.34,Пазарджик
BG_PAZ19,2021-04-01,48.19,48.76,8.46,Пазарджик
BG_PAZ19,2021-07-01,47.88,46.63,9.44,Пазарджик
BG_PAZ19,2021-10-01,52.48,51.21,8.31,Пазарджик
BG_PAZ19,2022-01-01,54.91,51.23,7.44,Пазарджик
BG_PAZ19,2022-04-01,59.97,53.35,8.12,Пазарджик
BG_PDV22,2019-01-01,56.82,49.58,7.81,Пловдив
BG_PDV22,2019-04-01,61.79,53.17,8.46,Пловдив
BG_PDV22,2019-07-01,59.94,54.2,8.96,Пловдив
BG_PDV22,2019-10-01,57.03,54.96,7.58,Пловдив
BG_PDV22,2020-01-01,54.89,51.12,8.11,Пловдив
BG_PDV22,2020-04-01,60.13,57.05,8.04,Пловдив
BG_PDV22,2020-07-01,62.4,52.14,7.55,Пловдив
BG_PDV22,2020-10-01,74.59,65.96,7.13,Пловдив
BG_PDV22,2021-01-01,79.27,75.76,6.71,Пловдив
BG_PDV22,2021-04-01,77.45,71.41,6.91,Пловдив
BG_PDV22,2021-07-01,84.9,77.5,7.45,Пловдив
BG_PDV22,2021-10-01,86.05,77.48,7.47,Пловдив
BG_PDV22,2022-01-01,95.55,83.52,7.64,Пловдив
BG_PDV22,2022-04-01,101.46,90.6,7.28,Пловдив
BG_PVN24,2019-01-01,41.54,32.11,9.19,Плевен
BG_PVN24,2019-04-01,35.99,23.29,12.91,Плевен
BG_PVN24,2019-07-01,41.09,29.56,8.7,Плевен
BG_PVN24,2019-10-01,43.69,29.66,8.63,Плевен
BG_PVN24,2020-01-01,46.08,31.15,8.75,Плевен
BG_PVN24,2020-04-01,59.49,47.75,7.34,Плевен
BG_PVN24,2020-07-01,53.16,39.6,9.37,Плевен
BG_PVN24,2020-10-01,61.27,45.24,9,Плевен
BG_PVN24,2021-01-01,74.02,53.67,7.85,Плевен
BG_PVN24,2021-04-01,78.58,56.92,7.55,Плевен
BG_PVN24,2021-07-01,84.2,59.51,8.33,Плевен
BG_PVN24,2021-10-01,85.65,56.69,8.86,Плевен
BG_PVN24,2022-01-01,96.56,68.8,7.73,Плевен
BG_PVN24,2022-04-01,100.36,74.06,7.51,Плевен
BG_RSE27,2019-01-01,45.83,42.42,13.95,Русе
BG_RSE27,2019-04-01,44.92,39.57,30.18,Русе
BG_RSE27,2019-07-01,42.82,40.42,33.49,Русе
BG_RSE27,2019-10-01,47.52,44.88,13.32,Русе
BG_RSE27,2020-01-01,51.44,48.62,10.49,Русе
BG_RSE27,2020-04-01,51.44,51.48,11.53,Русе
BG_RSE27,2020-07-01,46.38,46.54,9.07,Русе
BG_RSE27,2020-10-01,52.09,50.77,7.98,Русе
BG_RSE27,2021-01-01,58.83,58.22,6.89,Русе
BG_RSE27,2021-04-01,64.36,58.9,8.16,Русе
BG_RSE27,2021-07-01,61.15,55.18,8.44,Русе
BG_RSE27,2021-10-01,65.33,60.44,8.09,Русе
BG_RSE27,2022-01-01,69.82,62.76,6.96,Русе
BG_RSE27,2022-04-01,70.18,64.18,7.1,Русе
BG_SLV20,2019-01-01,41.66,33.55,9.92,Сливен
BG_SLV20,2019-04-01,42.81,36.67,11.42,Сливен
BG_SLV20,2019-07-01,39.73,32.11,11.98,Сливен
BG_SLV20,2019-10-01,41.8,37.12,9.33,Сливен
BG_SLV20,2020-01-01,39.06,33.29,11.03,Сливен
BG_SLV20,2020-04-01,45.01,39.29,12.57,Сливен
BG_SLV20,2020-07-01,42.37,35.99,11.56,Сливен
BG_SLV20,2020-10-01,45.48,40.76,10.47,Сливен
BG_SLV20,2021-01-01,55.14,50.45,10.9,Сливен
BG_SLV20,2021-04-01,60.3,50.75,9.49,Сливен
BG_SLV20,2021-07-01,70.54,59.97,8.34,Сливен
BG_SLV20,2021-10-01,78.87,68.21,8.12,Сливен
BG_SLV20,2022-01-01,84.69,75.32,8.34,Сливен
BG_SLV20,2022-04-01,90.8,77.61,9.36,Сливен
BG_SOF46,2019-01-01,47,32.17,5.96,Столична
BG_SOF46,2019-04-01,47.59,32.6,6.99,Столична
BG_SOF46,2019-07-01,49.47,34.56,5.33,Столична
BG_SOF46,2019-10-01,47.61,35.5,5.17,Столична
BG_SOF46,2020-01-01,47.23,35.03,4.81,Столична
BG_SOF46,2020-04-01,53.85,41.37,4.48,Столична
BG_SOF46,2020-07-01,57.17,41.65,4.25,Столична
BG_SOF46,2020-10-01,65.35,50.16,4.44,Столична
BG_SOF46,2021-01-01,73.91,58.26,3.92,Столична
BG_SOF46,2021-04-01,79.52,60.47,4.17,Столична
BG_SOF46,2021-07-01,84.97,67.1,4.12,Столична
BG_SOF46,2021-10-01,92.12,72.65,4.31,Столична
BG_SOF46,2022-01-01,98.18,77.43,4.34,Столична
BG_SOF46,2022-04-01,106.35,84.75,4.3,Столична
BG_SZR31,2019-01-01,34.41,26,13.53,Стара Загора
BG_SZR31,2019-04-01,33.52,20.88,16.33,Стара Загора
BG_SZR31,2019-07-01,34.62,23.56,15.83,Стара Загора
BG_SZR31,2019-10-01,37.09,25.51,13.59,Стара Загора
BG_SZR31,2020-01-01,33.55,24.31,12.51,Стара Загора
BG_SZR31,2020-04-01,35.95,29.07,13.17,Стара Загора
