id,name,quarter,avg_d,avg_u,avg_l
DE24,Oberfranken,2020-01-01,68.07,18.4,21.34
DE25,Mittelfranken,2020-01-01,71.59,19.15,20.92
DE26,Unterfranken,2020-01-01,66.98,19.16,19.48
DE27,Schwaben,2020-01-01,65.26,18.01,20.45
DE30,Berlin,2020-01-01,81.27,19.01,19.55
DE40,Brandenburg,2020-01-01,55.94,16.35,21.41
DE50,Bremen,2020-01-01,92.38,20.7,21.22
DE60,Hamburg,2020-01-01,76.28,22.08,17.15
DE71,Darmstadt,2020-01-01,80.89,18.61,14.22
DE72,Gießen,2020-01-01,62.17,17.44,16.79
DE73,Kassel,2020-01-01,65.98,20.82,21.69
DE80,Mecklenburg-Vorpommern,2020-01-01,59.54,20.81,27.72
DE91,Braunschweig,2020-01-01,69.89,21.6,22.89
DE92,Hannover,2020-01-01,74.5,24.45,20.87
DE93,Lüneburg,2020-01-01,69.56,24.52,22.22
DE94,Weser-Ems,2020-01-01,66.97,24.92,22.93
DEA1,Düsseldorf,2020-01-01,88.8,23.46,15.13
DEA2,Köln,2020-01-01,73.9,21.44,16.2
DEA3,Münster,2020-01-01,86.08,30.99,17.01
DEA4,Detmold,2020-01-01,67.16,19.71,22.55
DEA5,Arnsberg,2020-01-01,83.28,17.11,18
DEB1,Koblenz,2020-01-01,65.38,16.19,22.02
DEB2,Trier,2020-01-01,55.37,17.53,26.3
DEB3,Rheinhessen-Pfalz,2020-01-01,75.68,18.22,20.07
DEC0,Saarland,2020-01-01,77.37,17.6,22.67
DED2,Dresden,2020-01-01,59.35,17.57,22.06
DED4,Chemnitz,2020-01-01,47.06,14.73,26.57
DED5,Leipzig,2020-01-01,74.8,21.83,19.66
DEE0,Sachsen-Anhalt,2020-01-01,47.61,14.66,25.4
DEF0,Schleswig-Holstein,2020-01-01,78.26,25.73,21.7
DEG0,Thüringen,2020-01-01,49.91,15.24,26.85
DK01,Hovedstaden,2020-01-01,107.06,70.46,11.6
DK02,Sjælland,2020-01-01,100.82,87.75,10.42
DK03,Syddanmark,2020-01-01,82.48,67.98,10.88
DK04,Midtjylland,2020-01-01,117.54,91.51,10.62
DK05,Nordjylland,2020-01-01,109.45,91.7,11.45
EE00,Eesti,2020-01-01,53.57,40.49,11.5
EL30,Attiki,2020-01-01,26.24,4.81,26.74
EL41,Voreio Aigaio,2020-01-01,17.54,2.68,70.86
EL42,Notio Aigaio,2020-01-01,20.15,3.45,85.53
EL43,Kriti,2020-01-01,16.73,2.99,36.71
EL51,"Anatoliki Makedonia, Thraki",2020-01-01,20.59,3.4,52.17
EL52,Kentriki Makedonia,2020-01-01,21.67,6.41,40.11
EL53,Dytiki Makedonia,2020-01-01,16.5,2.7,48.61
EL54,Ipeiros,2020-01-01,15.74,2.54,55.71
EL61,Thessalia,2020-01-01,18.59,3.14,43.24
EL62,Ionia Nisia,2020-01-01,17.21,3.09,58.92
EL63,Dytiki Elláda,2020-01-01,17.8,2.99,40.98
EL64,Sterea Elláda,2020-01-01,18.34,2.83,37.96
EL65,Peloponnisos,2020-01-01,19.35,3.39,38.54
ES11,Galicia,2020-01-01,83.49,69.95,35.15
ES12,Principado de Asturias,2020-01-01,87.82,63.26,21.99
ES13,Cantabria,2020-01-01,93.98,91.77,26.76
ES21,País Vasco,2020-01-01,121.38,83,17.51
ES22,Comunidad Foral de Navarra,2020-01-01,109.52,87.55,24.36
ES23,La Rioja,2020-01-01,112.8,92.81,23.05
ES24,Aragón,2020-01-01,95.59,81.9,26.96
ES30,Comunidad de Madrid,2020-01-01,139.65,134.4,8.03
ES41,Castilla y León,2020-01-01,100.79,88.7,27.37
ES42,Castilla-La Mancha,2020-01-01,101.75,95.38,21.53
ES43,Extremadura,2020-01-01,84.78,80.57,28.28
ES51,Cataluña,2020-01-01,118.25,111.4,15.99
ES52,Comunitat Valenciana,2020-01-01,80.07,71.5,23.79
ES53,Illes Balears,2020-01-01,89.78,82.4,27.8
ES61,Andalucía,2020-01-01,82.97,78.01,27.45
ES62,Región de Murcia,2020-01-01,83.7,73.22,25.53
ES63,Ciudad de Ceuta,2020-01-01,132.18,119.54,26.25
ES64,Ciudad de Melilla,2020-01-01,115.02,113.54,28.86
ES70,Canarias,2020-01-01,45.27,45.88,30.39
FI19,Länsi-Suomi,2020-01-01,55.56,24.27,20.31
FI1B,Helsinki-Uusimaa,2020-01-01,68.01,27.32,14.49
FI1C,Etelä-Suomi,2020-01-01,62.64,30.39,19.29
FI1D,Pohjois- ja Itä-Suomi,2020-01-01,70.35,37.26,23.5
FI20,Åland,2020-01-01,64.42,55.95,8.95
FR10,Ile-de-France,2020-01-01,129.22,105.01,12.27
FRB0,Centre — Val de Loire,2020-01-01,82.24,69.04,28.63
FRC1,Bourgogne,2020-01-01,57.97,44.29,47.48
FRC2,Franche-Comté,2020-01-01,76.83,61.07,51.09
FRD1,Basse-Normandie,2020-01-01,46.51,36.95,47.57
FRD2,Haute-Normandie,2020-01-01,67.59,50.76,31.23
FRE1,Nord-Pas de Calais,2020-01-01,104.55,93.65,19.34
FRE2,Picardie,2020-01-01,105.16,97.9,20.59
FRF1,Alsace,2020-01-01,95.12,71.59,24.5
FRF2,Champagne-Ardenne,2020-01-01,63.15,51.54,36.21
FRF3,Lorraine,2020-01-01,74.25,51.97,32.62
FRG0,Pays de la Loire,2020-01-01,74.54,62.14,31.18
FRH0,Bretagne,2020-01-01,54.61,44.66,37.92
FRI1,Aquitaine,2020-01-01,70.56,56.55,39.37
FRI2,Limousin,2020-01-01,49.03,36.39,53.34
FRI3,Poitou-Charentes,2020-01-01,58.05,45.17,40.7
FRJ1,Languedoc-Roussillon,2020-01-01,61.6,49.15,40.02
FRJ2,Midi-Pyrénées,2020-01-01,71.5,58.62,41.79
FRK1,Auvergne,2020-01-01,66.43,52.94,35.78
FRK2,Rhône-Alpes,2020-01-01,75.64,59.95,31.28
FRL0,Provence-Alpes-Côte d’Azur,2020-01-01,81.04,64.57,32.19
FRM0,Corse,2020-01-01,47.82,34.34,49.45
FRY1,Guadeloupe,2020-01-01,29.41,18.98,69.56
FRY2,Martinique,2020-01-01,35.1,21,32.65
FRY3,Guyane,2020-01-01,45.94,28.49,32.89
FRY4,La Réunion,2020-01-01,127.38,112.22,11.75
FRY5,Mayotte,2020-01-01,6.25,2.51,316.5
HR02,Panonska Hrvatska,2020-01-01,24.13,9.91,33.18
HR03,Jadranska Hrvatska,2020-01-01,25.2,10.97,30.98
HR05,Grad Zagreb,2020-01-01,44.85,20.35,14.36
HR06,Sjeverna Hrvatska,2020-01-01,24.16,11.82,24.97
HU11,Budapest,2020-01-01,110.3,47.93,8.92
HU12,Pest,2020-01-01,101.8,56.99,11.06
HU21,Közép-Dunántúl,2020-01-01,85.48,38.84,14.76
HU22,Nyugat-Dunántúl,2020-01-01,73.11,35.32,18.16
HU23,Dél-Dunántúl,2020-01-01,67.29,28.63,17.01
HU31,Észak-Magyarország,2020-01-01,84.02,44.5,16.2
HU32,Észak-Alföld,2020-01-01,75.35,37.54,17.22
HU33,Dél-Alföld,2020-01-01,69.36,34.14,17.72
IE04,Northern and Western,2020-01-01,46,18.1,32.38
IE05,Southern,2020-01-01,52.74,20.97,30.04
IE06,Eastern and Midland,2020-01-01,90.43,26.39,19.96
IS00,Ísland,2020-01-01,126.07,127.24,6.52
ITC1,Piemonte,2020-01-01,54.2,24.6,28.58
ITC2,Valle d’Aosta/Vallée d’Aoste,2020-01-01,24.7,6.89,39.53
ITC3,Liguria,2020-01-01,59.14,25.92,24.54
ITC4,Lombardia,2020-01-01,57.51,26.54,22.11
ITF1,Abruzzo,2020-01-01,37.13,14.25,34.14
ITF2,Molise,2020-01-01,28.35,8.89,35.61
ITF3,Campania,2020-01-01,51.89,21.47,25.29
ITF4,Puglia,2020-01-01,48.79,18.58,33.51
ITF5,Basilicata,2020-01-01,42.55,17.44,34.61
ITF6,Calabria,2020-01-01,36.99,12.86,39.05
ITG1,Sicilia,2020-01-01,55.73,22.28,37.23
ITG2,Sardegna,2020-01-01,47.77,22.21,35.25
ITH1,Provincia Autonoma di Bolzano/Bozen,2020-01-01,36.27,13.92,27.37
ITH2,Provincia Autonoma di Trento,2020-01-01,31.37,10.95,39.35
ITH3,Veneto,2020-01-01,38.31,14.76,30.56
ITH4,Friuli-Venezia Giulia,2020-01-01,38.26,13.93,34.88
ITH5,Emilia-Romagna,2020-01-01,50.07,20.76,27.83
ITI1,Toscana,2020-01-01,41.5,14.37,33.46
ITI2,Umbria,2020-01-01,43.62,18.83,35.8
ITI3,Marche,2020-01-01,32.3,10.82,38.33
ITI4,Lazio,2020-01-01,51.48,20.32,23.38
LI00,Liechtenstein,2020-01-01,86.2,60.21,10.98
LT01,Sostinės regionas,2020-01-01,85.22,89.43,9.78
LT02,Vidurio ir vakarų Lietuvos regionas,2020-01-01,66.47,66.56,14
LU00,Luxembourg,2020-01-01,95.64,64.65,12.32
LV00,Latvija,2020-01-01,67.8,66.94,14.38
ME00,Crna Gora,2020-01-01,46.03,5.69,13.86
MK00,Severna Makedonija,2020-01-01,22.81,12.23,25.32
MT00,Malta,2020-01-01,80.88,13.6,11.95
NL11,Groningen,2020-01-01,85.33,33.96,14.53
NL12,Friesland (NL),2020-01-01,86.78,42.29,14.58
NL13,Drenthe,2020-01-01,91.74,54.36,12.83
NL21,Overijssel,2020-01-01,93.52,73.27,9.45
NL22,Gelderland,2020-01-01,96.63,64.86,10.24
NL23,Flevoland,2020-01-01,120.33,100.82,8.06
NL31,Utrecht,2020-01-01,101.51,65.25,9.36
NL32,Noord-Holland,2020-01-01,101.69,47.43,10.06
NL33,Zuid-Holland,2020-01-01,100.52,46.76,11.11
NL34,Zeeland,2020-01-01,90.79,21.2,11.76
NL41,Noord-Brabant,2020-01-01,101.71,56.13,11.2
NL42,Limburg (NL),2020-01-01,91.63,39.07,13.64
NO02,Innlandet,2020-01-01,89.47,99.87,20.39
NO06,Trøndelag,2020-01-01,106.45,85.36,14.07
NO07,Nord-Norge,2020-01-01,99.87,91.17,15.04
NO08,Oslo og Viken,2020-01-01,114.64,79.54,10.44
NO09,Agder og Sør-Østlandet,2020-01-01,110.22,98.07,13.84
NO0A,Vestlandet,2020-01-01,109.79,98.86,12.45
NO0B,Jan Mayen and Svalbard,2020-01-01,61.93,60.83,45.3
PL21,Małopolskie,2020-01-01,78.95,26.69,18.29
PL22,Śląskie,2020-01-01,83.56,31.79,12.67
PL41,Wielkopolskie,2020-01-01,84.28,57.25,17.42
PL42,Zachodniopomorskie,2020-01-01,73.16,23.17,25.61
PL43,Lubuskie,2020-01-01,56.51,20.16,30.13
PL51,Dolnośląskie,2020-01-01,65.57,29.7,26.8
PL52,Opolskie,2020-01-01,57.15,18.07,24.7
PL61,Kujawsko-pomorskie,2020-01-01,66.62,20.8,23.78
PL62,Warmińsko-mazurskie,2020-01-01,57.23,20.23,25.88
PL63,Pomorskie,2020-01-01,70.64,26.04,22.64
PL71,Łódzkie,2020-01-01,67.86,24.76,18.77
PL72,Świętokrzyskie,2020-01-01,57.57,21.73,24.72
PL81,Lubelskie,2020-01-01,52.2,20,25.21
PL82,Podkarpackie,2020-01-01,50.33,20.82,19.58
PL84,Podlaskie,2020-01-01,63.99,39.4,15.57
PL91,Warszawski stołeczny,2020-01-01,111.7,31.85,12.36
PL92,Mazowiecki regionalny,2020-01-01,47.06,18.17,25.24
PT11,Norte,2020-01-01,92.19,46.96,10.96
PT15,Algarve,2020-01-01,47.74,27.11,28.04
PT16,Centro (PT),2020-01-01,74.73,41.76,17.78
PT17,Área Metropolitana de Lisboa,2020-01-01,106.67,47.88,8.68
PT18,Alentejo,2020-01-01,69.18,39.19,20.11
PT20,Região Autónoma dos Açores,2020-01-01,76.59,37.73,26.54
PT30,Região Autónoma da Madeira,2020-01-01,74.61,39.24,18.66
RO11,Nord-Vest,2020-01-01,87.74,77.72,13.97
RO12,Centru,2020-01-01,77.48,77.6,12.99
RO21,Nord-Est,2020-01-01,88.4,70.64,16.25
RO22,Sud-Est,2020-01-01,88.38,76.13,11.92
RO31,Sud-Muntenia,2020-01-01,87.03,61.99,10.13
RO32,Bucureşti-Ilfov,2020-01-01,122.86,103.37,4.7
RO41,Sud-Vest Oltenia,2020-01-01,81.98,78.84,12.92
RO42,Vest,2020-01-01,102.71,86.13,10.37
RS11,City of Belgrade,2020-01-01,54.03,14.29,11.56
RS12,Autonomous Province of Vojvodina,2020-01-01,38.71,9.64,16.88
RS21,Region Šumadije i Zapadne Srbije,2020-01-01,30.55,7.79,20.4
RS22,Region Južne i Istočne Srbije,2020-01-01,32.85,13.1,17.69
SE11,Stockholm,2020-01-01,121.46,95.7,7.28
SE12,Östra Mellansverige,2020-01-01,105.48,80.8,11.4
SE21,Småland med öarna,2020-01-01,90.58,87.66,16.33
SE22,Sydsverige,2020-01-01,102.57,83.46,11.28
SE23,Västsverige,2020-01-01,99.37,84.42,10.75
SE31,Norra Mellansverige,2020-01-01,94.23,71.02,16.5
SE32,Mellersta Norrland,2020-01-01,77.22,73.12,23.6
SE33,Övre Norrland,2020-01-01,79.44,80.14,23.24
SI03,Vzhodna Slovenija,2020-01-01,46.59,13.74,18.13
SI04,Zahodna Slovenija,2020-01-01,52.9,21.42,12.6
SK01,Bratislavský kraj,2020-01-01,75.26,23.73,13.23
SK02,Západné Slovensko,2020-01-01,40.26,14.44,19.94
SK03,Stredné Slovensko,2020-01-01,39.46,19.06,21.41
SK04,Východné Slovensko,2020-01-01,45.51,25.52,25.04
TR10,İstanbul,2020-01-01,24.3,4.56,18.07
TR21,"Tekirdağ, Edirne, Kırklareli",2020-01-01,26.82,3.74,21.62
TR22,"Balıkesir, Çanakkale",2020-01-01,18.5,3.26,29.17
TR31,İzmir,2020-01-01,23.58,4.06,21.46
TR32,"Aydın, Denizli, Muğla",2020-01-01,16.96,3.25,34.42
TR33,"Manisa, Afyonkarahisar, Kütahya, Uşak",2020-01-01,16.88,3.28,32.93
TR41,"Bursa, Eskişehir, Bilecik",2020-01-01,20.45,3.46,22.42
TR42,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",2020-01-01,18.1,3.59,27.07
TR51,Ankara,2020-01-01,26.28,4.2,15.97
TR52,"Konya, Karaman",2020-01-01,20.46,3.12,26.88
TR61,"Antalya, Isparta, Burdur",2020-01-01,22.14,5.27,27.66
TR62,"Adana, Mersin",2020-01-01,20.55,3.69,26.27
TR63,"Hatay, Kahramanmaraş, Osmaniye",2020-01-01,12.24,4.92,37.7
TR71,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",2020-01-01,16.08,3.02,29
TR72,"Kayseri, Sivas, Yozgat",2020-01-01,21.28,3.5,28.34
TR81,"Zonguldak, Karabük, Bartın",2020-01-01,18.07,2.51,30.39
TR82,"Kastamonu, Çankırı, Sinop",2020-01-01,15.7,3.18,32.44
TR83,"Samsun, Tokat, Çorum, Amasya",2020-01-01,18.88,3.12,29.01
TR90,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",2020-01-01,17.99,3.42,39.36
TRA1,"Erzurum, Erzincan, Bayburt",2020-01-01,21.82,3.59,29.03
TRA2,"Ağrı, Kars, Iğdır, Ardahan",2020-01-01,16.05,3.3,54.21
TRB1,"Malatya, Elazığ, Bingöl, Tunceli",2020-01-01,16.84,2.9,39.97
TRB2,"Van, Muş, Bitlis, Hakkari",2020-01-01,15.29,3.48,52.35
TRC1,"Gaziantep, Adıyaman, Kilis",2020-01-01,17.74,4.63,34.06
TRC2,"Şanlıurfa, Diyarbakır",2020-01-01,16.02,3.52,46.49
TRC3,"Mardin, Batman, Şırnak, Siirt",2020-01-01,13.95,2.74,51.39
UKC1,Tees Valley and Durham,2020-01-01,66.5,13.38,23.21
UKC2,Northumberland and Tyne and Wear,2020-01-01,60.17,13.62,24.02
UKD1,Cumbria,2020-01-01,40.44,17.11,27.45
UKD3,Greater Manchester,2020-01-01,69.61,15.41,17.73
UKD4,Lancashire,2020-01-01,56.63,15.47,20.88
UKD6,Cheshire,2020-01-01,51.93,13.24,22.07
UKD7,Merseyside,2020-01-01,70.55,14.7,19.48
UKE1,East Yorkshire and Northern Lincolnshire,2020-01-01,52.43,12.84,25.27
UKE2,North Yorkshire,2020-01-01,53.22,25.06,24.21
UKE3,South Yorkshire,2020-01-01,57.69,13.57,21.1
UKE4,West Yorkshire,2020-01-01,66.51,14.98,17.48
UKF1,Derbyshire and Nottinghamshire,2020-01-01,65.26,14.12,19.34
UKF2,"Leicestershire, Rutland and Northamptonshire",2020-01-01,66.38,16.32,17.58
UKF3,Lincolnshire,2020-01-01,45.83,12.09,25.46
UKG1,"Herefordshire, Worcestershire and Warwickshire",2020-01-01,53.2,14.28,21.17
UKG2,Shropshire and Staffordshire,2020-01-01,60.1,13.3,21.32
UKG3,West Midlands,2020-01-01,82.33,16.67,16.57
UKH1,East Anglia,2020-01-01,54.58,16.57,19.98
UKH2,Bedfordshire and Hertfordshire,2020-01-01,72.31,15.03,16.22
UKH3,Essex,2020-01-01,59.41,15.83,18.18
UKI3,Inner London — West,2020-01-01,65.73,27.45,15.95
UKI4,Inner London — East,2020-01-01,73.16,26.73,14.94
UKI5,Outer London — East and North East,2020-01-01,80.2,16.71,14.27
UKI6,Outer London — South,2020-01-01,76.71,15.94,13.46
UKI7,Outer London — West and North West,2020-01-01,72.82,17.9,13.39
UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",2020-01-01,66.4,25.05,16.79
UKJ2,"Surrey, East and West Sussex",2020-01-01,58.99,13.91,18.1
UKJ3,Hampshire and Isle of Wight,2020-01-01,65.85,15.12,18.44
UKJ4,Kent,2020-01-01,58.67,14.1,19.43
UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",2020-01-01,63.4,18.09,21.04
UKK2,Dorset and Somerset,2020-01-01,48.63,15.62,24.95
UKK3,Cornwall and Isles of Scilly,2020-01-01,37.01,12.53,31.56
UKK4,Devon,2020-01-01,52.86,12.32,28.53
UKL1,West Wales and The Valleys,2020-01-01,42.25,12.19,27.28
UKL2,East Wales,2020-01-01,53.38,13.62,25.31
UKM5,North Eastern Scotland,2020-01-01,43.38,22.99,29.47
UKM6,Highlands and Islands,2020-01-01,30.82,9.91,35.06
UKM7,Eastern Scotland,2020-01-01,65.16,16.86,23.27
UKM8,West Central Scotland,2020-01-01,74.5,15.64,20.81
UKM9,Southern Scotland,2020-01-01,55.16,12.49,30.23
UKN0,Northern Ireland,2020-01-01,52.38,13.06,37.99
