id,name,quarter,avg_d,avg_u,avg_l
FRM0,Corse,2020-07-01,44.64,35.99,59.34
FRY1,Guadeloupe,2020-07-01,50.57,35.99,60.22
FRY2,Martinique,2020-07-01,45.11,29.69,33.19
FRY3,Guyane,2020-07-01,70.46,58.88,44.62
FRY4,La Réunion,2020-07-01,141.86,129.78,9.32
FRY5,Mayotte,2020-07-01,8.54,2.81,300.77
HR02,Panonska Hrvatska,2020-07-01,27.57,12.4,26.61
HR03,Jadranska Hrvatska,2020-07-01,21.07,11.36,33.58
HR05,Grad Zagreb,2020-07-01,52.98,23.62,12.3
HR06,Sjeverna Hrvatska,2020-07-01,28.48,14.71,21.73
HU11,Budapest,2020-07-01,125.17,53.9,8.36
HU12,Pest,2020-07-01,109.72,61.94,10.78
HU21,Közép-Dunántúl,2020-07-01,88.22,40.48,16.37
HU22,Nyugat-Dunántúl,2020-07-01,81.3,39.2,18.1
HU23,Dél-Dunántúl,2020-07-01,65.06,28.95,20.37
HU31,Észak-Magyarország,2020-07-01,87.55,45.37,16.21
HU32,Észak-Alföld,2020-07-01,88.11,42.38,16.6
HU33,Dél-Alföld,2020-07-01,73.58,35.62,19.89
IE04,Northern and Western,2020-07-01,56.65,20.87,26.54
IE05,Southern,2020-07-01,59.95,22.24,24.96
IE06,Eastern and Midland,2020-07-01,96.38,27.68,17
IS00,Ísland,2020-07-01,136.28,128.23,7.37
ITC1,Piemonte,2020-07-01,62.2,28.62,22.88
ITC2,Valle d’Aosta/Vallée d’Aoste,2020-07-01,31.58,10.63,32.4
ITC3,Liguria,2020-07-01,67.36,30.07,23.04
ITC4,Lombardia,2020-07-01,67.05,31.62,17.51
ITF1,Abruzzo,2020-07-01,47.92,19.66,28.24
ITF2,Molise,2020-07-01,41.33,15.1,29.61
ITF3,Campania,2020-07-01,61.34,25.56,20.8
ITF4,Puglia,2020-07-01,54.54,22.46,30.11
ITF5,Basilicata,2020-07-01,49.79,21.66,30.81
ITF6,Calabria,2020-07-01,42.56,15.34,35.73
ITG1,Sicilia,2020-07-01,63.85,26.53,32.16
ITG2,Sardegna,2020-07-01,54.01,26.47,35.3
ITH1,Provincia Autonoma di Bolzano/Bozen,2020-07-01,37.68,17.56,22.5
ITH2,Provincia Autonoma di Trento,2020-07-01,38.78,14.63,32.21
ITH3,Veneto,2020-07-01,46.12,18.27,24.61
ITH4,Friuli-Venezia Giulia,2020-07-01,46.14,17.98,31.21
ITH5,Emilia-Romagna,2020-07-01,60.35,25.88,24.04
ITI1,Toscana,2020-07-01,47.17,17.23,30.89
ITI2,Umbria,2020-07-01,52.87,23.9,34.71
ITI3,Marche,2020-07-01,41.19,14.39,31.36
ITI4,Lazio,2020-07-01,62.55,25.34,20.03
LI00,Liechtenstein,2020-07-01,102.97,75.56,8.67
LT01,Sostinės regionas,2020-07-01,95.74,99.89,9.8
LT02,Vidurio ir vakarų Lietuvos regionas,2020-07-01,73.32,71.39,14.49
LU00,Luxembourg,2020-07-01,111.32,72.42,10.67
LV00,Latvija,2020-07-01,67.12,63.99,16.34
ME00,Crna Gora,2020-07-01,44.84,7.42,13.92
MK00,Severna Makedonija,2020-07-01,25.03,14.12,20.6
MT00,Malta,2020-07-01,88.16,14.06,10.94
NL11,Groningen,2020-07-01,91.15,41.11,14.03
NL12,Friesland (NL),2020-07-01,85.26,49.23,14.73
NL13,Drenthe,2020-07-01,94.38,67.64,12.27
NL21,Overijssel,2020-07-01,97.07,80.54,10.2
NL22,Gelderland,2020-07-01,97.83,70.41,10.7
NL23,Flevoland,2020-07-01,129.6,115.83,8.42
NL31,Utrecht,2020-07-01,109.25,74.18,9.7
NL32,Noord-Holland,2020-07-01,107.78,54.55,10.26
NL33,Zuid-Holland,2020-07-01,106.58,52.39,11.15
NL34,Zeeland,2020-07-01,86.44,27.08,13.89
NL41,Noord-Brabant,2020-07-01,101.38,63.1,11.75
NL42,Limburg (NL),2020-07-01,84.63,40.53,14.1
NO02,Innlandet,2020-07-01,88.23,90.92,19.03
NO06,Trøndelag,2020-07-01,116.03,91.94,10.12
NO07,Nord-Norge,2020-07-01,111.35,103,12.81
NO08,Oslo og Viken,2020-07-01,127.63,87.2,9.99
NO09,Agder og Sør-Østlandet,2020-07-01,110.02,98.2,13.28
NO0A,Vestlandet,2020-07-01,114.3,102.31,11.84
NO0B,Jan Mayen and Svalbard,2020-07-01,73.84,72.96,41.04
PL21,Małopolskie,2020-07-01,86.18,31.34,17.01
PL22,Śląskie,2020-07-01,92.71,37.67,12.4
PL41,Wielkopolskie,2020-07-01,96.09,67.44,15.44
PL42,Zachodniopomorskie,2020-07-01,66.89,23.9,29.42
PL43,Lubuskie,2020-07-01,60.4,23.13,32.3
PL51,Dolnośląskie,2020-07-01,77.31,34.84,25.01
PL52,Opolskie,2020-07-01,63.12,21.21,28.04
PL61,Kujawsko-pomorskie,2020-07-01,70.53,23.23,24.96
PL62,Warmińsko-mazurskie,2020-07-01,56.53,22.19,29.77
PL63,Pomorskie,2020-07-01,75.58,27.39,23.86
PL71,Łódzkie,2020-07-01,75.06,25.71,21.16
PL72,Świętokrzyskie,2020-07-01,61.99,24.52,31.23
PL81,Lubelskie,2020-07-01,56.41,20.48,28.26
PL82,Podkarpackie,2020-07-01,56.67,23.15,19.27
PL84,Podlaskie,2020-07-01,65.43,41.86,18.37
PL91,Warszawski stołeczny,2020-07-01,118.74,36.94,12.91
PL92,Mazowiecki regionalny,2020-07-01,47.98,18.83,28.47
PT11,Norte,2020-07-01,98.38,49.42,12.03
PT15,Algarve,2020-07-01,42.21,27.63,33.94
PT16,Centro (PT),2020-07-01,77.66,44.35,19.16
PT17,Área Metropolitana de Lisboa,2020-07-01,116.35,49.96,9.35
PT18,Alentejo,2020-07-01,64.01,38.49,27.25
PT20,Região Autónoma dos Açores,2020-07-01,90.75,43.8,18.21
PT30,Região Autónoma da Madeira,2020-07-01,85.14,49.18,12.59
RO11,Nord-Vest,2020-07-01,89.2,84.94,11.81
RO12,Centru,2020-07-01,86.75,84.78,11.83
RO21,Nord-Est,2020-07-01,91.54,77.46,17.99
RO22,Sud-Est,2020-07-01,89.02,77.06,11
RO31,Sud-Muntenia,2020-07-01,92.83,72.2,9.6
RO32,Bucureşti-Ilfov,2020-07-01,139.13,115.98,4.6
RO41,Sud-Vest Oltenia,2020-07-01,82.34,81.85,12.58
RO42,Vest,2020-07-01,105.61,93.42,11.02
RS11,City of Belgrade,2020-07-01,67.22,20.24,10.96
RS12,Autonomous Province of Vojvodina,2020-07-01,43.91,12.12,14.72
RS21,Region Šumadije i Zapadne Srbije,2020-07-01,36.8,9.75,17.37
RS22,Region Južne i Istočne Srbije,2020-07-01,37.12,14.6,15.79
SE11,Stockholm,2020-07-01,131.14,103.05,7.01
SE12,Östra Mellansverige,2020-07-01,119.41,82.14,12.32
SE21,Småland med öarna,2020-07-01,91.8,85.92,17.82
SE22,Sydsverige,2020-07-01,104.43,82.48,10.88
SE23,Västsverige,2020-07-01,108.66,84.69,12.02
SE31,Norra Mellansverige,2020-07-01,96.16,71.36,17.97
SE32,Mellersta Norrland,2020-07-01,91.05,77.04,20.7
SE33,Övre Norrland,2020-07-01,83.34,82.6,20.42
SI03,Vzhodna Slovenija,2020-07-01,55.67,17.92,14.92
SI04,Zahodna Slovenija,2020-07-01,58.6,23.31,11.61
SK01,Bratislavský kraj,2020-07-01,83.59,27.8,11.16
SK02,Západné Slovensko,2020-07-01,45.03,17.37,18.9
SK03,Stredné Slovensko,2020-07-01,41.09,21.67,19.89
SK04,Východné Slovensko,2020-07-01,54.03,31.77,23.85
TR10,İstanbul,2020-07-01,26.45,5.33,14.92
TR21,"Tekirdağ, Edirne, Kırklareli",2020-07-01,24.56,5.22,20.65
TR22,"Balıkesir, Çanakkale",2020-07-01,17.58,3.87,33.11
TR31,İzmir,2020-07-01,22.89,4.81,25.75
TR32,"Aydın, Denizli, Muğla",2020-07-01,16.21,5.1,38.21
TR33,"Manisa, Afyonkarahisar, Kütahya, Uşak",2020-07-01,18.37,4.17,28.89
TR41,"Bursa, Eskişehir, Bilecik",2020-07-01,21.72,4.18,20.14
TR42,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",2020-07-01,18.73,4.35,25.12
TR51,Ankara,2020-07-01,27.21,5.1,15.27
TR52,"Konya, Karaman",2020-07-01,22,3.77,23.53
TR61,"Antalya, Isparta, Burdur",2020-07-01,19.75,6.81,28.69
TR62,"Adana, Mersin",2020-07-01,21.16,4.45,29.79
TR63,"Hatay, Kahramanmaraş, Osmaniye",2020-07-01,13.11,5.49,33.39
TR71,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",2020-07-01,16.43,3.71,29.91
TR72,"Kayseri, Sivas, Yozgat",2020-07-01,20.68,4.1,30
TR81,"Zonguldak, Karabük, Bartın",2020-07-01,19.16,3.28,28.51
TR82,"Kastamonu, Çankırı, Sinop",2020-07-01,13.94,3.42,43.17
TR83,"Samsun, Tokat, Çorum, Amasya",2020-07-01,18.84,3.8,28.87
TR90,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",2020-07-01,19.14,4.42,39.66
TRA1,"Erzurum, Erzincan, Bayburt",2020-07-01,24.89,4.25,26.4
TRA2,"Ağrı, Kars, Iğdır, Ardahan",2020-07-01,17.87,4.98,46.13
TRB1,"Malatya, Elazığ, Bingöl, Tunceli",2020-07-01,17.95,3.94,42.01
TRB2,"Van, Muş, Bitlis, Hakkari",2020-07-01,16.57,4.77,45.9
TRC1,"Gaziantep, Adıyaman, Kilis",2020-07-01,18.98,5.26,28.03
TRC2,"Şanlıurfa, Diyarbakır",2020-07-01,17.53,5.2,36.3
TRC3,"Mardin, Batman, Şırnak, Siirt",2020-07-01,16.79,3.87,38.88
UKC1,Tees Valley and Durham,2020-07-01,69.17,14.62,22.99
UKC2,Northumberland and Tyne and Wear,2020-07-01,59.17,14.27,25.19
UKD1,Cumbria,2020-07-01,41.07,19.39,28.93
UKD3,Greater Manchester,2020-07-01,73.77,16.54,17.09
UKD4,Lancashire,2020-07-01,59.92,17.48,21.41
UKD6,Cheshire,2020-07-01,54.94,14.92,22.15
UKD7,Merseyside,2020-07-01,75.29,16.14,19.23
UKE1,East Yorkshire and Northern Lincolnshire,2020-07-01,55.6,13.51,26.58
UKE2,North Yorkshire,2020-07-01,53.52,23.68,25.35
UKE3,South Yorkshire,2020-07-01,62.17,14.91,20.23
UKE4,West Yorkshire,2020-07-01,71.99,16.57,17.53
UKF1,Derbyshire and Nottinghamshire,2020-07-01,68.68,14.89,18.75
UKF2,"Leicestershire, Rutland and Northamptonshire",2020-07-01,71.92,18.66,17.05
UKF3,Lincolnshire,2020-07-01,48.73,12.74,26.22
UKG1,"Herefordshire, Worcestershire and Warwickshire",2020-07-01,56.21,15.72,21.21
UKG2,Shropshire and Staffordshire,2020-07-01,60.56,14.09,21.73
UKG3,West Midlands,2020-07-01,86.77,18,16.16
UKH1,East Anglia,2020-07-01,56.06,16.62,19.29
UKH2,Bedfordshire and Hertfordshire,2020-07-01,76.63,16.62,15.37
UKH3,Essex,2020-07-01,64.45,19.63,16.65
UKI3,Inner London — West,2020-07-01,75.06,29.64,13.82
UKI4,Inner London — East,2020-07-01,79.04,27.33,13.54
UKI5,Outer London — East and North East,2020-07-01,84.08,17.51,13.25
UKI6,Outer London — South,2020-07-01,81.35,17.39,12.95
UKI7,Outer London — West and North West,2020-07-01,77.27,18.37,12.59
UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",2020-07-01,70.64,27.14,15.7
UKJ2,"Surrey, East and West Sussex",2020-07-01,62.43,15.12,17.59
UKJ3,Hampshire and Isle of Wight,2020-07-01,68.71,17.17,18.71
UKJ4,Kent,2020-07-01,62.07,15.76,18.05
UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",2020-07-01,66.64,20.67,20.06
UKK2,Dorset and Somerset,2020-07-01,48.37,17.96,25.31
UKK3,Cornwall and Isles of Scilly,2020-07-01,36.92,13.1,30.01
UKK4,Devon,2020-07-01,52.71,13.11,29.62
UKL1,West Wales and The Valleys,2020-07-01,43.86,12.88,27.87
UKL2,East Wales,2020-07-01,57.35,15,24.55
UKM5,North Eastern Scotland,2020-07-01,45.03,23.68,28.33
UKM6,Highlands and Islands,2020-07-01,31.87,10.45,35.47
UKM7,Eastern Scotland,2020-07-01,70.19,18.02,22.74
UKM8,West Central Scotland,2020-07-01,79.47,16.95,20.73
UKM9,Southern Scotland,2020-07-01,58.02,14,28.27
UKN0,Northern Ireland,2020-07-01,56.72,15.17,36.96
