id,name,quarter,avg_d,avg_u,avg_l
AL01,Veri,2021-07-01,27.68,16.11,18.1
AL02,Qender,2021-07-01,41.15,14.73,13.84
AL03,Jug,2021-07-01,26.75,15.12,16.29
AT11,Burgenland,2021-07-01,62.22,15.29,17.18
AT12,Niederösterreich,2021-07-01,64.19,18.58,15.12
AT13,Wien,2021-07-01,112.49,26.48,11.57
AT21,Kärnten,2021-07-01,50.72,14.52,20.93
AT22,Steiermark,2021-07-01,53.84,15.1,18.11
AT31,Oberösterreich,2021-07-01,59.47,18.87,16.3
AT32,Salzburg,2021-07-01,51.01,16.68,14.85
AT33,Tirol,2021-07-01,72.67,14.41,18.67
AT34,Vorarlberg,2021-07-01,67.09,16.23,28.29
BE10,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,2021-07-01,101.39,18.79,13.63
BE21,Prov. Antwerpen,2021-07-01,129.62,21.15,13.21
BE22,Prov. Limburg (BE),2021-07-01,124.66,20.34,13.51
BE23,Prov. Oost-Vlaanderen,2021-07-01,127.65,21.57,13.83
BE24,Prov. Vlaams-Brabant,2021-07-01,125.63,20.49,13.65
BE25,Prov. West-Vlaanderen,2021-07-01,115.23,19.65,14.48
BE31,Prov. Brabant Wallon,2021-07-01,92.36,15.36,14.83
BE32,Prov. Hainaut,2021-07-01,89.28,15.93,15.33
BE33,Prov. Liège,2021-07-01,88.31,13.85,16.6
BE34,Prov. Luxembourg (BE),2021-07-01,65.26,14.38,22.64
BE35,Prov. Namur,2021-07-01,81.59,14.58,17.31
BG31,Severozapaden,2021-07-01,58.74,44.91,12.05
BG32,Severen tsentralen,2021-07-01,52.14,45.56,14.43
BG33,Severoiztochen,2021-07-01,54.64,42.37,12.81
BG34,Yugoiztochen,2021-07-01,44.76,37.01,10.5
BG41,Yugozapaden,2021-07-01,77.42,60.89,5.64
BG42,Yuzhen tsentralen,2021-07-01,57.53,51.64,9.51
CH01,Région lémanique,2021-07-01,180.25,115.55,9.02
CH02,Espace Mittelland,2021-07-01,159.37,85.47,11.54
CH03,Nordwestschweiz,2021-07-01,171.81,84.06,10.12
CH04,Zürich,2021-07-01,204,121.9,7.96
CH05,Ostschweiz,2021-07-01,157.31,93.28,11.41
CH06,Zentralschweiz,2021-07-01,175.74,99.03,9.53
CH07,Ticino,2021-07-01,139.97,83.6,13.76
CY00,Kýpros,2021-07-01,39.64,15.59,16.97
CZ01,Praha,2021-07-01,101.53,35.46,10.69
CZ02,Střední Čechy,2021-07-01,52.05,29.03,14.92
CZ03,Jihozápad,2021-07-01,55.21,31.77,15.31
CZ04,Severozápad,2021-07-01,65.09,33.69,15.85
CZ05,Severovýchod,2021-07-01,49.88,24.74,16.32
CZ06,Jihovýchod,2021-07-01,58.63,28.06,16.52
CZ07,Střední Morava,2021-07-01,49.66,24.32,19.87
CZ08,Moravskoslezsko,2021-07-01,62.6,25.58,22.26
DE11,Stuttgart,2021-07-01,120.02,23.46,17.86
DE12,Karlsruhe,2021-07-01,118.18,21.94,18.35
DE13,Freiburg,2021-07-01,100.34,24.01,22.63
DE14,Tübingen,2021-07-01,100.32,19.56,24.43
DE21,Oberbayern,2021-07-01,103.93,30.95,15.28
DE22,Niederbayern,2021-07-01,79.74,23.83,17.2
DE23,Oberpfalz,2021-07-01,91.12,24.12,20.64
DE24,Oberfranken,2021-07-01,101.89,23.67,19.29
DE25,Mittelfranken,2021-07-01,103.99,26.37,17.64
DE26,Unterfranken,2021-07-01,94.92,24.94,17.98
DE27,Schwaben,2021-07-01,96.7,23.49,17.99
DE30,Berlin,2021-07-01,126.66,25.77,13.79
DE40,Brandenburg,2021-07-01,86.62,21.52,17.04
DE50,Bremen,2021-07-01,129.74,26.29,16.44
DE60,Hamburg,2021-07-01,116.18,30.81,12.67
DE71,Darmstadt,2021-07-01,116.72,27.85,13.95
DE72,Gießen,2021-07-01,91.68,28.68,14.85
DE73,Kassel,2021-07-01,98.25,33.38,18.69
DE80,Mecklenburg-Vorpommern,2021-07-01,75.07,22.32,24.52
DE91,Braunschweig,2021-07-01,109.6,36.88,19.82
DE92,Hannover,2021-07-01,103.63,33.17,19.23
DE93,Lüneburg,2021-07-01,107.44,33,18.63
DE94,Weser-Ems,2021-07-01,90.44,28.85,22.58
DEA1,Düsseldorf,2021-07-01,114.07,32.41,14.03
DEA2,Köln,2021-07-01,100.72,29.41,14.53
DEA3,Münster,2021-07-01,110.08,41.78,16.77
DEA4,Detmold,2021-07-01,97.75,32.26,19.86
DEA5,Arnsberg,2021-07-01,106.12,25.15,16.45
DEB1,Koblenz,2021-07-01,85.46,20.15,19.53
DEB2,Trier,2021-07-01,76.5,22.44,21.89
DEB3,Rheinhessen-Pfalz,2021-07-01,112.12,24.73,18.33
DEC0,Saarland,2021-07-01,101.8,22.81,21.57
DED2,Dresden,2021-07-01,79.02,22.18,21.56
DED4,Chemnitz,2021-07-01,74.69,20.29,22.08
DED5,Leipzig,2021-07-01,101.54,31.06,19.23
DEE0,Sachsen-Anhalt,2021-07-01,72.9,19.94,20.09
DEF0,Schleswig-Holstein,2021-07-01,108.83,36.12,16.53
DEG0,Thüringen,2021-07-01,72.44,18.79,25.04
DK01,Hovedstaden,2021-07-01,188.16,117.88,10.69
DK02,Sjælland,2021-07-01,168.87,127.23,9.4
