id,name,quarter,avg_d,avg_u,avg_l
AL,Shqipëria,2021-07-01,33.44,15.17,15.7
AT,Österreich,2021-07-01,69.83,18.39,16.59
BE,Belgique/België,2021-07-01,112.06,18.93,14.47
BG,Bulgaria,2021-07-01,62.12,50.47,9.16
CH,Schweiz/Suisse/Svizzera,2021-07-01,174.42,101.03,10.04
CY,Kýpros,2021-07-01,39.64,15.59,16.97
CZ,Česko,2021-07-01,63.81,29.34,15.86
DE,Deutschland,2021-07-01,103.2,27.7,17.72
DK,Danmark,2021-07-01,167.82,117.32,10.37
EE,Eesti,2021-07-01,77.42,57.76,11.2
EL,Elláda,2021-07-01,32.7,6.96,25.39
ES,España,2021-07-01,151.45,129.29,20.42
FI,Suomi/Finland,2021-07-01,105.34,43.88,16.77
FR,France,2021-07-01,156.03,115.27,24.49
HR,Hrvatska,2021-07-01,47.65,25.79,20.6
HU,Magyarország,2021-07-01,144.62,68.71,13.18
IE,Éire/Ireland,2021-07-01,109.5,29.38,17.7
IS,Ísland,2021-07-01,167.15,149.98,6.84
IT,Italia,2021-07-01,86.95,38.07,21.95
LI,Liechtenstein,2021-07-01,131.24,97.68,7.23
LT,Lietuva,2021-07-01,101.87,93.24,12.53
LU,Luxembourg,2021-07-01,149.36,96.34,8.95
LV,Latvija,2021-07-01,93.11,82.37,15.56
ME,Crna Gora,2021-07-01,43.67,7.56,13.84
MK,Severna Makedonija,2021-07-01,30.95,18.14,17.53
MT,Malta,2021-07-01,112.36,18.53,10.33
NL,Nederland,2021-07-01,135.64,73.42,11.04
NO,Norge,2021-07-01,143.48,114.96,11.01
PL,Polska,2021-07-01,128.16,49.29,16.51
PT,Portugal,2021-07-01,122.1,54.31,15.73
RO,România,2021-07-01,157.07,127.72,8.47
RS,Serbia,2021-07-01,61.84,19.27,13.59
SE,Sverige,2021-07-01,135.38,107.53,12.35
SI,Slovenija,2021-07-01,81.63,35.98,11.99
SK,Slovensko,2021-07-01,82.24,30.68,15.47
TR,Türkiye,2021-07-01,33.2,8.59,18.75
UK,United Kingdom,2021-07-01,95.15,24.7,19.61
